comparison_id,comparison_kind,base_dataset_id,diffuse_dataset_id,base_basis_id,diffuse_basis_id,expected_state_count,common_state_count,release_gate_fail_count,outlier_count,low_sensitivity_count,moderate_sensitivity_count,high_sensitivity_count,base_state_count,diffuse_state_count,missing_base_state_count,missing_diffuse_state_count,unexpected_common_state_count,missing_base_state_ids,missing_diffuse_state_ids,unexpected_common_state_ids,max_relative_l1_delta,max_abs_signed_delta_electrons_trapz,max_l1_delta_electrons_trapz,max_abs_cumulative_delta_electrons,max_mean_abs_radial_shift_angstrom,max_abs_delta_mean_r_angstrom,max_abs_delta_rms_r_angstrom,max_abs_quantile_radius_delta_angstrom,max_abs_cutoff_radius_delta_angstrom
pbe0_sfx2c_dyallv4z_h-lr_spherical_v2__vs__pbe0_sfx2c_dyallav4z_h-ba_hf-ra_anions_spherical_v2,primary_dyall_diffuse_augmentation,pbe0_sfx2c_dyallv4z_h-lr_spherical_v2,pbe0_sfx2c_dyallav4z_h-ba_hf-ra_anions_spherical_v2,dyall-v4z,dyall-av4z,91,91,0,14,58,19,14,501,91,0,0,0,,,,0.3834176506373632,1.5753983423705105e-06,3.4508871815376465,1.660722659045998,0.5288044652383718,0.5282134622349858,1.2237935265287947,10.557999341188287,2.12746514487937
