r_bohr,rho_e_bohr3__H_qm1_mult1_ning2022,rho_e_bohr3__Li_qm1_mult1_ning2022,rho_e_bohr3__Be_qm1_mult2_formal,rho_e_bohr3__B_qm2_mult4_formal,rho_e_bohr3__B_qm1_mult3_ning2022,rho_e_bohr3__C_qm3_mult2_formal,rho_e_bohr3__C_qm2_mult3_formal,rho_e_bohr3__C_qm1_mult4_ning2022,rho_e_bohr3__N_qm3_mult1_formal,rho_e_bohr3__N_qm2_mult2_formal,rho_e_bohr3__N_qm1_mult3_formal,rho_e_bohr3__O_qm2_mult1_formal,rho_e_bohr3__O_qm1_mult2_ning2022,rho_e_bohr3__F_qm1_mult1_ning2022,rho_e_bohr3__Na_qm1_mult1_ning2022,rho_e_bohr3__Mg_qm1_mult2_formal,rho_e_bohr3__Al_qm2_mult4_formal,rho_e_bohr3__Al_qm1_mult3_ning2022,rho_e_bohr3__Si_qm2_mult3_formal,rho_e_bohr3__Si_qm1_mult4_ning2022,rho_e_bohr3__P_qm3_mult1_formal,rho_e_bohr3__P_qm2_mult2_formal,rho_e_bohr3__P_qm1_mult3_ning2022,rho_e_bohr3__S_qm2_mult1_formal,rho_e_bohr3__S_qm1_mult2_ning2022,rho_e_bohr3__Cl_qm1_mult1_ning2022,rho_e_bohr3__K_qm1_mult1_ning2022,rho_e_bohr3__Ca_qm1_mult2_ning2022,rho_e_bohr3__Sc_qm1_mult1_ning2022,rho_e_bohr3__Ti_qm1_mult4_ning2022,rho_e_bohr3__V_qm1_mult5_ning2022,rho_e_bohr3__Cr_qm1_mult6_ning2022,rho_e_bohr3__Mn_qm1_mult5_formal,rho_e_bohr3__Fe_qm1_mult4_ning2022,rho_e_bohr3__Co_qm1_mult3_ning2022,rho_e_bohr3__Ni_qm1_mult2_ning2022,rho_e_bohr3__Cu_qm1_mult1_ning2022,rho_e_bohr3__Zn_qm1_mult2_formal,rho_e_bohr3__Ga_qm2_mult4_formal,rho_e_bohr3__Ga_qm1_mult3_ning2022,rho_e_bohr3__Ge_qm2_mult3_formal,rho_e_bohr3__Ge_qm1_mult4_ning2022,rho_e_bohr3__As_qm3_mult1_formal,rho_e_bohr3__As_qm2_mult2_formal,rho_e_bohr3__As_qm1_mult3_ning2022,rho_e_bohr3__Se_qm2_mult1_formal,rho_e_bohr3__Se_qm1_mult2_ning2022,rho_e_bohr3__Br_qm1_mult1_ning2022,rho_e_bohr3__Rb_qm1_mult1_ning2022,rho_e_bohr3__Sr_qm1_mult2_ning2022,rho_e_bohr3__Y_qm1_mult1_ning2022,rho_e_bohr3__Zr_qm1_mult4_ning2022,rho_e_bohr3__Nb_qm1_mult5_ning2022,rho_e_bohr3__Mo_qm1_mult6_ning2022,rho_e_bohr3__Tc_qm1_mult5_formal,rho_e_bohr3__Ru_qm1_mult4_ning2022,rho_e_bohr3__Rh_qm1_mult3_ning2022,rho_e_bohr3__Pd_qm1_mult2_ning2022,rho_e_bohr3__Ag_qm1_mult1_ning2022,rho_e_bohr3__Cd_qm1_mult2_formal,rho_e_bohr3__In_qm2_mult4_formal,rho_e_bohr3__In_qm1_mult3_ning2022,rho_e_bohr3__Sn_qm2_mult3_formal,rho_e_bohr3__Sn_qm1_mult4_ning2022,rho_e_bohr3__Sb_qm3_mult1_formal,rho_e_bohr3__Sb_qm2_mult2_formal,rho_e_bohr3__Sb_qm1_mult3_ning2022,rho_e_bohr3__Te_qm2_mult1_formal,rho_e_bohr3__Te_qm1_mult2_ning2022,rho_e_bohr3__I_qm1_mult1_ning2022,rho_e_bohr3__Cs_qm1_mult1_ning2022,rho_e_bohr3__Ba_qm1_mult2_ning2022,rho_e_bohr3__La_qm1_mult3_ning2022,rho_e_bohr3__Ce_qm1_mult4_ning2022,rho_e_bohr3__Pr_qm1_mult5_ning2022,rho_e_bohr3__Nd_qm1_mult6_ning2022,rho_e_bohr3__Pm_qm1_mult7_formal,rho_e_bohr3__Sm_qm1_mult8_formal,rho_e_bohr3__Eu_qm1_mult9_ning2022,rho_e_bohr3__Gd_qm1_mult10_ning2022,rho_e_bohr3__Tb_qm1_mult9_ning2022,rho_e_bohr3__Dy_qm1_mult6_ning2022,rho_e_bohr3__Ho_qm1_mult5_formal,rho_e_bohr3__Er_qm1_mult4_formal,rho_e_bohr3__Tm_qm1_mult3_ning2022,rho_e_bohr3__Yb_qm1_mult2_formal,rho_e_bohr3__Lu_qm1_mult1_ning2022,rho_e_bohr3__Hf_qm1_mult4_ning2022,rho_e_bohr3__Ta_qm1_mult5_ning2022,rho_e_bohr3__W_qm1_mult6_ning2022,rho_e_bohr3__Re_qm1_mult5_ning2022,rho_e_bohr3__Os_qm1_mult4_ning2022,rho_e_bohr3__Ir_qm1_mult3_ning2022,rho_e_bohr3__Pt_qm1_mult2_ning2022,rho_e_bohr3__Au_qm1_mult1_ning2022,rho_e_bohr3__Hg_qm1_mult2_formal,rho_e_bohr3__Tl_qm2_mult4_formal,rho_e_bohr3__Tl_qm1_mult3_ning2022,rho_e_bohr3__Pb_qm2_mult3_formal,rho_e_bohr3__Pb_qm1_mult4_ning2022,rho_e_bohr3__Bi_qm3_mult1_formal,rho_e_bohr3__Bi_qm2_mult2_formal,rho_e_bohr3__Bi_qm1_mult3_ning2022,rho_e_bohr3__Po_qm2_mult1_formal,rho_e_bohr3__Po_qm1_mult2_formal,rho_e_bohr3__At_qm1_mult1_ning2022
2.3377546380454166e-05,0.31786228971237229,13.983109661901125,36.018452678874965,74.033416764702849,74.113067729389627,133.00175985030035,132.93109290373977,132.94658737764703,217.91860608366812,217.94891247464665,218.12826217890603,334.5849100515876,334.97091086149408,488.21286147844819,958.79398603340678,1296.1951494040977,1703.4979266391886,1703.7010064455826,2193.3274014508324,2193.5349337402085,2787.934097935743,2788.1134152425857,2788.5425894181599,3489.4307463263181,3490.028250002802,4334.4944573385737,6491.553529911961,7826.8499181990674,9418.7363890356737,11215.852043893268,13512.405296530693,16007.96907370428,18686.341853775331,21687.34960201701,25560.76292050787,30032.474983101776,34706.188839869239,39827.727848108232,46507.814171335674,46509.254554267536,53186.251327291087,53187.344746556329,60644.960654812166,60645.955705793807,60647.8873559766,68913.426971542023,68915.916294036215,78320.582665767928,100876.35247538456,114319.58128173409,129102.86093657516,145345.18406723024,163597.15535090666,183631.11444355815,205951.68917874157,230469.32448586033,257758.00470279274,287263.99693271855,320288.03176225012,348505.57154305722,385276.81076501223,385278.5305022347,437428.10471021791,437430.86049513263,485570.70175413846,485573.40399839822,485578.98795511737,535189.39907829219,535197.19250978401,595323.7645187364,727477.66989834362,805473.03143531014,886290.27423360082,977633.88521231478,1079122.3095470408,1186002.8255211047,1307745.7682133946,1436586.7846402489,1580324.8809515834,1737519.4824761765,1907704.731292506,2093655.5083446004,2296616.4203871787,2522736.07435825,2768856.2407763209,3030570.2281036694,3321175.6195869138,3641465.2165278848,3988290.8267768743,4360543.2537119687,4777139.9020905644,5220464.0616791565,5711375.3758593127,6248250.4136448968,6831310.4852789324,7465833.8823246891,8151038.8728713719,8151056.6956216795,8930105.6223954242,8930104.1077359151,9757122.5766989067,9757114.1585333161,9757126.7950239386,10685876.973788649,10685903.391509622,11699996.941452172
2.3729365513263698e-05,0.31786228958304541,13.983109463285754,36.018451605910755,74.033413010501334,74.113063970920692,133.00174930638644,132.93108236524071,132.94657683778956,217.91858079735641,217.94888718385053,218.12823686625617,334.5848561680408,334.9708569133353,488.21276331181684,958.79342373911447,1296.1938816231332,1703.4956934188936,1703.6987729615294,2193.3238114216529,2193.5313433776464,2787.9282006901667,2788.1075176294953,2788.5366909046352,3489.4217421661087,3490.0192443098995,4334.4800698200679,6491.5181808983834,7826.7994539773572,9418.6593672551935,11215.741265855226,13512.199106851862,16007.662954063524,18685.953052623459,21686.874359242844,25559.990173786315,30031.229997441918,34704.58612227314,39825.734856813615,46504.603740570456,46506.044023203649,53182.27923573312,53183.372572350534,60640.0751600523,60641.070129685337,60643.001622587304,68907.465707381707,68909.954812400043,78313.2409178573,100864.69799199028,114304.81821013844,129084.80731835359,145323.28971022146,163570.40407602847,183598.76819164911,205912.93851739904,230423.08521937707,257702.73840188989,287199.75594864006,320213.25501678139,348438.39708184719,385202.88700378546,385204.60640722956,437317.41826292337,437320.17334186513,485441.77880843205,485444.48032656399,485450.06278065266,535048.07582069491,535055.86716464872,595154.69950221409,727263.66781689809,805219.93847294501,886015.91110009677,977323.15919973189,1078769.3788063079,1185612.2124983976,1307299.0154329143,1436090.4985882218,1579767.461162071,1736884.1486545731,1907000.6514437932,2092871.322126315,2295746.5595897916,2521750.9366127457,2767759.4589623511,3029358.6491251737,3319834.0470946264,3639971.5215679631,3986622.514825101,4358720.3455507644,4775107.9934103917,5218233.6810769076,5708925.8849881925,6245540.221905482,6828342.1617685501,7462560.4397167228,8147459.6292865127,8147477.4441583566,8926098.2396573909,8926096.7256932538,9752752.5489445366,9752744.1345857345,9752756.7653774396,10681044.864949204,10681071.27063241,11694650.934309036
2.4086479329278966e-05,0.31786228944979644,13.983109258647341,36.01845050040891,74.033409142454701,74.113060098477106,133.00173844273445,132.93107150716776,132.94656597831695,217.91855474426103,217.94886112613523,218.12821078602434,334.58480065054789,334.97080132927073,488.21266216844049,958.79284439634898,1296.1925754084896,1703.4933925028024,1703.6964717736869,2193.3201125761175,2193.5276441886267,2787.9221247142168,2788.1014412748877,2788.5306136223062,3489.4124651394027,3490.0099657040546,4334.4652463599459,6491.4817612770667,7826.7474616826185,9418.5800138846425,11215.627135341128,13511.986683781462,16007.347585780388,18685.552507231478,21686.384761770438,25559.194118911764,30029.947529805249,34702.935178973486,39823.681922570584,46501.297055279596,46502.737234607106,53178.188123170257,53179.281374663318,60635.043363690325,60636.038249538709,60637.969580450022,68901.32603883704,68903.814919871089,78305.679615733476,100852.69614438512,114289.61592647004,129066.2172310305,145300.74559083441,163542.86012394814,183565.46495988063,205873.04287583195,230375.48176607111,257645.84417659347,287133.62444961956,320136.27940158616,348369.23131705698,385126.77004719741,385128.48910696071,437203.48106439639,437206.23541663319,485309.07491165306,485311.77568236249,485317.3565897544,534902.60409337922,534910.39328852051,594980.68416358274,727043.39893509413,804959.45474395249,885733.52302790154,977003.34909465094,1078406.1348459502,1185210.1812529964,1306839.219228331,1435579.7210155898,1579193.7682476859,1736230.294398515,1906276.0409842669,2092064.2717329948,2294851.3333973186,2520737.1041457038,2766630.7296145451,3028111.7762883785,3318453.3879996981,3638434.314942522,3984905.6256105788,4356844.3168908907,4773016.8954546088,5215938.3036175855,5706404.9750933051,6242751.010522102,6825287.2458438352,7459191.5005412269,8143775.926883677,8143793.7336471453,8921973.962972112,8921972.4497236274,9748254.9471761584,9748246.5367352683,9748259.1616617069,10676071.659041114,10676098.052335061,11689148.809762435
2.4448967510551351e-05,0.31786228931250649,13.983109047803225,36.018449361382821,74.033405157110792,74.113056108602876,133.00172724964884,132.93106031983041,132.94655478953752,217.91852790113117,217.94883427824499,218.12818391493494,334.5847434495646,334.97074405969681,488.21255795805928,958.79224748831371,1296.1912295954055,1703.4910218397049,1703.6941008305989,2193.3163016175736,2193.5238328761834,2787.9158645943444,2788.0951807648858,2788.5243521564626,3489.402906982993,3490.0004059206522,4334.449973760602,6491.4442386653609,7826.6938951153206,9418.4982584713543,11215.509551110805,13511.767839481116,16007.022690508917,18685.139864295121,21685.88037780274,25558.3740567694,30028.626460253741,34701.234570631765,39821.56725793123,46497.891263959405,46499.331336885021,53173.974467917382,53175.067631736441,60629.860942300358,60630.855741856038,60632.786905927707,68895.002700693847,68897.491351043253,78297.892289818468,100840.3367679353,114273.96162768257,129047.07507565717,145277.5328670239,163514.50058325802,183531.17717863806,205831.96935864229,230326.47505868183,257587.27556466172,287065.54858672828,320057.04238823324,348298.01664205,385048.39633676037,385050.11504265433,437086.20092181361,437088.95452602435,485172.48316246853,485175.18316385977,485180.76247924403,534752.86636876268,534760.65335208096,594801.57901906373,726816.68663301202,804691.37321351026,885442.88442101376,976674.19979666569,1078032.2883380677,1184796.4112209319,1306366.0143720869,1435054.0460297607,1578603.3466291307,1735557.4028712173,1905530.3266038615,2091233.7188300323,2293930.0334469983,2519693.7775723981,2765469.1626776727,3026828.626158746,3317032.5528221829,3636852.3842575708,3983138.8068754296,4354913.6864649374,4770864.9590404611,5213576.1167175397,5703810.6522493549,6239880.5734055582,6822143.3171612043,7455724.3953814637,8139984.8432148788,8140002.6416336093,8917729.5256584659,8917728.0131464601,9743626.2000610214,9743617.7936522886,9743630.4125424456,10670953.404141162,10670979.784684513,11683486.194315307
2.481691093830318e-05,0.31786228917105303,13.983108830565229,36.018448187815807,74.03340105091246,74.113051997736974,133.0017157171402,132.93104879324426,132.94654326146559,217.91850024401072,217.94880661622039,218.12815622900746,334.58468451404462,334.97068505350683,488.21245058767749,958.79163248255077,1296.1898429838477,1703.4885793162946,1703.691658018708,2193.3123751495923,2193.5199060435752,2787.9094147532278,2788.0887305218139,2788.5179009285857,3489.3930591838016,3489.9905564451624,4334.4342384255797,6491.4055797037809,7826.638706683505,9418.4140284417481,11215.388408880048,13511.542380489293,16006.687981592497,18684.714759970375,21685.360762664019,25557.52926751606,30027.265635909491,34699.482815674332,39819.389023097297,46494.383432743169,46495.823396079009,53169.634646832397,53170.727720352304,60624.523448238338,60625.518158919323,60627.449151159002,68888.490276886281,68890.978689652999,78289.872285799065,100827.60941213337,114257.8421536886,129027.36482068882,145253.63217736667,163485.30191562674,183495.87652952317,205789.68418257998,230276.02498329582,257526.9848688324,286995.47308632766,319975.4798003516,348224.69387084071,384967.70056457794,384969.41890611767,436965.48322782258,436968.23606208386,485031.89388005727,485034.59308961616,485040.17076640425,534598.74204891385,534606.5267556177,594617.24098784337,726583.34973344195,804415.48158251995,885143.7638977156,976335.44967971789,1077647.5425715058,1184370.5736431801,1305879.0263592275,1434513.0574205173,1577995.7291598513,1734864.9442155934,1904762.9205261339,2090379.0089842724,2292981.9334991681,2518620.1374546024,2764273.845765288,3025508.1906181923,3315570.4247143781,3635224.4866903722,3981320.6725023328,4352926.9357587723,4768650.493597338,5211145.2622067463,5701140.8722452018,6236926.6488325102,6818907.8941639252,7452156.3872962203,8136083.3817507811,8136101.1715818401,8913361.5784564316,8913360.0667023379,9738862.645603735,9738854.2433445714,9738866.8560226671,10665686.047878228,10665712.415299613,11677658.603254179
2.5190391710974269e-05,0.31786228902531022,13.983108606739457,36.018446978660435,74.033396820195122,74.113047762210471,133.00170383491582,132.93103691712216,132.94653138381267,217.918471748218,217.94877811537415,218.12812770353372,334.58462379139371,334.97062425804245,488.2123399614818,958.79099883047047,1296.1884143374327,1703.4860627552757,1703.6891411604693,2193.3083296729487,2193.5158601912594,2787.9027694448359,2788.0820847992868,2788.511254191405,3489.3829129713417,3489.9804085056162,4334.4180263475764,6491.3657500266727,7826.5818473611162,9418.3272490379859,11215.263601229884,13511.31010755535,16006.343163819794,18684.276819564824,21684.825458422358,25556.659009980711,30025.863870017885,34697.678389098313,39817.145324444973,46490.770543152634,46492.210393616559,53165.1649325623,53166.25791308043,60619.02630629226,60620.02092544028,60621.951740708428,68881.783196455581,68884.271364538392,78281.6127597171,100814.50333327109,114241.24397840138,129007.06999128495,145229.02362841505,163455.23994082632,183459.53392782932,205746.15265612025,230224.09035576688,257464.92312962771,286923.34121912945,319891.52577825513,348149.20220018964,384884.61563091294,384886.33359731152,436841.23090969445,436843.98295146314,484887.19454688189,484889.89294146141,484895.46893175272,534440.10740138404,534447.88976485527,594427.52331994101,726343.20241031982,804131.56218691007,884835.92417662195,975986.83046466555,1077251.5933088697,1183932.331405981,1305377.8712305157,1433956.3284628293,1577370.4369058618,1734152.375313119,1903973.2202388016,2089499.471364717,2292006.2891040929,2517515.3439348061,2763043.8437521635,3024149.4364139456,3314065.8589591142,3633549.3484333931,3979449.8019011109,4350882.5083263582,4766371.7664107475,5208643.8354896558,5698393.5396489948,6233886.9184113638,6815578.4329326507,7448484.6705510151,8132068.4704785021,8132086.2514721751,8908866.6879790984,8908865.1770049613,9733960.5294215865,9733952.1314327009,9733964.7377180308,10660265.435514595,10660291.789432198,11671661.43852115
2.5569493162540561e-05,0.31786228887514789,13.983108376126133,36.018445732837513,74.0333924611828,74.113043398243065,133.00169159237163,132.93102468086502,132.9465191459783,217.91844238832175,217.9487487502717,218.1280983130568,334.58456122742325,334.97056161905095,488.21222598075144,958.79034596686108,1296.186942382345,1703.4834699134615,1703.6865480124238,2193.3041615825459,2193.5116917137948,2787.895922749346,2788.0752376771088,2788.504406023827,3489.3724593099751,3489.9699530648177,4334.4013230960745,6491.3247142320506,7826.5232666450274,9418.2378432527476,11215.135017513287,13511.070815468674,16005.987933173727,18683.825657219815,21684.273993501702,25555.76252104804,30024.419940986598,34695.819721245512,39814.834213012837,46487.049489795951,46488.489224008852,53160.56149072577,53161.654375459664,60613.364810254934,60614.359335133355,60616.289968139099,68874.875729417254,68877.363645505902,78273.106672950584,100801.00748697198,114224.15320061486,128986.17365842548,145203.68678184639,163424.28982154251,183422.11950478755,205701.33915879932,230170.62889789918,257401.04009792884,286849.09476901998,319805.11274333368,348071.4791711279,384799.07260109577,384800.79018125567,436713.3443782049,436716.09560430329,484738.26975126902,484740.96730707109,484746.54156161967,534276.83549474773,534284.61544649303,594232.27552397759,726096.05409704288,803839.39189719199,884519.1219627402,975628.06709197653,1076844.1286437623,1183481.3388813171,1304862.1553960522,1433383.4217201807,1576726.9789262014,1733419.1395439766,1903160.6082255708,2088594.4184447012,2291002.3372703507,2516378.5363727733,2761778.198369348,3022751.3047102969,3312517.6824711682,3631825.6641418724,3977524.7393997004,4348778.8091085814,4764027.0018711649,5206069.8847109023,5695566.506878037,6230759.0060533676,6812152.3260407448,7444706.3693546131,8127936.9605039991,8127954.7324036714,8904241.3351713493,8904239.8249998093,9728916.0030250847,9728907.6094305292,9728920.2091373913,10654687.308032222,10654713.648053685,11665489.986591548
2.5954299881108155e-05,0.31786228872043126,13.983108138519425,36.01844444923519,74.033387969985057,74.113038901940087,133.00167897858117,132.93101207355235,132.94650653704065,217.91841213812074,217.94871849470616,218.12806803134748,334.5844967663017,334.97049708063344,488.21210854377478,958.78967330938281,1296.185425806189,1703.4807984797492,1703.6838762631978,2193.2998671641881,2193.5073968966403,2787.8888685678885,2788.0681830560338,2788.4973503256674,3489.36168889088,3489.9591808123805,4334.3841138046009,6491.282435850535,7826.4629125108886,9418.1457317620261,11215.00254375899,13510.824292883013,16005.621976573544,18683.360875583974,21683.705882283037,25554.8390150257,30022.932591399102,34693.905196545442,39812.453682950203,46483.217078012196,46484.656692495133,53155.820377030883,53156.913163116056,60607.534119420481,60608.52854721222,60610.458992508589,68867.761982537646,68870.249639106769,78264.346787087852,100787.11052057965,114206.55553472538,128964.65842784973,145177.60064141866,163392.42604797275,183383.60258959053,205655.20712031928,230115.5972133975,257335.28420733791,286772.67400168249,319716.17136224348,347991.46062993619,384711.00066178362,384712.71784428647,436581.72147631535,436584.47186291369,484585.00112986279,484587.69782242388,484593.27029060607,534108.79613392288,534116.57360352622,594031.34329496161,725841.7093947758,803538.74201845692,884193.1078337403,975258.87759471987,1076424.8288584873,1183017.2417678349,1304331.4754597291,1432793.8888487665,1576064.8520544833,1732664.6665489799,1902324.4516997987,2087663.1457061637,2289969.2961355201,2515208.8329853723,2760475.9278028617,3021312.7106442344,3310924.6933027962,3630052.0963860992,3975543.9936409127,4346614.2037575422,4761614.3807294676,5203421.4099276792,5692657.5732751302,6227540.4769509472,6808626.9014166137,7440818.5366029879,8123685.6246621404,8123703.3872040538,8899481.9137781151,8899480.4044324104,9723725.1221069805,9723716.7330342289,9723729.3259718027,10648947.300227854,10648973.625949943,11659139.416360671
2.6344897727787467e-05,0.31786228856102339,13.98310789370727,36.01844312670773,74.033383342593538,74.113034269288562,133.00166598228739,132.93099908393285,132.94649354574662,217.91838097061884,217.94868732167726,218.12803683138179,334.58443035050561,334.97043058519694,488.21198754575573,958.78898025805461,1296.1838632568308,1703.4780460730858,1703.6811235314592,2193.2954425912963,2193.502971912867,2787.8816006171501,2788.060914652357,2788.4900808122675,3489.3505921238702,3489.9480821564721,4334.3663831576059,6491.2388773133343,7826.4007313676047,9418.0508328561518,11214.866062572657,13510.570322135805,16005.244971609329,18682.882065477454,21683.120624694133,25553.887682994144,30021.400527002712,34691.933152225487,39810.001669926976,46479.270021460557,46480.709512631845,53150.937534326746,53152.030218814303,60601.529255001624,60602.523582806447,60604.453834786298,68860.435895017174,68862.923284320481,78255.32565869161,100772.8007654063,114188.43630129262,128942.50642881476,145150.74363973041,163359.62242222254,183343.95169121044,205607.7189994432,230058.95076362259,257267.60254636157,286694.01763305336,319624.63051094627,347909.08068859368,384620.32707658433,384622.04384968348,436446.25742771581,436449.00695031707,484427.26731005538,484429.96311422792,484435.53374400456,533935.85579536448,533943.63071043859,593824.56844220124,725579.96798091091,803229.37819101871,883857.62612661161,974878.97297213005,1075993.3662824845,1182539.6769324916,1303785.4180448386,1432187.2704029623,1575383.5406819093,1731888.3719937706,1901464.1023405739,2086704.9313466614,2288906.36463976,2514005.3304903563,2759136.0262967981,3019832.5428859452,3309285.6601545904,3628227.2751098252,3973506.0369863966,4344387.0179678546,4759132.0393605921,5200696.3622906245,5689664.4841935365,6224228.8365655476,6804999.4212153126,7436818.1526337266,8119311.1561368573,8119328.9090500036,8894584.7288255412,8894583.2203295995,9718383.8448431455,9718375.4604232088,9718388.0463953577,10643040.938820541,10643067.249828868,11652604.77704424
2.674137385585091e-05,0.31786228839678105,13.983107641471133,36.018441764074808,74.033378574878469,74.113029496153899,133.00165259189137,132.93098570041354,132.94648016050212,217.91834885800145,217.94865520336538,218.1280046853164,334.58436192076584,334.97036207340227,488.21186287872138,958.7882661947184,1296.1822533411964,1703.4752102403597,1703.6782873638037,2193.2908839215238,2193.4984128197648,2787.8741124238213,2788.0534259923625,2788.4825910089235,3489.3391591288751,3489.9366472153515,4334.348115376948,6491.1939999193364,7826.3366680104873,9417.9530623685423,11214.725453035142,13510.308679062255,16004.856586269343,18682.388805546587,21682.517705788177,25552.907692138608,30019.8224156703,34689.90187698826,39807.476049502715,46475.20493965465,46476.644303827023,53145.908789589143,53147.001369443256,60595.345096468009,60596.339321300664,60598.269374192038,68852.891234081442,68855.378348145183,78246.03563395355,100758.06622883858,114169.78041744743,128919.69930268533,145123.0936247966,163325.8520425036,183303.13448001837,205558.83626269145,230000.64384315955,257197.94083044439,286613.0627976433,319530.41723863594,347824.27168471157,384526.97714107495,384528.69349268707,436306.84478530427,436309.59341872472,484264.94385245774,484267.63874239323,484273.20748027635,533757.87756222708,533765.64984836185,593611.78881747834,725310.62451784499,802911.06029190135,883512.41482495237,974488.05706396513,1075549.4051517874,1182048.2722532218,1303223.5596212682,1431563.0956424756,1574682.5165422924,1731089.6573359184,1900578.896031813,2085719.0359897953,2287812.7222031765,2512767.1037551635,2757757.463761922,3018309.6632053312,3307599.321892797,3626349.7970959982,3971409.3049293263,4342095.5368165448,4756578.0690372754,5197892.6432351889,5686584.9300925639,6220821.529627311,6801267.0807022154,7432702.1239934694,8114810.1670948984,8114827.9101008102,8889545.9951186609,8889544.4874970242,9712888.0302089676,9712879.6505764462,9712892.2293816879,10636963.640575651,10636989.936444402,11645880.996096727
2.7143816730179592e-05,0.31786228822755791,13.983107381585919,36.018440360120216,74.033373662584594,74.113024578276082,133.00163879544297,132.93097191105031,132.94646636936139,217.91831577161057,217.94862211110734,218.12797156446337,334.58429141601846,334.97029148411173,488.21173443142607,958.78753048248586,1296.1805946240306,1703.4722884542064,1703.6753652325692,2193.286187093252,2193.4937155553298,2787.8663973188523,2788.045710406589,2788.4748742451525,3489.3273797272404,3489.924865808624,4334.3292942079961,6491.1477638011893,7826.2706655730753,9417.8523336025428,11214.580590597663,13510.039132804228,16004.456478659515,18681.880661909338,21681.896595310311,25551.898185063612,30018.196886335489,34687.809609655968,39804.874635455199,46471.018355440829,46472.457588818572,53140.729850838819,53141.822322934546,60588.976377805782,60589.970496593145,60591.900344454611,68845.121590477895,68847.608421094672,78236.468843239054,100742.8945863046,114150.57238714455,128896.21819135176,145094.62784644245,163291.08728715015,183261.11776922242,205508.519362861,229940.62955523265,257126.24337388476,286529.74501677288,319433.4567316061,347736.96414098702,384430.87413723196,384432.59005492763,436163.37337967777,436166.12109803339,484097.90319353377,484100.59714266611,484106.16393367987,533574.72105959128,533582.49064030487,593392.8382436235,725033.46856223932,802583.54233740387,883157.20544709277,974085.82642592886,1075092.6014698297,1181542.6464630263,1302645.4663346068,1430920.8823416103,1573961.2384995399,1730267.909595429,1899668.1526050554,2084704.7023998052,2286687.5284076845,2511493.2054515453,2756339.1853908021,3016742.9060456455,3305864.3870744668,3624418.2254413501,3969252.1955175065,4339738.0041133203,4753950.515215857,5195008.1036856184,5683416.5456463099,6217315.9391492326,6797427.0071513113,7428467.2822214179,8110179.1873360351,8110196.9201486073,8884361.8357589412,8884360.3290368542,9707233.4363154732,9707225.0616086703,9707237.6330399327,10630710.710449824,10630736.990741514,11638962.877152475
2.7552316147001979e-05,0.31786228805320327,13.983107113819653,36.018438913590956,74.033368601327652,74.113019511265875,133.00162458062948,132.93095770353671,132.94645216001646,217.91828168192021,217.9485880153714,218.12793743926522,334.58421877334666,334.9702187543333,488.21160208925062,958.78677246517623,1296.1788856266269,1703.4692781107856,1703.6723545336056,2193.2813479220022,2193.4888759346968,2787.858448431567,2788.0377610239293,2788.4669236487962,3489.3152434327176,3489.9127274482526,4334.3099029052819,6491.1001278903668,7826.2026654774081,9417.7485572560618,11214.431346974086,13509.761445613691,16004.044296715099,18681.357187790461,21681.256747252344,25550.858279088407,30016.522527900437,34685.654537779898,39802.19517806737,46466.706692419953,46468.145791095361,53135.396303992558,53136.488665113007,60582.41768369577,60583.411693274684,60585.341329990413,68837.120373879385,68839.606912601099,78226.617195520666,100727.27317310293,114130.79629126634,128872.04372548705,145065.322942525,163255.299798458,183217.86749613954,205456.72771738801,229878.85978699196,257052.45306166878,286443.99816676381,319333.67227711249,347647.08672418946,384331.93928729685,384333.65475829074,436015.73026772786,436018.47704441223,483926.01458848768,483928.70756951359,483934.27235716023,533386.24238987896,533394.00918656273,593167.54644362733,724748.28447494679,802246.5723869924,882791.72293532267,973671.97020646324,1074622.6028698934,1181022.4089957587,1302050.6938376902,1430260.1366011528,1573219.1523381353,1729422.5011294219,1898731.1755866678,2083661.155201125,2285529.9226843407,2510182.6657171203,2754880.1112806331,3015131.0781056043,3304079.5334817348,3622431.089041397,3967033.0687885089,4337312.621763126,4751247.3768362738,5192040.5432740096,5680156.9088677801,6213709.3854584564,6793476.2587611824,7424110.3826523665,8105414.6629635328,8105432.3852888346,8879028.2806862295,8879026.7748895865,9701415.7187689822,9701407.3491299935,9701419.9129745848,10624277.339761447,10624303.604026614,11631845.097994782
