comparison_id,comparison_kind,left_dataset_id,right_dataset_id,left_basis_id,right_basis_id,expected_state_count,common_state_count,integrity_fail_count,outlier_count,low_comparison_count,moderate_comparison_count,high_comparison_count,left_state_count,right_state_count,missing_base_state_count,missing_diffuse_state_count,unexpected_common_state_count,missing_base_state_ids,missing_diffuse_state_ids,unexpected_common_state_ids,max_relative_l1_delta,max_abs_signed_delta_electrons_trapz,max_l1_delta_electrons_trapz,max_abs_cumulative_delta_electrons,max_mean_abs_radial_shift_angstrom,max_abs_delta_mean_r_angstrom,max_abs_delta_rms_r_angstrom,max_abs_quantile_radius_delta_angstrom,max_abs_cutoff_radius_delta_angstrom
x2c-QZVPall__dyall-v4z,primary_basis_family_comparison,pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2,pbe0_sfx2c_dyallv4z_h-lr_spherical_v2,x2c-QZVPall,dyall-v4z,430,430,0,1,418,11,1,430,501,0,0,0,,,,0.16307763125910318,2.5014279655868193e-11,1.6593378369677527,0.8106133555466002,0.15107807817258687,0.15090855240393417,0.3212570706188774,3.003297551547698,1.0401294278479176
