comparison_id,comparison_kind,left_dataset_id,right_dataset_id,left_basis_id,right_basis_id,state_id,symbol,z,charge,electron_count,state_category,state_role,integrity_status,comparison_tier,comparison_flags,integrity_flags,multiplicity,left_state_record_sha256,right_state_record_sha256,state_record_sha256_match,left_electron_count_trapz,right_electron_count_trapz,left_electron_count_error,right_electron_count_error,max_abs_electron_count_error,signed_delta_electrons_trapz,abs_signed_delta_electrons_trapz,l1_delta_electrons_trapz,radial_distribution_l1_delta_electrons,relative_l1_delta,relative_radial_distribution_l1_delta,max_abs_radial_distribution_delta_e_per_bohr,r_at_max_abs_radial_distribution_delta_bohr,max_abs_density_delta_e_bohr3,r_at_max_abs_density_delta_bohr,max_abs_cumulative_delta_electrons,r_at_max_abs_cumulative_delta_bohr,integrated_abs_cumulative_delta_electron_bohr,integrated_abs_cumulative_delta_electron_angstrom,mean_abs_radial_shift_bohr,mean_abs_radial_shift_angstrom,left_mean_r_bohr,right_mean_r_bohr,delta_mean_r_bohr,delta_mean_r_angstrom,left_mean_r2_bohr2,right_mean_r2_bohr2,delta_mean_r2_bohr2,left_rms_r_bohr,right_rms_r_bohr,delta_rms_r_bohr,delta_rms_r_angstrom,left_r50_bohr,right_r50_bohr,delta_r50_bohr,delta_r50_angstrom,left_r90_bohr,right_r90_bohr,delta_r90_bohr,delta_r90_angstrom,left_r95_bohr,right_r95_bohr,delta_r95_bohr,delta_r95_angstrom,left_r99_bohr,right_r99_bohr,delta_r99_bohr,delta_r99_angstrom,left_r99p5_bohr,right_r99p5_bohr,delta_r99p5_bohr,delta_r99p5_angstrom,left_r99p9_bohr,right_r99p9_bohr,delta_r99p9_bohr,delta_r99p9_angstrom,left_r99p99_bohr,right_r99p99_bohr,delta_r99p99_bohr,delta_r99p99_angstrom,left_r_iso_0p003_e_bohr3_bohr,right_r_iso_0p003_e_bohr3_bohr,delta_r_iso_0p003_e_bohr3_bohr,delta_r_iso_0p003_e_bohr3_angstrom,left_r_iso_0p001_e_bohr3_bohr,right_r_iso_0p001_e_bohr3_bohr,delta_r_iso_0p001_e_bohr3_bohr,delta_r_iso_0p001_e_bohr3_angstrom,left_r_iso_0p0001_e_bohr3_bohr,right_r_iso_0p0001_e_bohr3_bohr,delta_r_iso_0p0001_e_bohr3_bohr,delta_r_iso_0p0001_e_bohr3_angstrom,left_tail_electrons_gt_5_bohr,right_tail_electrons_gt_5_bohr,delta_tail_electrons_gt_5_bohr,abs_delta_tail_electrons_gt_5_bohr,left_tail_electrons_gt_10_bohr,right_tail_electrons_gt_10_bohr,delta_tail_electrons_gt_10_bohr,abs_delta_tail_electrons_gt_10_bohr,left_tail_electrons_gt_15_bohr,right_tail_electrons_gt_15_bohr,delta_tail_electrons_gt_15_bohr,abs_delta_tail_electrons_gt_15_bohr,left_tail_electrons_gt_20_bohr,right_tail_electrons_gt_20_bohr,delta_tail_electrons_gt_20_bohr,abs_delta_tail_electrons_gt_20_bohr,max_abs_quantile_radius_delta_angstrom,max_abs_cutoff_radius_delta_angstrom
x2c-QZVPall__dyall-v4z,primary_basis_family_comparison,pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2,pbe0_sfx2c_dyallv4z_h-lr_spherical_v2,x2c-QZVPall,dyall-v4z,C_qm3_mult2_formal,C,6,-3,9,formal_anion_reference,formal_multianion,PASS,high,relative_l1_outlier;cumulative_delta_watch;mean_radial_shift_watch,,2,094f2898f9e9dd6d8a6ae68255d84f744f2e89006d258567ee8571fd60702659,094f2898f9e9dd6d8a6ae68255d84f744f2e89006d258567ee8571fd60702659,True,9.000334689342452,9.000334689342457,0.00033468934245206583,0.0003346893424573949,0.0003346893424573949,6.724802885417356e-16,6.724802885417356e-16,1.467753261677104,1.467753261677104,0.16307763125910318,0.16307763125910318,0.4339665776130194,3.565091614254066,6.388518036966815,1.0000000000000004e-06,0.718926988245256,4.806341984331351,2.155221313001831,1.1404940032930104,0.23946012980538248,0.12671684361288263,2.1658010409348587,2.4029012670894563,0.23710022615459758,0.12546803638096046,7.656336921129949,10.062855853389262,2.4065189322593135,2.76700865938832,3.1722004749683244,0.4051918155800043,0.2144182748493494,1.7379677675284744,1.7423495964961415,0.004381828967667145,0.0023187640317640715,4.733046524025271,5.647484677336407,0.9144381533111359,0.4838998315124768,5.395221549959543,6.400541731670877,1.0053201817113342,0.5319925298225009,6.558697343888147,7.6930809199493,1.1343835760611531,0.6002899368742122,6.974389965396357,8.153845217434718,1.1794552520383608,0.6241408406585546,7.830322399000353,9.10126010090196,1.270937701901607,0.6725512683237608,8.871608940321245,10.265336069641508,1.393727129320263,0.7375286350535416,4.715924227826013,4.546218019832254,-0.16970620799375968,-0.08980465781906215,5.6791902105015195,6.312328776882353,0.6331385663808335,0.3350425006725334,7.1060991880401945,8.047201757488805,0.9411025694486108,0.4980100328744627,0.6940232111880306,1.4024057634321567,0.7083825522441262,0.7083825522441262,4.963515055867047e-05,0.0015571063243197273,0.0015074711737610568,0.0015074711737610568,9.597971875793314e-13,2.2285535744343545e-09,2.2275937772467753e-09,2.2275937772467753e-09,7.721558700409136e-24,7.203785585240313e-18,7.203777863681612e-18,7.203777863681612e-18,0.7375286350535416,0.4980100328744627
