comparison_id,comparison_kind,base_dataset_id,diffuse_dataset_id,base_basis_id,diffuse_basis_id,expected_state_count,common_state_count,release_gate_fail_count,outlier_count,low_sensitivity_count,moderate_sensitivity_count,high_sensitivity_count,base_state_count,diffuse_state_count,missing_base_state_count,missing_diffuse_state_count,unexpected_common_state_count,missing_base_state_ids,missing_diffuse_state_ids,unexpected_common_state_ids,max_relative_l1_delta,max_abs_signed_delta_electrons_trapz,max_l1_delta_electrons_trapz,max_abs_cumulative_delta_electrons,max_mean_abs_radial_shift_angstrom,max_abs_delta_mean_r_angstrom,max_abs_delta_rms_r_angstrom,max_abs_quantile_radius_delta_angstrom,max_abs_cutoff_radius_delta_angstrom
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2,pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,x2c-QZVPall,x2c-QZVPall-s,106,106,0,0,106,0,0,430,106,0,0,0,,,,0.013830680576538476,4.576832585612058e-14,0.12448075417023415,0.03257785643728983,0.005213362900850002,0.004048622842264084,0.006953003354636977,0.021350260866700433,0.019732304526634988
