comparison_id,comparison_kind,group_kind,group_value,metric,n,min,p50,p90,p95,p99,max
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,bound_provisional,delta_mean_r_angstrom,3,1.0607688820091597e-06,1.400760778082161e-06,1.7666979281105146e-06,1.8124400718640587e-06,1.849033786866894e-06,1.8581822156176029e-06
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,bound_provisional,delta_rms_r_angstrom,3,2.6313644612809194e-06,5.127048095596789e-06,7.635761282937279e-06,7.94935043135484e-06,8.200221750088889e-06,8.262939579772402e-06
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,bound_provisional,max_abs_quantile_radius_delta_angstrom,3,8.409503197432693e-05,0.00012007815868484449,0.00013430242752540886,0.00013608046113047938,0.00013750288801453583,0.00013785849473554995
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,bound_provisional,max_abs_cutoff_radius_delta_angstrom,3,5.579934186488417e-05,5.8640999889603455e-05,9.668562554124462e-05,0.00010144120374769974,0.00010524566631286387,0.0001061967819541549
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,bound_provisional,delta_tail_electrons_gt_10_bohr,3,6.38641243665139e-06,1.6049571753024017e-05,1.6414574240691814e-05,1.646019955165029e-05,1.649669980041707e-05,1.6505824862608764e-05
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,bound_provisional,delta_tail_electrons_gt_15_bohr,3,3.325561704660418e-08,1.6798508603740013e-07,2.781584512795681e-07,2.919301219348391e-07,3.029474584590559e-07,3.057017925901101e-07
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,bound_provisional,delta_tail_electrons_gt_20_bohr,3,1.2957594883326654e-11,1.6207246469611345e-10,4.4973564906585103e-10,4.856935471120683e-10,5.14459865549042e-10,5.216514451582854e-10
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,formal_monoanion,relative_l1_delta,14,0.00028678752090730166,0.0006923808299482857,0.0016718704435445635,0.0025643252406888956,0.00363495559651684,0.003902613185473828
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,formal_monoanion,l1_delta_electrons_trapz,14,0.009218886091642602,0.029009563184223267,0.040109899681592974,0.04331855625372742,0.046032802105113624,0.04671136356796018
pbe0_sfx2c_x2cqzvpall_h-rn_spherical_v2__vs__pbe0_sfx2c_x2cqzvpalls_h-rn_anions_spherical_v2,optional_x2c_qzvpall_s_diagnostic,state_role,formal_monoanion,max_abs_cumulative_delta_electrons,14,0.0024457319850181847,0.005698440074421107,0.008322315533271762,0.008354463567090065,0.00839890841886067,0.008410019631803323
