r_bohr,rho_e_bohr3__H_qm1_mult1_ning2022,rho_e_bohr3__Li_qm1_mult1_ning2022,rho_e_bohr3__Be_qm1_mult2_formal,rho_e_bohr3__B_qm2_mult4_formal,rho_e_bohr3__B_qm1_mult3_ning2022,rho_e_bohr3__C_qm3_mult2_formal,rho_e_bohr3__C_qm2_mult3_formal,rho_e_bohr3__C_qm1_mult4_ning2022,rho_e_bohr3__N_qm3_mult1_formal,rho_e_bohr3__N_qm2_mult2_formal,rho_e_bohr3__N_qm1_mult3_formal,rho_e_bohr3__O_qm2_mult1_formal,rho_e_bohr3__O_qm1_mult2_ning2022,rho_e_bohr3__F_qm1_mult1_ning2022,rho_e_bohr3__Na_qm1_mult1_ning2022,rho_e_bohr3__Mg_qm1_mult2_formal,rho_e_bohr3__Al_qm2_mult4_formal,rho_e_bohr3__Al_qm1_mult3_ning2022,rho_e_bohr3__Si_qm2_mult3_formal,rho_e_bohr3__Si_qm1_mult4_ning2022,rho_e_bohr3__P_qm3_mult1_formal,rho_e_bohr3__P_qm2_mult2_formal,rho_e_bohr3__P_qm1_mult3_ning2022,rho_e_bohr3__S_qm2_mult1_formal,rho_e_bohr3__S_qm1_mult2_ning2022,rho_e_bohr3__Cl_qm1_mult1_ning2022,rho_e_bohr3__K_qm1_mult1_ning2022,rho_e_bohr3__Ca_qm1_mult2_ning2022,rho_e_bohr3__Sc_qm1_mult1_ning2022,rho_e_bohr3__Ti_qm1_mult4_ning2022,rho_e_bohr3__V_qm1_mult5_ning2022,rho_e_bohr3__Cr_qm1_mult6_ning2022,rho_e_bohr3__Mn_qm1_mult5_formal,rho_e_bohr3__Fe_qm1_mult4_ning2022,rho_e_bohr3__Co_qm1_mult3_ning2022,rho_e_bohr3__Ni_qm1_mult2_ning2022,rho_e_bohr3__Cu_qm1_mult1_ning2022,rho_e_bohr3__Zn_qm1_mult2_formal,rho_e_bohr3__Ga_qm2_mult4_formal,rho_e_bohr3__Ga_qm1_mult3_ning2022,rho_e_bohr3__Ge_qm2_mult3_formal,rho_e_bohr3__Ge_qm1_mult4_ning2022,rho_e_bohr3__As_qm3_mult1_formal,rho_e_bohr3__As_qm2_mult2_formal,rho_e_bohr3__As_qm1_mult3_ning2022,rho_e_bohr3__Se_qm2_mult1_formal,rho_e_bohr3__Se_qm1_mult2_ning2022,rho_e_bohr3__Br_qm1_mult1_ning2022,rho_e_bohr3__Rb_qm1_mult1_ning2022,rho_e_bohr3__Sr_qm1_mult2_ning2022,rho_e_bohr3__Y_qm1_mult1_ning2022,rho_e_bohr3__Zr_qm1_mult4_ning2022,rho_e_bohr3__Nb_qm1_mult5_ning2022,rho_e_bohr3__Mo_qm1_mult6_ning2022,rho_e_bohr3__Tc_qm1_mult5_formal,rho_e_bohr3__Ru_qm1_mult4_ning2022,rho_e_bohr3__Rh_qm1_mult3_ning2022,rho_e_bohr3__Pd_qm1_mult2_ning2022,rho_e_bohr3__Ag_qm1_mult1_ning2022,rho_e_bohr3__Cd_qm1_mult2_formal,rho_e_bohr3__In_qm2_mult4_formal,rho_e_bohr3__In_qm1_mult3_ning2022,rho_e_bohr3__Sn_qm2_mult3_formal,rho_e_bohr3__Sn_qm1_mult4_ning2022,rho_e_bohr3__Sb_qm3_mult1_formal,rho_e_bohr3__Sb_qm2_mult2_formal,rho_e_bohr3__Sb_qm1_mult3_ning2022,rho_e_bohr3__Te_qm2_mult1_formal,rho_e_bohr3__Te_qm1_mult2_ning2022,rho_e_bohr3__I_qm1_mult1_ning2022,rho_e_bohr3__Cs_qm1_mult1_ning2022,rho_e_bohr3__Ba_qm1_mult2_ning2022,rho_e_bohr3__Hf_qm1_mult4_ning2022,rho_e_bohr3__Ta_qm1_mult5_ning2022,rho_e_bohr3__W_qm1_mult6_ning2022,rho_e_bohr3__Re_qm1_mult5_ning2022,rho_e_bohr3__Os_qm1_mult4_ning2022,rho_e_bohr3__Ir_qm1_mult3_ning2022,rho_e_bohr3__Pt_qm1_mult2_ning2022,rho_e_bohr3__Au_qm1_mult1_ning2022,rho_e_bohr3__Hg_qm1_mult2_formal,rho_e_bohr3__Tl_qm2_mult4_formal,rho_e_bohr3__Tl_qm1_mult3_ning2022,rho_e_bohr3__Pb_qm2_mult3_formal,rho_e_bohr3__Pb_qm1_mult4_ning2022,rho_e_bohr3__Bi_qm3_mult1_formal,rho_e_bohr3__Bi_qm2_mult2_formal,rho_e_bohr3__Bi_qm1_mult3_ning2022,rho_e_bohr3__Po_qm2_mult1_formal,rho_e_bohr3__Po_qm1_mult2_formal,rho_e_bohr3__At_qm1_mult1_ning2022
0.002397897012707045,0.32700576194984687,14.054437574514976,35.906601630755247,73.097707853180538,73.032966282101555,129.8160501640582,129.76529713502228,129.70350610226211,210.88574318565912,210.77104054707064,210.69990633608663,319.66839366003148,319.68643317879315,461.43800521450385,867.54219054897089,1143.3224645943778,1473.4164382342115,1473.2984688449774,1863.4980111218583,1863.4104903868754,2319.8603817387957,2319.7855945686315,2319.6623372922395,2847.3902351668612,2847.5140781354257,3453.1202296966694,4927.8113909545646,5810.8011259002551,6796.2857955362178,7889.6512959786505,9103.0412647425583,10442.299104797938,11918.892335698281,13533.519323017299,15297.895929117149,17221.022006451127,19311.357507501321,21586.259837898993,24046.4942988248,24046.142493492698,26704.039679966234,26703.827485172453,29570.202530288909,29570.085821029832,29569.788309873555,32652.99112215919,32653.264299571892,35965.382501484346,43330.2815952862,47407.537977195403,51758.313345625254,56391.68855592086,61329.349220412791,66581.853973747435,72165.839972189977,78090.040683235406,84373.074209701517,91018.222849198704,98074.205587808392,105538.42689396399,113422.00630242762,113421.37762716872,121746.03882179435,121745.69596226333,130532.99646922987,130532.81164629053,130532.39925657598,139793.22356411381,139793.80710876035,149552.02352996496,170650.16322727958,182023.27421031846,458637.81955249025,483232.45640054252,508878.4008941715,535612.25461764098,563447.95188115281,592435.79985575494,622610.21144178254,654000.84759077732,686671.68720648007,720640.26839376718,720638.96656081686,755941.02732137148,755940.33748226776,792638.35136298218,792637.97984318354,792636.89668300445,830766.05892513646,830766.79245343059,870343.97305033181
0.0024339840354359386,0.32699805586997477,14.04855173193415,35.889387338960461,73.054407311025244,72.989704335607257,129.71876957070805,129.66805464977853,129.6063102130841,210.6935124319107,210.57891489230286,210.50784550486867,319.33710092584238,319.3551215690004,460.91120072220372,866.32050554494128,1141.5520979366233,1470.916605660645,1470.7988373518101,1860.0707511633202,1859.9833924024481,2315.276198501273,2315.2015605201382,2315.0785486241225,2841.3753746300213,2841.4989549185257,3445.3429974799774,4915.2641938220349,5795.1403604207426,6776.9637597130913,7866.0378334996685,9074.4110585750313,10407.861411573736,11877.733319267321,13484.664984957275,15240.252773970671,17153.385453163988,19232.429069610858,21494.526314582687,23940.412287974825,23940.062066273444,26581.791899489748,26581.580697222824,29429.897974663407,29429.781847808787,29429.485780171974,32492.550193898227,32492.822010224583,35782.549662405407,43095.116326372947,47142.016260057382,51459.356930126422,56056.020441824869,60953.312740520902,66161.665794966728,71697.323984071583,77568.94353161045,83794.449693952454,90377.08801493363,97364.901126153185,104755.19930486692,112558.60507685409,112557.98138779191,120795.84038565712,120795.50032118079,129488.60973746273,129488.42653749423,129488.01760278762,138647.4038396129,138647.98244936945,148296.54714384669,169149.07301513251,180385.70107467333,452896.89994711528,477068.47618940775,502264.81033583358,528521.04119348223,555849.98002743092,584299.84743915731,613903.68883993162,644689.67006024963,676719.75777838228,710009.58187596186,710008.30119985598,744591.79368659295,744591.11531882267,780528.35297782533,780527.98852549749,780526.92368386057,817851.1311213756,817851.85258867638,856578.18083963101
0.0024706141478815879,0.32699012054093424,14.042621385522581,35.872114658905488,73.010770306345933,72.946106226298923,129.62042600606566,129.56974960539708,129.50805225779402,210.49994059267405,210.38544864248047,210.31444454482127,319.00443308449906,319.02243475325633,460.38221230846381,865.09206873563585,1139.7699447029747,1468.4014185698206,1468.2838526099258,1856.6252961003063,1856.5381002089835,2310.670106855574,2310.5956188053706,2310.4728535083182,2835.3325044872536,2835.4558208493154,3437.5292447338256,4902.6599474765844,5779.4128912961623,6757.5615148136567,7842.3289437624226,9045.6690013862499,10373.296624284969,11836.428894291865,13435.647292043053,15182.428456039943,17085.550318592916,19153.282349531179,21402.558664752323,23834.07848791494,23833.729854065663,26459.279821293989,26459.069614011732,29289.319305406934,29289.203762594931,29288.909141782438,32331.830266474863,32332.100719151858,35599.437772002217,42859.688811345433,46876.251617783302,51160.18356193915,55720.176060586193,60577.151459769724,65741.420972011503,71228.840524639105,77047.983089873596,83216.098709422455,89736.390015857934,96656.233228458848,103972.83835022729,111696.34343082152,111695.7247237144,119847.10010191676,119846.76282957083,128446.04880730243,128445.86722950761,128445.46174554338,137503.83379003368,137504.40747326391,147043.81709323815,167651.93671886774,178752.86982218077,447194.81958495674,470947.8186767078,495699.45260490134,521483.42960968893,548311.50239683862,576229.79799149267,605270.02987432771,635459.01701527159,666856.79573842976,699476.95735847449,699475.69765260885,733350.59689639718,733349.92989563488,768537.07739261049,768536.71994966269,768535.67325380142,805066.35636411747,805067.06589401036,842955.13322106353
0.0025077955232436088,0.3269819492804632,14.036648597400978,35.854773491445926,72.966770812532985,72.902145950028995,129.52102022236656,129.4703827536087,129.40873298683266,210.30506670454548,210.19068080710028,210.11974245270034,318.6703962151629,318.6883788114738,459.85091007885717,863.85661583443584,1137.9758212202919,1465.870884314714,1465.753521972639,1853.1616607833839,1853.0746286564708,2306.041852429335,2305.967515062337,2305.8449975959702,2829.2609605590624,2829.3840117182394,3429.6779482514057,4889.9975598274614,5763.6175204083611,6738.0775158882971,7818.5228541734905,9016.8132721566544,10338.602412933289,11794.976810927279,13386.463973461425,15124.420757749878,17017.514384147693,19073.914602830468,21310.354159812476,23727.489003118699,23727.141961413236,26336.50018276387,26336.290972961,29148.463010923842,29148.34805382754,29148.05488319743,32170.82764787586,32171.096734311941,35416.042882408219,42623.994746028446,46610.239413307572,50860.78880294766,55384.150791824461,60200.861348617873,65321.115595598836,70760.385679305939,76527.154118340331,82638.01609109118,89096.123265820206,95948.196428764641,103191.33708585797,110835.21368050546,110834.59995118994,118899.8083957593,118899.4739126692,127405.30651141795,127405.12655504899,127404.72451761503,136362.50355208342,136363.07231710604,145793.82311166698,166158.7399936968,177124.74682858246,441531.29152294016,464870.15399706294,489181.94966504519,514498.98458896345,540832.01688209968,568225.08053201484,596708.59056849929,626308.15343810827,657081.95112658036,689041.42859526444,689040.18967481342,722216.33544634108,722215.6797092905,756663.28702389915,756662.93653294619,756661.90781182284,792410.35911250813,792411.05682742596,829473.28606433002
0.0025455364577237549,0.32697353521993378,14.030635442018665,35.837353350904991,72.922383543711106,72.857798242712448,129.4205559560159,129.36995782914821,129.30835613223104,210.10892836237383,209.99464895526745,209.92377678533262,318.33498767731953,318.35295110349819,459.31715282820062,862.61387751802943,1136.1695691464556,1463.325022211412,1463.2078647553681,1849.6798339783459,1849.5929665112667,2301.391125119394,2301.3169392001382,2301.1946708122105,2823.1600261373987,2823.2828107848813,3421.7880605090213,4877.2759418229871,5747.7529999185872,6718.5102093101495,7794.6178356698047,8987.8421344173876,10303.776536294386,11753.374939495021,13337.112883505761,15066.227562861435,16949.27548743947,18994.323253667593,21217.910168129991,23620.640196938068,23620.294751735222,26213.44982909684,26213.241619304372,29007.325634918063,29007.21126524554,29006.919548208873,32009.538629856041,32009.806347430575,35232.361017085132,42388.029798667507,46343.974994157579,50561.168215799931,55047.940013869535,59824.438496915609,64900.745978086197,70291.955856345288,76006.45229102482,82060.197706670908,88456.283487165521,95240.786685887826,102410.69048019043,109975.21040027503,109974.60164465326,117953.95848938701,117953.62679272011,126366.37841956076,126366.20008391596,126365.80148884593,135223.40674143928,135223.97059654232,144546.55874399201,164669.47355953688,175501.3053323676,435906.0611573701,458835.18751351372,482711.9618722517,507567.31283499935,533411.06703432847,560285.17403322272,588218.78181734728,617236.4038181107,647394.43769701221,678702.09867689875,678700.88035867969,711187.98203625972,711187.33746058284,744905.82555303595,744905.4819573632,744904.47104154679,779881.85459134821,779882.54061265616,816131.19437542907
0.0025838453723770159,0.32696487129967289,14.024583995338556,35.81984343636087,72.877584131396247,72.813038756828121,129.31903970096749,129.2684813232232,129.2069281811888,209.91156128035686,209.79738877708112,209.72658322114842,317.99819589690912,318.01614005523231,458.78078907839352,861.36358201525854,1134.3510550758731,1460.7638589416929,1460.6469076385829,1846.179773806587,1846.0930718966724,2296.7175595780382,2296.6435258851793,2296.5215078423316,2817.0289389663376,2817.1514557589262,3413.8585210390384,4864.4940156395423,5731.818041787039,6698.8580453693585,7770.6122129254618,8958.7539382846444,10268.816852629065,11711.621267773018,13287.591989576824,15007.846833765581,16880.831492239286,18914.505863479477,21125.224116136553,23513.528667646744,23513.184823369433,26090.125670182231,26089.918462967398,28865.903741892966,28865.78996138756,28865.499701408287,31847.959468075744,31848.225814138372,35048.388163622316,42151.789607560189,46077.453687047455,50261.317340301583,54711.539067532241,59447.879056459977,64480.308559002995,69823.547669679538,75485.874001831238,81482.640239427783,87816.86746700549,94534.001111737773,101630.89512318283,109116.33010079045,109115.72631481959,117009.5460680893,117009.21715504858,125329.2624552999,125329.08573972146,125328.6905828875,134086.54005567942,134087.09900913539,143302.02089492971,163184.13267888801,173882.52520776901,430318.90618341602,452842.65989585925,476289.18815457268,500688.0634389912,526048.24275957374,552409.60828170064,579800.07028009766,608243.15335633804,637793.53481815848,668458.14232862229,668456.94443095662,700264.58650020324,700263.95298444224,733263.62111762166,733263.28436113929,733262.29108268325,767479.65189196728,767480.32634005963,802927.51567682019
0.0026227308149906047,0.32695595026419738,14.018496323363927,35.802232706539598,72.832349289543686,72.767844226322495,129.21648046344905,129.16596223833551,129.10445813101538,209.71299887091621,209.59893366279212,209.52819513947787,317.66000022390466,317.67792501620374,458.24165823578983,860.10545769991631,1132.5201696625109,1458.1874238525779,1458.0706799677282,1842.661403834572,1842.5748683826052,2292.0207367443145,2291.9468560724736,2291.8250896630311,2810.8668989601715,2810.9891465186151,3405.8882677870315,4851.6507221484399,5715.8113281221258,6679.1194902264415,7746.5043723393337,8929.5471193900412,10233.72132670501,11669.713894287492,13237.899356639497,14949.276586931572,16812.180259108925,18834.46009646813,21032.293449918085,23406.15121844715,23405.808979579899,25966.524639637806,25966.318437604074,28724.19388747507,28724.08069791552,28723.791898510644,31686.086369135446,31686.35134100512,34864.120272277018,41915.269784042197,45810.670800138629,49961.231681748977,54374.94323625019,59071.179198852959,64059.799828882446,69355.157841392138,74965.416176025465,80905.340977352811,87177.872815308627,93827.837703210884,100851.94892685118,108258.57089410521,108257.9720737887,116066.56892018419,116066.24278800254,124293.95850385282,124293.78340772496,124293.39168503162,132951.90284978336,132952.45690985888,142060.20934953188,161702.71658484035,172268.39259187374,424769.63589289121,446892.34647226654,469913.36539868411,493860.92741407844,518743.18006210384,544597.96369395137,571451.97813666228,599327.8479315975,628278.58802352822,658308.80673388729,658307.62907646014,689445.27714648959,689444.6545899905,721735.68777321512,721735.35780041828,721734.38199273136,755202.65518315521,755203.31817754125,789861.01133371319
0.0026622014619912,0.32694676465736305,14.012374470044403,35.784509957502806,72.786656965906815,72.722192617835304,129.11288950166713,129.06241182808992,129.00095722906627,209.5132718425977,209.39931430097579,209.32864321885799,317.32037086555789,317.33827619281357,457.6995918575883,858.83923564659744,1130.6768262787823,1455.595744247787,1455.479209045064,1839.1246098780093,1839.0382417899159,2287.3001863705576,2287.2264595320303,2287.1049460686677,2804.6730764907115,2804.7950533984063,3397.8762482137254,4838.7450274400126,5699.731522020129,6659.2930368537782,7722.2927675976935,8900.2201948274815,10198.488032994321,11627.651017962944,13188.033128818715,14890.514867507976,16743.319617833375,18754.183683290175,20939.115598805325,23298.504822883817,23298.164193970686,25842.643657602297,25842.438463389724,28582.192594517739,28582.079997718443,28581.792662458465,31523.915484413297,31524.179079377202,34679.553259418892,41678.465919500755,45543.621631594462,49660.906710228752,54038.147742022891,58694.335088493724,63639.216272773614,68886.78312620084,74445.076094381264,80328.297616865209,86539.297734393738,93122.295088212908,100073.85082976922,107401.93215970238,107401.33830108329,115125.0265662832,115124.70321221868,123260.46802636757,123260.29454911433,123259.90625649465,131819.49670158286,131820.04587655072,140821.12628517128,160225.22788304844,170658.89938662766,419258.08986192336,440984.05590628879,463584.26709664892,487085.63640809292,511495.55987992557,536849.87013307295,563174.08175798575,590489.99287485797,618849.00824405509,648253.41090887971,648252.25331260217,678729.26052038418,678728.64882321714,710321.12523805466,710320.80199397902,710319.84349169838,743049.86305625679,743050.51471565582,776930.545852012
0.0027022661203808915,0.32693730681743227,14.006220444607102,35.766663902253001,72.740486477836541,72.676063266380993,129.0082800539947,128.95784332548925,128.89643870117015,209.3124078183676,209.19855829708962,209.1279550557154,316.97926889909058,316.99715466102759,457.15441501454552,857.56465210817385,1128.8209592381504,1452.9888407649851,1452.8725155072671,1835.5692375705466,1835.4830377592009,2282.5553904757217,2282.4818183021071,2282.3605591243486,2798.4466210663754,2798.5683258684312,3389.8214299086903,4825.7759282179941,5683.5772785466324,6639.3772146340816,7697.9759226913229,8870.7717563365786,10163.115155042648,11585.430924608452,13137.991508908653,14831.559724085279,16674.247342687453,18673.674384389098,20845.687942364104,23190.586587238107,23190.247572881261,25718.479598667065,25718.275414952823,28439.896335625162,28439.784333436324,28439.498465945573,31361.442910281879,31361.705125594308,34494.683014849645,41441.373595002617,45276.301482828247,49360.337869414725,53701.147755799582,58317.342869792861,63218.554333792083,68418.420258955928,73924.851236519171,79751.50808821898,85901.140808475117,92417.372295265071,99296.60051712062,106546.41422469064,106545.82532384664,114184.91989301314,114184.59931434599,122228.79369482183,122228.62183590711,122228.23696931824,130689.32498394843,130689.86928209402,139584.77579381547,158751.6719511874,169054.0426605001,413784.13609949307,435117.62827297766,457301.70132997085,480361.96067141823,504305.10608743207,529165.00480447209,554966.00937588012,581729.15063737822,609504.26979585411,638291.34370108077,638290.2059879516,668115.81965394807,668115.2187168356,699019.11698996322,699018.80042014131,699017.85905901156,731020.36608894053,731021.00653136615,764135.08423886867
0.0027429337297022842,0.32692756887205821,14.000036208368726,35.748683251326213,72.693818630904062,72.629436993867088,128.90266705894052,128.85227166301308,128.79091747184509,209.11043097586744,208.99668981397411,208.92615480498858,316.63664636696041,316.65451246164815,456.60594773526344,856.28145087366079,1126.9525216183267,1450.3667229295088,1450.2506088795308,1831.9950907303742,1831.909060117498,2277.7857876406329,2277.7123709843077,2277.5913674607996,2792.1866702194734,2792.3081014221834,3381.722810493653,4812.7424559165502,5667.3472555133249,6619.3705973353963,7673.5524323541122,8841.2004610341683,10127.600981135412,11543.051970822109,13087.772736630366,14772.409184602837,16604.961131437114,18592.929954393221,20752.007782016197,23082.393711547396,23082.056316406233,25594.029266061836,25593.826095560951,28297.301522404421,28297.190116712136,28296.905720669332,31198.664693991337,31198.925526872554,34309.505411849903,41203.988392136664,45008.705674720288,49059.520593009307,53363.938420336388,57940.198667049306,62797.810396083434,67950.065925067058,73404.739148818815,79174.970408510155,85263.400820637151,91713.068554681144,98520.198166670511,105692.01807013928,105691.43412317935,113246.2508053926,113245.9329994221,121198.93905995425,121198.76881888072,121198.38737430194,129561.39245917727,129561.93188880528,138351.16343181007,157282.05635810614,167453.82397744752,408347.66874376684,429292.93262570776,451065.50818788895,473689.70637934713,497171.58276561159,521543.08933708619,546827.43786833901,573044.93747187266,600243.90723625093,628422.06052827369,628420.94252125407,657604.31091576046,657603.7206400024,687828.92683682987,687828.61688724975,687827.69250400062,719113.34276768356,719113.97211052745,751473.68757699872
0.0027842133640331493,0.32691754273318829,13.993823661094556,35.730556793402521,72.646635819010356,72.582296209116819,128.79606686993816,128.74571318752092,128.68440987934153,208.90736171139645,208.79372923607258,208.72326284445606,316.29244645708167,316.31029278054797,456.0540065153566,854.98938546628847,1125.0714827301476,1447.7293849702451,1447.6134833917674,1828.4019305417592,1828.3160700598457,2272.9907780454205,2272.9175177808356,2272.7967713113849,2785.8923584155527,2786.013514486237,3373.579426608535,4799.6436794354577,5651.0401237164424,6599.2718092409395,7649.0209599778627,8811.5050200846672,10091.943896509754,11500.512565977037,13037.375066502089,14713.061234317956,16535.45858880872,18511.948108932767,20658.072318305531,22973.923450891256,22973.587679681805,25469.289372900857,25469.087218367,28154.404501420009,28154.293694146276,28154.010773285016,31035.576844268253,31035.836291903292,34124.016318763352,40966.305903771041,44740.82956507316,48758.45032671513,53026.514883016833,57562.898594911952,62376.980785676642,67481.716752658001,72884.737340964391,78598.682566684234,84626.076603064124,91009.383137543991,97744.644229397672,104838.74507381313,104838.16607687564,112309.02191053491,112308.70687457823,120170.90826241458,120170.73963872375,120170.361612154,128435.70490913998,128436.23947857875,137120.29581215794,155816.39032269933,165858.24868250449,402948.60540503124,423509.86415898713,444875.55673222698,467068.71242620464,490094.79086100549,513983.88617977221,538758.08880127151,564437.01927421335,591067.51123438089,618645.07901199057,618643.98053487786,647194.1596155666,647193.57990297093,676749.89412805147,676749.59074511286,676748.68317735207,707328.05395754171,707328.67231765599,738945.50701656938
0.0028261142340110998,0.32690722009188772,13.987584626979757,35.712273474942677,72.598922104960081,72.534624988372968,128.68849696770448,128.63818537272391,128.57693338825396,208.70321632963243,208.58969285936928,208.51929546477942,315.94660376947991,315.96443021533639,455.49840587307608,853.68822114338741,1123.1778252845311,1445.0768019763141,1444.9611141356056,1824.7894755520488,1824.7037861463168,2268.1697291366136,2268.0966261614226,2267.9761381787066,2779.5628257991184,2779.6837051663701,3365.3903617930205,4786.478706435696,5634.6545763272061,6579.0795292778803,7624.3802331429524,8781.684185765218,10056.14237247502,11457.811153007904,12986.796746183529,14653.513796656911,16465.737214967387,18430.726495107207,20563.878634574205,22865.17307852114,22864.838936016404,25344.256530961124,25344.055395187541,28011.201556508029,28011.091349610771,28010.809907719799,30872.175345504482,30872.433405042102,33938.211610961182,40728.321743609158,44472.668565673921,48457.122553498055,52688.872335767002,57185.438776978612,61956.061786932842,67013.369324271654,72364.84321371562,78022.642443309698,83989.166924606325,90306.315236736729,96969.939251574775,103986.59679746756,103986.02274671939,111373.2362433456,111372.92397473655,119144.70579474579,119144.53878801764,119144.16417547518,127312.26881230297,127312.79852990736,135892.18025147921,154354.68422953688,164267.32517374901,397586.88426149945,417768.34108142357,438731.74163130648,460498.84682099364,483074.56436973263,506487.19445970881,530757.72388606856,555905.10675450985,581974.72362908442,608959.97368957975,608958.89456690126,636884.8545537889,636884.28530661063,665781.42781225732,665781.13094274059,665780.2400288448,695663.83614734979,695664.44364111125,726549.77643149381
0.0028686456888887524,0.32689659241308588,13.981320840339571,35.693822477856237,72.55066328080207,72.486409135586285,128.57997567259542,128.52970653165497,128.4685063021337,208.49800676131298,208.38459260927266,208.31426458747774,315.59904466982215,315.61685112891035,454.93895993145611,852.37773666243584,1121.2715423159054,1442.4089264648837,1442.2934536324833,1821.1574024689266,1821.0718850992125,2263.3219818008929,2263.2490370368578,2263.1288090078647,2773.1972265941849,2773.3178276484705,3357.1547531000188,4773.2466831849579,5618.189337157135,6558.7924930586778,7599.6290369831631,8751.7367374297864,10020.194952903948,11414.946188747794,12936.035996119272,14593.764717638194,16395.794399334536,18349.262666670133,20469.423687534822,22756.139852282198,22755.807343312619,25218.927247119216,25218.727132939566,27867.688916819403,27867.57931229227,27867.299353215658,30708.456174305717,30708.712842857411,33752.08718213276,40490.031553675872,44204.218157529191,48155.532819913591,52351.006058994608,56807.815369883087,61535.049671689361,66545.020205128429,71845.054018970754,77446.84776618272,83352.670417891903,89603.863892193418,96196.083742906776,103135.57482447386,103135.00571611052,110438.89704247631,110438.58753856434,118120.33631901711,118120.170928871,118119.7997263922,126191.09107593809,126191.61595009168,134666.82448063145,152896.94921471633,162681.0641895986,392262.46101713448,412068.30131695257,432633.97959037416,453980.00282115454,476110.76619201945,499052.84546035202,522826.14002385561,547448.95012028271,572965.23186562781,599366.37001105631,599365.31006796425,626675.94173210394,626675.38285298762,654922.9995752892,654922.70916631666,654921.83474534121,684120.09372788214,684120.69047126174,714285.80401893565
0.0029118172186198021,0.32688565093024746,13.975033931104479,35.675193294219838,72.501846907579633,72.437636222132198,128.47052185907512,128.42029553125045,128.35914747821005,208.29174031130046,208.17843578886391,208.1081775132605,315.24968772914048,315.26747408920215,454.37548400585484,851.05772578111976,1119.3526339253028,1439.7256854206191,1439.610428873327,1817.505347727501,1817.4200033701181,2258.4468569139972,2258.3740713076668,2258.2541047347722,2766.7947369855046,2766.915058080117,3348.8717963051367,4759.9467929902039,5601.6431675627846,6538.4094928205595,7574.7662056740573,8721.6614669066657,9984.1002386401124,11371.916124565756,12885.090991240482,14533.811754404622,16325.627419854254,18267.554064792075,20374.704304932962,22646.820985590897,22646.490115045424,25093.297927231433,25093.09883752068,27723.86276971834,27723.753769590272,27723.475297227582,30544.415317137638,30544.670591776776,33565.638954015507,40251.43100916683,43935.473903126964,47853.676761411036,52012.91146645596,56430.024590185829,61113.940737776808,66076.665984320949,71325.3668516701,76871.296101143991,82716.585546303933,88902.027960425854,95423.078093035205,102285.68065099798,102285.1164812448,109506.00758212869,109505.70084027991,117097.8045420516,117097.64076814642,117097.27297178537,125072.1788287838,125072.69886789951,133444.23642450912,151443.1968313923,161099.47813841165,386975.30582892656,406409.69915142783,426582.20570549951,447512.09494207299,469203.28380558663,491680.69788046961,514963.16411149327,539068.33346052689,564038.76301317231,589863.93783987267,589862.89690205734,616567.01745804725,616566.46884997352,644174.13631078624,644173.85230979172,644172.99422138697,672696.29057877068,672696.8766873877,702152.96314085042
0.0029556384559764849,0.32687438663996748,13.968725410227025,35.656375797098335,72.452462334472798,72.388295605937429,128.36015467409842,128.30997151084446,128.24887604602432,208.08441943960693,207.97122486008175,207.90103670328403,314.89844424783661,314.91621039320955,453.80779617488349,849.7279984636159,1117.4211039094948,1437.0269778565644,1436.9119388796405,1813.8329097827632,1813.7477394322311,2253.5436621273593,2253.4710366505456,2253.351333072259,2760.3545623173209,2760.4746017696389,3340.5407496069074,4746.5782533004713,5585.014871802854,6517.9293753199618,7549.790612393761,8691.4571638749367,9947.856870430347,11328.719388030928,12833.959845389176,14473.652568227717,16255.233447597691,18185.598005028594,20279.717190199117,22537.213623999745,22536.884396827132,24967.364886921201,24967.166824596097,27579.719277473218,27579.610883808178,27579.333902114129,30380.048787847885,30380.302665609066,33378.862883892725,40012.515820415989,43666.431454921694,47551.550124792964,51674.584148098911,56052.062741514528,60692.731353372918,65608.303324939028,70805.77867163888,76295.984875896567,82080.910609302839,88200.806126353506,94650.92253640003,101436.91563135407,101436.35639646681,108574.57106248313,108574.26708008,116077.11514737536,116076.95298940939,116076.58859523811,123955.53927629726,123956.05448881755,132224.42405301266,149993.43880021299,159522.58049433789,381725.40030502505,400792.50193589146,420576.36986227898,441095.05497536436,462352.02490305755,484370.63303309307,507168.64778139628,530763.06901777606,555195.07756691833,580452.38468053984,580451.36257415544,606557.72108352522,606557.18264977331,633534.41218350222,633534.13453820162,633533.29262254538,661391.94124672166,661392.51683589129,690150.68271394004
