r_bohr,rho_e_bohr3__H_qm1_mult1_ning2022,rho_e_bohr3__Li_qm1_mult1_ning2022,rho_e_bohr3__Be_qm1_mult2_formal,rho_e_bohr3__B_qm2_mult4_formal,rho_e_bohr3__B_qm1_mult3_ning2022,rho_e_bohr3__C_qm3_mult2_formal,rho_e_bohr3__C_qm2_mult3_formal,rho_e_bohr3__C_qm1_mult4_ning2022,rho_e_bohr3__N_qm3_mult1_formal,rho_e_bohr3__N_qm2_mult2_formal,rho_e_bohr3__N_qm1_mult3_formal,rho_e_bohr3__O_qm2_mult1_formal,rho_e_bohr3__O_qm1_mult2_ning2022,rho_e_bohr3__F_qm1_mult1_ning2022,rho_e_bohr3__Na_qm1_mult1_ning2022,rho_e_bohr3__Mg_qm1_mult2_formal,rho_e_bohr3__Al_qm2_mult4_formal,rho_e_bohr3__Al_qm1_mult3_ning2022,rho_e_bohr3__Si_qm2_mult3_formal,rho_e_bohr3__Si_qm1_mult4_ning2022,rho_e_bohr3__P_qm3_mult1_formal,rho_e_bohr3__P_qm2_mult2_formal,rho_e_bohr3__P_qm1_mult3_ning2022,rho_e_bohr3__S_qm2_mult1_formal,rho_e_bohr3__S_qm1_mult2_ning2022,rho_e_bohr3__Cl_qm1_mult1_ning2022,rho_e_bohr3__K_qm1_mult1_ning2022,rho_e_bohr3__Ca_qm1_mult2_ning2022,rho_e_bohr3__Sc_qm1_mult1_ning2022,rho_e_bohr3__Ti_qm1_mult4_ning2022,rho_e_bohr3__V_qm1_mult5_ning2022,rho_e_bohr3__Cr_qm1_mult6_ning2022,rho_e_bohr3__Mn_qm1_mult5_formal,rho_e_bohr3__Fe_qm1_mult4_ning2022,rho_e_bohr3__Co_qm1_mult3_ning2022,rho_e_bohr3__Ni_qm1_mult2_ning2022,rho_e_bohr3__Cu_qm1_mult1_ning2022,rho_e_bohr3__Zn_qm1_mult2_formal,rho_e_bohr3__Ga_qm2_mult4_formal,rho_e_bohr3__Ga_qm1_mult3_ning2022,rho_e_bohr3__Ge_qm2_mult3_formal,rho_e_bohr3__Ge_qm1_mult4_ning2022,rho_e_bohr3__As_qm3_mult1_formal,rho_e_bohr3__As_qm2_mult2_formal,rho_e_bohr3__As_qm1_mult3_ning2022,rho_e_bohr3__Se_qm2_mult1_formal,rho_e_bohr3__Se_qm1_mult2_ning2022,rho_e_bohr3__Br_qm1_mult1_ning2022,rho_e_bohr3__Rb_qm1_mult1_ning2022,rho_e_bohr3__Sr_qm1_mult2_ning2022,rho_e_bohr3__Y_qm1_mult1_ning2022,rho_e_bohr3__Zr_qm1_mult4_ning2022,rho_e_bohr3__Nb_qm1_mult5_ning2022,rho_e_bohr3__Mo_qm1_mult6_ning2022,rho_e_bohr3__Tc_qm1_mult5_formal,rho_e_bohr3__Ru_qm1_mult4_ning2022,rho_e_bohr3__Rh_qm1_mult3_ning2022,rho_e_bohr3__Pd_qm1_mult2_ning2022,rho_e_bohr3__Ag_qm1_mult1_ning2022,rho_e_bohr3__Cd_qm1_mult2_formal,rho_e_bohr3__In_qm2_mult4_formal,rho_e_bohr3__In_qm1_mult3_ning2022,rho_e_bohr3__Sn_qm2_mult3_formal,rho_e_bohr3__Sn_qm1_mult4_ning2022,rho_e_bohr3__Sb_qm3_mult1_formal,rho_e_bohr3__Sb_qm2_mult2_formal,rho_e_bohr3__Sb_qm1_mult3_ning2022,rho_e_bohr3__Te_qm2_mult1_formal,rho_e_bohr3__Te_qm1_mult2_ning2022,rho_e_bohr3__I_qm1_mult1_ning2022,rho_e_bohr3__Cs_qm1_mult1_ning2022,rho_e_bohr3__Ba_qm1_mult2_ning2022,rho_e_bohr3__Hf_qm1_mult4_ning2022,rho_e_bohr3__Ta_qm1_mult5_ning2022,rho_e_bohr3__W_qm1_mult6_ning2022,rho_e_bohr3__Re_qm1_mult5_ning2022,rho_e_bohr3__Os_qm1_mult4_ning2022,rho_e_bohr3__Ir_qm1_mult3_ning2022,rho_e_bohr3__Pt_qm1_mult2_ning2022,rho_e_bohr3__Au_qm1_mult1_ning2022,rho_e_bohr3__Hg_qm1_mult2_formal,rho_e_bohr3__Tl_qm2_mult4_formal,rho_e_bohr3__Tl_qm1_mult3_ning2022,rho_e_bohr3__Pb_qm2_mult3_formal,rho_e_bohr3__Pb_qm1_mult4_ning2022,rho_e_bohr3__Bi_qm3_mult1_formal,rho_e_bohr3__Bi_qm2_mult2_formal,rho_e_bohr3__Bi_qm1_mult3_ning2022,rho_e_bohr3__Po_qm2_mult1_formal,rho_e_bohr3__Po_qm1_mult2_formal,rho_e_bohr3__At_qm1_mult1_ning2022
0.00011387856615342041,0.32726169039246122,14.358554351784042,37.3807933139895,77.092405268947843,77.024128517051906,139.33267446801324,139.27819355001208,139.21186293047387,230.74861228724382,230.62302610114665,230.54517651534741,356.89527157074741,356.91541004253997,526.08906522421307,1052.0353972823314,1417.374365769725,1865.1556849390199,1865.0062708751907,2408.4312460995025,2408.3180621132715,3061.1972944096347,3061.0985051482121,3060.9357395274374,3836.5431050420475,3836.7100841629463,4752.1047283182324,7058.811864584316,8515.5640696926548,10184.553700576167,12089.546911165371,14267.361382948693,16757.499518349254,19581.088612204774,22766.196446736867,26362.549088654476,30392.952595552451,34965.839289305863,40069.710004803819,45842.313218002499,45841.639626935968,52217.059585064642,52216.642674200877,59345.606301915148,59345.369723270975,59344.769565708106,67282.668847399211,67283.233877993451,76082.04990762574,96798.191792852449,108922.81394429925,122298.86473640404,137082.90513078042,153465.13457016624,171564.38033916452,191452.93865897864,213535.72994117951,237701.67400812899,264355.5195006284,293671.43149519566,326153.36626267212,361618.24009867816,361616.20613218646,400753.53307388769,400752.38646393549,443513.86023212306,443513.21278016904,443511.78748470079,490903.2057150529,490905.28231506969,542309.72637975286,661239.17214527226,729846.83384117112,3305371.3148015309,3624129.8495299481,3973406.288922335,4355969.235370351,4774990.1400990421,5233485.0326946341,5735785.7431204403,6286145.4576270087,6889662.9241243675,7550804.6797886398,7550790.1125156824,8275498.0330960676,8275489.9330082573,9070232.7920635603,9070227.9234175254,9070214.6115505062,9941946.2171760891,9941955.4339352809,10898310.448469669
0.00011559237553861693,0.32726167268825279,14.35852268334985,37.380526796539911,77.091544868575369,77.023268874679516,139.32972441455775,139.27524465083792,139.20891542977279,230.74010409945151,230.61452241314794,230.53667571946011,356.87421181744116,356.89434907899238,526.04155167312172,1051.5137794538475,1416.3953374746457,1863.5718359668303,1863.4225486630135,2406.0226737975909,2405.9096029205248,3057.7038862488525,3057.6052095554246,3057.4426295548747,3831.6364734921885,3831.8032392635268,4745.4509867725028,7046.5966924583463,8499.9124121509685,10164.672916200749,12064.515302811418,14236.116609751376,16718.837503531951,19533.508915376002,22708.046650114578,26291.884262226387,30307.557961043225,34863.231598162231,39946.820482278425,45696.460791995967,45695.789345760568,52043.551954755247,52043.136430530256,59140.373377461277,59140.137617933804,59139.539538396843,67040.729615889621,67041.292611775265,75797.498802381,96409.265457164292,108471.13687209107,121774.72596417292,136476.25031450862,152765.51515676983,170759.77438967463,190526.69669342687,212477.50025102869,236488.35100033332,262970.40352023079,292088.85541871662,324359.32540155569,359575.27868296718,359573.25622970785,398440.19794121635,398439.05796403682,440883.29190302209,440882.64830154268,440881.23147798446,487946.57580629102,487948.63987122785,538945.10010244511,656951.31130201439,725044.94448183267,3276044.47327895,3591383.0354294106,3936936.3904251801,4315381.1208760114,4729946.6333491914,5183237.6512040924,5679809.9435738297,6223826.1713387314,6820580.8772788774,7474020.3920296803,7474005.9733668966,8190182.120551371,8190174.1042436119,8975159.3952159341,8975154.5778224841,8975141.4059448987,9835860.3550177924,9835869.4731460959,10780108.200668966
0.00011733197680641281,0.32726165444718003,14.358490056760058,37.380252252056977,77.090658609964422,77.022383396849875,139.32668625912402,139.27220768415827,139.20587990333337,230.73134405794701,230.60576700469107,230.52792328872061,356.85253557748609,356.87267159337921,525.99266742499026,1050.9808578637228,1415.3985259727056,1861.9632992574061,1861.8141406912987,2403.5822171207592,2403.4692608517771,3054.1713453018701,3054.0727824407309,3053.9103901426088,3826.6840833186379,3826.8506337456574,4738.7429408818189,7034.4077804084927,8484.2702045766237,10144.806606903323,12039.520180383248,14204.939016952445,16680.237027517123,19486.013443291264,22650.019129095293,26221.372641494621,30222.422162817442,34760.824811651473,39824.205732022805,45550.712686514657,45550.043383623684,51870.236453652527,51869.822314555633,58935.374140356013,58935.13919903335,58934.543195173872,66799.058590034605,66799.619553483746,75513.382554607102,96020.804226132634,108019.81823193944,121250.97297161316,135869.97247156699,152066.07166837316,169955.06247450743,189600.40296524885,211418.54699034127,235274.26068931347,261584.08223008981,290504.95052753226,322562.63858448807,357529.31080299732,357527.29988003604,396122.55996365438,396121.42663162493,438248.134915417,438247.4951711602,438246.08683434594,484982.58489632769,484984.63639499387,535573.43143117172,652653.31859428855,720229.23729098344,3246606.1541136722,3558513.8565979297,3900328.383389764,4274636.6997767584,4684721.5518002389,5132791.8534253826,5623614.7674534321,6161263.5996802356,6751217.380034795,7396920.4113833746,7396906.1419404345,8104511.937439179,8104504.0052585416,8879699.947922891,8879695.1819885802,8879682.1506674793,9729359.9957111888,9729369.0148234032,10661455.413707308
0.00011909775811036432,0.32726163565296446,14.358456443093594,37.379969440503274,77.089745723267612,77.021471314394063,139.32355741293665,139.26908006221021,139.20275376461944,230.72232489911863,230.59675261601103,230.51891196583225,356.83022549216616,356.8503602259874,525.94237510992593,1050.4365208624411,1414.3839495914945,1860.330342045112,1860.1813141731484,2401.1105722845728,2400.9977320900061,3050.6009974620574,3050.5025496549924,3050.3403470712401,3821.6881492365637,3821.8544824205037,4731.9838471894309,7022.2521392188337,8468.6468203237855,10124.966683983359,12014.576407104509,14173.84693306535,16641.721192561872,19438.630708768978,22592.148677989273,26151.056765313377,30137.595836385583,34658.68164027176,39701.94096860892,45405.160040478164,45404.492878106677,51697.222143238454,51696.80938688849,58730.73825557479,58730.504131028487,58729.910199186052,66557.809760354809,66558.368694934674,75229.882729180827,95633.059638821956,107569.14984859893,120727.94495296618,135264.46505188491,151367.25882451813,169150.76725014587,188674.66073290107,210359.55535307381,234060.19073911148,260197.45368650736,288920.74492709141,320764.46179707034,355481.65543676226,355479.6560537371,393802.10392192431,393800.97724316723,435610.08544591826,435609.44956315146,435608.04972245742,482013.1103181722,482015.14922733366,532196.8796561464,648347.93754422897,715402.74046164076,3217074.6627427265,3525542.8223382179,3863605.094671444,4233761.3462745622,4639342.900582375,5082179.0116645955,5567235.2445208915,6098496.8090896942,6681615.5103344796,7319552.6080879141,7319538.4883818422,8018540.6498757442,8018532.8021170627,8783913.9791231491,8783909.2648224421,8783896.3745372556,9622512.0354252346,9622520.9551983997,10542426.984131467
0.00012089011344552412,0.32726161628883349,14.358421812560689,37.379678114769135,77.088805416165599,77.020531835690718,139.3203352137507,139.26585912379039,139.19953435369064,230.71303916161133,230.58747178970424,230.50963429592707,356.80726375607185,356.82739717038601,525.89063647186595,1049.8806637903842,1413.3516479399427,1858.6732710884744,1858.5243758426814,2398.6084976853681,2398.4957749960499,3046.9942558266966,3046.8959242501678,3046.7339133178248,3816.6509986095562,3816.8171127525511,4725.1771025079852,7010.1366099113184,8453.0515309822968,10105.164923587397,11989.698603413151,14142.858296267295,16603.312726658725,19391.388745872973,22534.469440989909,26080.97839283284,30053.128380078975,34556.863825898552,39580.100147323836,45259.893444250949,45259.228418243729,51524.617250582283,51524.205873734179,58526.594445867093,58526.361136155741,58525.769271367593,66317.136142477422,66317.693053041978,74947.179366745011,95246.281948115604,107119.42274354756,120205.98036797997,134660.1210305061,150669.5319021027,168347.41322539054,187750.07531303103,209301.21518993983,232846.93415849219,258811.42332434404,287337.27522898139,318965.96446679527,353433.64717635413,353431.6593353902,391480.33524515026,391479.21522347524,432970.86273423716,432970.23071471462,432968.83937398321,479040.06186854152,479042.08817305777,528817.63772619003,644037.95892514358,710568.54147989326,3187468.7744384659,3492490.9644638542,3826789.939946312,4192781.0985779529,4593839.4423544751,5031431.3383745784,5510707.3414070997,6035565.9116891986,6611819.5346807018,7241966.1850950588,7241952.2155476939,7932322.9180133156,7932315.1549177989,8687862.6720551383,8687858.0095295534,8687845.2606696412,9515385.1911882758,9515394.0113632642,10423099.823056515
0.00012270944273635233,0.32726159633750551,14.358386134476961,37.37937802047098,77.087836873238956,77.019564146039031,139.31701692392815,139.26254213233261,139.19621893527818,230.70347918167047,230.57791686607487,230.50008262191409,356.78363210822869,356.80376416455084,525.83741235588479,1049.3131895281037,1412.3016828637792,1856.9924337628231,1856.8436730475637,2396.0768146172732,2395.9642108255721,3043.3526202703556,3043.2544060527134,3043.0925886293189,3811.5750687475702,3811.7409621574084,4718.3262383972806,6998.0678295246789,8437.4934646549955,10085.412913816559,11964.901078872561,14111.990568192716,16565.033878693095,19344.314980618394,22477.014753031119,26011.178310214382,29969.067717179711,34455.431864470986,39458.755629717081,45115.002568880969,45114.339673765979,51352.528720166301,51352.118718721336,58323.069962541529,58322.83746521658,58322.247661232555,66077.189156263456,66077.744048940222,74665.45024021648,94860.719128292258,106670.9260151523,119685.41565288449,134057.33143290071,149973.34508234027,167545.52491980136,186827.25195934807,208244.21870951733,231635.28666759009,257426.90102326695,285755.58320726495,317168.32589615893,351386.63218615,351384.65588179335,389158.77562386601,389157.66225872282,430332.2040651252,430331.57590805844,430330.19306554238,476065.3766122493,476067.39030519075,525437.9261128098,639726.21324126958,705729.77920182131,3157807.6941630412,3459379.7922244635,3789906.8740277272,4151722.6042779796,4548240.6384107228,4980581.8198771961,5454067.887689908,5972511.983038404,6541874.8194254516,7164211.5802658042,7164197.7612014059,7845914.7883030511,7845907.1100568818,8591608.7428577468,8591604.1322150249,8591591.5250774622,9408049.8627089486,9408058.5830921344,10303552.700447552
0.00012455615192595061,0.32726157578117521,14.35834937723692,37.379068895744098,77.08683925532381,77.018567407014331,139.31359972847355,139.25912627394246,139.19280469682263,230.693637088424,230.56807997841969,230.49024907976474,356.75931182321665,356.77944248198787,525.78266269589676,1048.734009062684,1411.2341393905576,1855.2882190745274,1855.1395947631822,2393.5164077836653,2393.4039242405288,3039.6776766228186,3039.579580841546,3039.4179587005829,3806.4629035491698,3806.6285746439307,4711.4349146941249,6986.0521967006498,8421.9815631790025,10065.722000559057,11940.197762973403,14081.260646977227,16526.90631190873,19297.4360997279,22419.816978704854,25941.696134909205,29885.460057158143,34354.444724050234,39337.977844214154,44970.57578387484,44969.915012882477,51181.061753004411,51180.653122024101,58120.290040931039,58120.058353044995,58119.47060234785,65838.117986026977,65838.670868197747,74384.870091006946,94476.615850441303,106223.94567873052,119166.58388417625,133456.48380417979,149279.14972827656,166745.62493775692,185906.7936450626,207189.25806152794,230426.04392996011,256044.79801666929,284176.71227564104,315372.7314818888,349341.96391740732,349339.99913658295,386838.95834048907,386837.85162693437,427695.85943086911,427695.23513291252,427693.86078123306,473091.01331431681,473093.01439705456,522059.98625911394,635415.56267277233,700889.63532434346,3128111.0127449804,3426231.2431329461,3752980.3366205608,4110613.0606474588,4502576.5841467027,4929664.1438034344,5397354.4949791078,5909376.9721081965,6471827.733423396,7086340.3589658048,7086326.6906088861,7759373.5750889052,7759365.9818220176,8495216.3072901815,8495211.7486035656,8495199.2833910342,9300577.9809569195,9300586.6014215201,10183866.074660119
0.00012643065306664001,0.32726155460149803,14.358311508286574,37.378750471030102,77.08581169885187,77.017540755809094,139.31008073302837,139.2556086553939,139.1892887464704,230.68350479910407,230.55795304825187,230.4801255937399,356.73428370230636,356.75441292286581,525.72634650280611,1048.1430420693439,1410.1491266591861,1853.5610585854624,1853.4125725170238,2390.928225583968,2390.8158635959257,3035.9710954252459,3035.8731191042198,3035.7116939306243,3801.3171494579055,3801.482596770411,4704.5069120627304,6974.0958373454941,8406.5245385546277,10046.103232385693,11915.602135300218,14050.684780198329,16488.950996407166,19250.777918339278,22362.90735037838,25872.570118869869,29802.349657845665,34253.959560116979,39217.834944084199,44826.699765586811,44826.041110674523,51010.319335633292,51009.91206935708,57918.377343543805,57918.14646166045,57917.560755491882,65600.068925274347,65600.61980555109,74105.609849221291,94094.21243095136,105778.76347210738,118649.81340155026,132857.96062926494,148587.39260021463,165948.23196574801,184989.29875768465,206137.02281075605,229219.9986597042,254666.02365343046,282601.70379696053,313580.36873083166,347300.99859103991,347299.04531303927,384522.42332862481,384521.32325730438,425063.58588755981,425062.9654427981,425061.59956892207,470118.94651034067,470120.93499261374,518686.07362776448,631108.89250136341,696051.32526319067,3098398.6594060324,3393067.6297289645,3716035.1935482686,4069480.1498989463,4456877.9389130902,4878712.6202879213,5340605.469051661,5846203.6035234658,6401725.5420883112,7008405.0970992008,7008391.5795725621,7672757.7315706592,7672750.2233556099,8398750.7356246393,8398746.2289321534,8398733.9057511669,9193042.8435845412,9193051.3640718888,10064121.907345016
0.00012833336441190092,0.32726153277957204,14.358272494095239,37.378422468858432,77.084753315173231,77.01648330455653,139.30645696182557,139.25198630208439,139.18566811102946,230.67307401421073,230.5475277804677,230.46970387155574,356.70852806462028,356.7286558051768,525.66842185315784,1047.5402175072786,1409.0467788283972,1851.8114272357188,1851.6630812113299,2388.3132801562551,2388.201040982437,3032.2346302388059,3032.136774345644,3031.975547731382,3796.1405507049622,3796.3057728870172,4697.5461235385028,6962.2045706547615,8391.130828874464,10026.567304883016,11891.127155581031,14020.278478410361,16451.188101474403,19204.365247647162,22306.315806745919,25803.836952182544,29719.778590500791,34154.031430146388,39098.392465252531,44683.459098546489,44682.80255042974,50840.401761851957,50839.995853718792,57717.451394253847,57717.221314460534,57716.637642853137,65363.184709804795,65363.733597999686,73827.835842574772,93713.743758954806,105335.65563300761,118135.42639716747,132262.13771203818,147898.51401750883,165153.85870175285,184075.35871636742,205088.19731162596,228017.93761511653,253291.48202464264,281031.59323887294,311792.42308542226,345265.09046306508,345263.14865955361,382210.71197552059,382209.61853266344,422437.14162166364,422436.52502160938,422435.16760684643,467151.16022917093,467153.13612912549,515318.45036626927,626809.10203694738,691218.0884565179,3068690.8506932175,3359911.5823431057,3679096.6735216007,4028351.9694738518,4411175.8503248803,4827762.0969998911,5283859.7151304353,5783035.2721801549,6331616.2929521184,6930459.2546871277,6930445.8880101955,7586126.7102492172,7586119.2871002369,8302278.4958505649,8302274.0411544945,8302261.8600137345,9085518.9373675846,9085527.3578882664,9944403.4639321417
0.0001302647105096967,0.3272615102959231,14.358232300126637,37.378084603622682,77.083663189863202,77.015394139637579,139.30272535560297,139.24825615594924,139.18193973388588,230.66233621262126,230.53679565845914,230.45897539949993,356.68202473833662,356.70215095594176,525.60884587835073,1046.9254742285577,1407.9272559582068,1850.0398440521817,1849.8916398316132,2385.6726471561515,2385.5605320052987,3028.4701154809254,3028.3723809243838,3028.2113543641708,3790.9359438131478,3791.100939639543,4690.5565450439553,6950.383875808142,8375.8085540740303,10007.124504834179,11866.785194180213,13990.056430019489,16413.636888591078,19158.221763538444,22250.070833141435,25735.531568717619,29637.786509846403,34054.713009664432,38979.712986641418,44540.935872303366,44540.281420492189,50671.406150378054,50671.001593051667,57517.628007229083,57517.398725151659,57516.81707696637,65127.603843416517,65128.150750506073,73551.708999240858,93335.438209253261,104894.89165536108,117623.73747929248,131669.38252247212,147212.94597628841,164363.00972679915,183165.55552343,204043.45799504325,226820.63849208952,251922.06846946356,279467.40619164199,310010.07357416069,343235.58688999969,343233.65652505809,379905.3616850492,379904.27485248086,419818.27974692732,419817.66698053072,419816.31800054893,464189.64138563728,464191.60472984007,511959.37761217111,622519.09507088549,686393.17811827804,3039008.0358997853,3326785.9879581006,3642190.3005529661,3987256.9574741609,4365501.8731373586,4776847.8681403771,5227156.6364534143,5719915.9304013848,6261548.6928909952,6852557.0401696637,6852543.8242569901,7499540.8130473327,7499533.4749194793,8205866.9854183197,8205862.5826846901,8205850.543493689,8978081.7479436807,8978090.0685784705,9824795.1000207197
0.00013222512229720275,0.32726148713048608,14.358190890809034,37.377736581350661,77.082540382011928,77.014272320971543,139.2988827694777,139.24441507333535,139.1781004728777,230.65128264665032,230.52574793917429,230.44793143749433,356.65475305195559,356.67487770247465,525.54757475447047,1046.2987615987417,1406.7907448580236,1848.2468727300416,1848.0988120281174,2383.007465252299,2382.8954752798199,3024.6794637654793,3024.5818513929239,3024.421026280078,3785.7062513407955,3785.8710197130558,4683.5422648613476,6938.6388596576526,8360.5654718526293,9987.7846546913952,11842.58796363363,13960.032418287177,16376.315606042785,19112.369877353289,22194.19930502307,25667.68695549863,29556.410431260869,33956.054312143446,38861.855795903204,44399.209276605645,44398.556909447005,50503.425961872417,50503.022747270457,57319.01871463201,57318.79022545206,57318.210588421534,64893.459920859954,64894.004858943808,73277.384050297056,92959.516547884588,104456.73303233416,117115.05221918717,131080.05252171319,146531.11023380019,163576.17933008855,182260.45926313713,203003.47058073489,225628.86673237779,250558.66597631283,277910.1542665477,308234.48830509698,341213.823214398,341211.90424458974,377607.90022181417,377606.81997698254,417208.74185525556,417208.13290892041,417206.79233378445,461236.37286492618,461238.32368834561,508611.10746513249,618241.7698869633,681579.85047136783,3009370.8390887892,3293713.9252970656,3605341.8221576819,3946223.8133892422,4319887.8828444378,4726005.5775856534,5170536.0263359463,5656889.9678593539,6191571.977251404,6774753.2656849185,6774740.2003450822,7413061.0313823521,7413053.7781708287,8109584.351844456,8109580.0010026265,8109568.1035706513,8870807.5572330691,8870815.7781336252,9705382.0341220051
0.00013421503719696044,0.32726146326258831,14.358148229504589,37.377378099468615,77.081383923496816,77.01311688128871,139.294925970777,139.24045982283548,139.17414709813067,230.63990433706113,230.51437564813426,230.43656301411056,356.62669182564764,356.6468148637299,525.48456369281405,1045.6600401276517,1405.6374598946049,1846.4331220739873,1846.2852065569925,2380.3189353190237,2380.2070716240605,3020.8646627247263,3020.7671733197349,3020.6065509421924,3780.4544748481758,3780.6190147979723,4676.5074520541757,6926.9742257463731,8345.4089341385461,9968.5570578161314,11818.546451860819,13930.219241288352,16339.241386100199,19066.830609966688,22138.726336112726,25600.333967578867,29475.684517392954,33858.1024152342,38744.876563568592,44258.355197967991,44257.704902694684,50336.550519055774,50336.14863838302,57121.730197447294,57121.502495921202,57120.924856698868,64660.880953062922,64661.423935316765,73005.008737876284,92586.190838107213,104021.43199462147,116609.66569097387,130494.49347605178,145853.41637116368,162793.84930033816,181360.62556226627,201968.88722996446,224443.37226367183,249202.14149774789,276360.83089563734,306466.81982295407,339201.11749369238,339199.20986815909,375319.83986024192,375318.76617626339,414610.25134890573,414609.64620651514,414608.31400074426,458293.32632420899,458295.26467016793,505275.87465750927,613980.00886679417,676781.35349667061,2979799.997864347,3260718.5963038062,3568577.1335221045,3905281.4143131506,4274365.9842021316,4675271.116409421,5114037.9539871644,5594002.0845550587,6121735.7711800188,6697103.1936585307,6697090.2785932347,7326748.8765554223,7326741.7080950942,8013499.3025982939,8013495.0035406929,8013483.2475759294,8763773.2290362827,8763781.3504257295,9586250.10732425
0.00013623489921447797,0.32726143867092983,14.358104278477782,37.377008846559676,77.080192818237066,77.011926825385814,139.29085163683226,139.23638708308101,139.17007628985107,230.62819206803525,230.50266957440363,230.42486092154547,356.5978193627011,356.617940741751,525.4197669311684,1045.009282108558,1404.467643752655,1844.599246285462,1844.4514775675032,2377.6083193069908,2377.4965829295843,3017.0277712927682,3016.9304055728362,3016.7699871093714,3775.1836870736306,3775.3479977658922,4669.4563438373334,6915.394245005702,8330.3458444968965,9949.450444991533,11794.670857718809,13900.628635680019,16302.430145785231,19021.62347044202,22083.675132737757,25533.501150291158,29395.639876536916,33760.901195954335,38628.827028776126,44118.445820902431,44117.797583687177,50170.864533891654,50170.463977676685,56925.863724091374,56925.636804571935,56925.061148786903,64429.988700009824,64430.529740632512,72734.723035528892,92215.663355162076,103589.23025321879,116107.86101498103,129913.03777163857,145180.25984742533,162016.48669724376,180466.59302843112,200940.3436551331,223264.88619030867,247853.34219945699,274820.40705599694,304708.20035319531,337198.76509849529,337196.86875908781,373042.67136588052,373041.60421160044,412024.50658512407,412023.90522807866,412022.58135072805,455362.45474124874,455364.38066134462,501955.88795969886,609736.66773217358,672000.91524045216,2950316.2990681985,3227823.2542162947,3531922.1978585422,3864458.7268918967,4228968.4149283729,4624680.515070268,5057702.644401771,5531297.157214337,6052089.9435350737,6619662.3751179567,6619649.6099215169,7240666.2009116067,7240659.1169766709,7917680.9047907367,7917676.6573726432,7917665.0424816832,8657055.9834165201,8657064.0055897199,9467485.5305752121
0.00013828515903730119,0.32726141333356462,14.358058998862996,37.376628502115736,77.078966041430789,77.010701129364065,139.2866563527302,139.23219344049494,139.1658846360815,230.61613638210599,230.49062026552667,230.4128157105576,356.56811344109457,356.58823311324113,525.35313772592633,1044.3464722638014,1403.2815681404925,1842.7459450820907,1842.5983247214631,2374.8769387733564,2374.7653306916218,3013.1709154325554,3013.0736740469374,3012.9134605635945,3769.8970233120044,3770.0611040476197,4662.3932319045925,6903.9027284863041,8315.3826168982705,9930.4729227371063,11770.970529587765,13871.271205157733,16265.896492277501,18976.766340551825,22029.06685596798,25467.21457079607,29316.30437514597,33664.491077553343,38513.754699856363,43979.549237286505,43978.903043302184,50006.44764604052,50006.048404176327,56731.514601732139,56731.288458192459,56730.714770509847,64200.898016987747,64201.437131143452,72466.658387674412,91848.125518714252,103160.35775655182,115609.90791584125,129336.0027426898,144512.0200588404,161244.54161820016,179578.88068351857,199918.45620440634,222094.1174552684,246513.09166590212,273289.82694407785,302959.73695902404,335208.03320956853,335206.14809100342,370777.85783951601,370776.79717959004,409453.17386816873,409452.57627543306,409451.26068019628,452445.68474390946,452447.59829790419,498653.3213612925,605514.56447284529,667241.73172900756,2920940.5116123883,3195051.1284715552,3495402.9632079811,3823784.7152855629,4183727.4448802527,4574269.8306065463,5001570.3527101912,5468820.0995274466,5982684.4538318757,6542486.4802295584,6542473.864388641,7154875.0103179784,7154868.0106218029,7822198.3752891598,7822194.1793286521,7822182.7050162889,8550733.1605898291,8550741.083913561,9349174.6204071753
0.00014036627413557408,0.32726138722788156,14.358012350631025,37.376236736283175,77.077702538774332,77.009438739848719,139.28233660902643,139.22787538700561,139.16156863041454,230.60372757505615,230.47821802242936,230.40041768537003,356.53755130521949,356.55766922128635,525.28462834510435,1043.6716083946724,1402.0795344327616,1840.8739636352529,1840.7264931308118,2372.126173053558,2372.0146941809826,3009.2962832911508,3009.1991668188621,3009.0391592656742,3764.5976719937162,3764.7615222118429,4655.3224477317872,6892.5030024807138,8300.5251362844283,9911.6319239762233,11747.453907695921,13842.156354489454,16229.65363404269,18932.275366492373,21974.920493174264,25401.497660892335,29237.702466876333,33568.908790849833,38399.702573129471,43841.729067525026,43841.084901010014,49843.373976986855,49842.97603877465,56538.771645485933,56538.546271545099,56537.97453573173,63973.716220205009,63974.253423959497,72200.936975334975,91483.756852370163,102735.03147243417,115116.06130731077,128763.68902674584,143849.05841830885,160478.44497658894,178697.98541094334,198903.81894107405,220931.74949592043,245182.18608720318,271770.00362793164,301222.50663996837,333230.15524565906,333228.28127570933,368526.828458114,368525.77425310283,406897.88032748771,406897.28647564724,406895.97911098297,449544.9087587581,449546.81001442933,495370.30507388822,601316.46801409614,662506.95454609266,2891693.3166931588,3162425.3467180827,3459045.2759933732,3783288.2454764405,4138675.2710605846,4524075.0292372834,4945681.2334327269,5406615.7167289201,5913569.192752298,6465631.1216414655,6465618.6545352396,7069437.2686012164,7069430.3527964037,7727120.8619875032,7727116.7172655109,7727105.3829348255,8444881.9751634952,8444889.800076263,9231403.5240590423
