r_bohr,rho_e_bohr3__Ni_qm1_mult2_ning2022,rho_e_bohr3__Ni_q0_mult3_nist,rho_e_bohr3__Ni_qp1_mult2_nist,rho_e_bohr3__Pd_qm1_mult2_ning2022,rho_e_bohr3__Pd_q0_mult1_nist,rho_e_bohr3__Pd_qp1_mult2_nist
2.8815072007800894e-05,26120.717295364804,26131.331395788846,26110.392071916918,307938.42181164457,307918.66823888267,307921.95439258614
2.9248722891458419e-05,26120.443689828298,26131.057678936446,26110.118574691842,307823.16936644784,307803.42320795625,307806.7081276211
2.9688899980875473e-05,26120.161800456473,26130.775674878496,26109.836796910775,307704.56050970632,307684.8219814013,307688.10563109053
3.0135701491836219e-05,26119.871376860516,26130.485133124293,26109.546488283973,307582.50179004355,307562.77111385221,307566.05345662823
3.058922711821806e-05,26119.572161108874,26130.185795637306,26109.247390982018,307456.89741639094,307437.17482040287,307440.45581830293
3.1049578054236016e-05,26119.26388750178,26129.877396609707,26108.939239410331,307327.64921574842,307307.93493436789,307311.21454837802
3.1516857017022203e-05,26118.946282338915,26129.559662229811,26108.621759976922,307194.65659127553,307174.95086537796,307178.22905540676
3.1991168269544477e-05,26118.619063680297,26129.232310442938,26108.294670853436,307057.81648080691,307038.11955789709,307041.396282751
3.2472617643870887e-05,26118.281941100136,26128.895050705083,26107.95768172904,306917.02331590035,306897.33545027405,306900.610667628
3.2961312564783353e-05,26117.934615433376,26128.547583729567,26107.610493557146,306772.16898152058,306752.49043442833,306755.76410080009
3.3457362073747356e-05,26117.576778514926,26128.189601225844,26107.252798294605,306623.14277647861,306603.4738162912,306606.74588701385
3.3960876853242007e-05,26117.208112911107,26127.820785631142,26106.884278633443,306469.83137475274,306450.17227713147,306453.44270632439
3.4471969251456652e-05,26116.828291643353,26127.440809833806,26106.504607724484,306312.11878782429,306292.46983589075,306295.73857643222
3.4990753307358443e-05,26116.436977903672,26127.049336888886,26106.113448893098,306149.88632816903,306130.2478126795,306133.51481617615
3.5517344776138133e-05,26116.033824761966,26126.646019725045,26105.710455346507,305983.01257405715,305963.38479357865,305966.65001033759
3.6051861155037807e-05,26115.618474864517,26126.230500843292,26105.295269872509,305811.37333582516,305791.75659691222,305795.01997591194
3.6594421709568093e-05,26115.190560124149,26125.802412006575,26104.867524529589,305634.8416237848,305615.23624116124,305618.49773001985
3.7145147500119443e-05,26114.749701400811,26125.361373920648,26104.426840327797,305453.28761795931,305433.69391469937,305436.95345964504
3.7704161408974406e-05,26114.295508173171,26124.906995905323,26103.972826900426,305266.57863983233,305246.99694754381,305250.25449338497
3.8271588167725631e-05,26113.827578200755,26124.438875556451,26103.505082166223,305074.57912631525,305055.00978532725,305058.26527542068
3.8847554385107221e-05,26113.345497176037,26123.956598397897,26103.023191981643,304877.15060615516,304857.59396570199,304860.84734192229
3.9432188575244827e-05,26112.848838366412,26123.459737523521,26102.526729783032,304674.15167899802,304654.60809740995,304657.85930011794
4.0025621186330371e-05,26112.337162246149,26122.947853228725,26102.015256218692,304465.43799736351,304445.90784225566,304449.15681026725
4.0627984629728834e-05,26111.81001611747,26122.420492631551,26101.488318769989,304250.86225177167,304231.34590023477,304234.59257078817
4.1239413309523172e-05,26111.266933720479,26121.877189282404,26100.945451361629,304030.27415929892,304010.77199808916,304014.01630681404
4.1860043652503164e-05,26110.707434832348,26121.317462763069,26100.386173960891,303803.52045583422,303784.03288156638,303787.27476245223
4.2490014138606282e-05,26110.131024854556,26120.740818273847,26099.809992165061,303570.44489234395,303550.97231168218,303554.21169704647
4.3129465331816604e-05,26109.537194388467,26120.146746208811,26099.216396777167,303330.88823544118,303311.43106529297,303314.66788574681
4.3778539911528144e-05,26108.925418798754,26119.534721719159,26098.604863369495,303084.68827259814,303065.24694030336,303068.48112472304
4.4437382704380896e-05,26108.295157764074,26118.904204263803,26097.974851834715,302831.67982233083,302812.25476585445,302815.48624134751
4.5106140716575543e-05,26107.645854815368,26118.254637147198,26097.325805923982,302571.69474972278,302552.28641784342,302555.51510971755
4.5784963166674944e-05,26106.976936860519,26117.585447044112,26096.657152772044,302304.56198765174,302285.17084015085,302288.39667188266
4.647400151889842e-05,26106.287813695799,26116.896043510675,26095.968302408899,302030.10756411217,302010.73407196102,302013.95696516556
4.7173409516918271e-05,26105.577877503376,26116.185818481768,26095.258647257186,301748.15463604033,301728.79928158515,301732.01915598387
4.7883343218163724e-05,26104.846502334418,26115.45414575392,26094.527561616007,301458.52353006264,301439.18680720392,301442.40358059504
4.8603961028642017e-05,26104.093043577876,26114.700380453745,26093.77440112942,301161.0317905983,301141.71420497261,301144.92779320187
4.9335423738283016e-05,26103.316837413971,26113.923858491475,26092.998502240465,300855.49423578708,300836.19630494103,300839.40662187221
5.0077894556816306e-05,26102.517200252638,26113.12389599884,26092.199181629658,300541.72302169946,300522.44527526089,300525.65223274659
5.0831539150187184e-05,26101.693428155872,26112.299788751508,26091.375735637674,300219.52771532512,300200.27069516911,300203.47420302441
5.1596525677522113e-05,26100.844796244062,26111.450811574967,26090.527439671925,299888.7153768409,299869.4796372517,299872.67960322625
5.2373024828649033e-05,26099.970558085952,26110.576217734182,26089.653547596543,299549.09065168223,299529.87675950781,299533.07308926072
5.3161209862183405e-05,26099.069945071118,26109.675238306074,26088.753291105422,299200.45587294921,299181.2644077508,299184.45700482506
5.396125664418686e-05,26098.142165765501,26108.747081534577,26087.825879077827,298842.61117470439,298823.44272889628,298826.63149469683
5.4773343687408203e-05,26097.186405248849,26107.790932167896,26086.870496916046,298475.35461671813,298456.2097957019,298459.3946294713
5.5597652191113889e-05,26096.201824433909,26106.805950777401,26085.886305865086,298098.48232124763,298079.36174353608,298082.54254233633
5.6434366081519444e-05,26095.187559366954,26105.791273057868,26084.872442313193,297711.78862243675,297692.69291976898,297695.86957846035
5.7283672052827817e-05,26094.142720509117,26104.746009108458,26083.828017073585,297315.06622893387,297295.99604638037,297299.16845760465
5.8145759608886486e-05,26093.066391997883,26103.66924269409,26082.752114646399,296908.10640034615,296889.06239640072,296892.23045056616
5.9020821105470828e-05,26091.957630888814,26102.560030486689,26081.643792460451,296490.69913814042,296471.68198480026,296474.84557006834
5.9909051793204462e-05,26090.815466376462,26101.417401285791,26080.502080094586,296062.63339161605,296043.64377445111,296046.80277672445
6.0810649861124415e-05,26089.638898994264,26100.240355218266,26079.325978477929,295623.69727958343,295604.73589778831,295607.89020070282
6.1725816480903432e-05,26088.426899792972,26099.02786291614,26078.114459068544,295173.67832836974,295154.74589480262,295157.89537971991
6.2654755851736276e-05,26087.17840949689,26097.778864672819,26076.866463010072,294712.36372678418,294693.46096798615,294696.60551399214
6.3597675245902617e-05,26085.892337637822,26096.492269576433,26075.580900266046,294239.54059866234,294220.66825486405,294223.80773876538
6.455478505501525e-05,26084.56756166579,26095.166954620305,26074.256648730858,293754.99629360938,293736.15511871321,293739.28941504337
6.5526298836964176e-05,26083.202926036422,26093.801763789885,26072.892553317532,293258.51869654312,293239.70945809153,293242.83843911288
6.6512433363567609e-05,26081.797241274013,26092.395507125526,26071.487425021282,292749.89655662735,292731.12003574468,292734.24357146129
6.7513408668939688e-05,26080.349283010361,26090.946959760906,26070.040039958629,292228.9198361655,292210.17682748078,292213.29478564835
6.8529448098585913e-05,26078.85779099846,26089.454860936276,26068.549138381408,291695.38007999706,291676.67139154125,291679.78363768675
6.9560778359238138e-05,26077.321468100461,26087.917912986042,26067.013423665296,291149.07080591505,291130.39725899429,291133.50365643541
7.0607629569439045e-05,26075.738979249749,26086.334780300414,26065.43156127222,290589.78791658138,290571.15034562215,290574.25075549458
7.1670235310887864e-05,26074.108950386373,26084.704088260394,26063.802177686171,290017.33013338171,289998.72938575118,290001.82366703684
7.274883268055938e-05,26072.429967365351,26083.024422145671,26062.123859321993,289431.49945260875,289412.93638840166,289416.02439796517
7.3843662343606601e-05,26070.700574837305,26081.294326014668,26060.395151406374,288832.10162431037,288813.57711610815,288816.65870873758
7.4954968587059598e-05,26068.91927510099,26079.512301556882,26058.6145568311,288218.94665407878,288200.46158667561,288203.53661512735
7.6082999374333174e-05,26067.084526927356,26077.676806916152,26056.780534977148,287591.84932798147,287573.40459807636,287576.47291312576
7.7228006400554254e-05,26065.194744354121,26075.786255484989,26054.891500510144,286950.62976076209,286932.22627661441,286935.28772711486
7.8390245148721987e-05,26063.248295451136,26073.839014669204,26052.945822145943,286295.11396734795,286276.75264839851,286279.80708134302
7.9569974946713473e-05,26061.243501055167,26071.833404622463,26050.941821386063,285625.13445760607,285606.81623406004,285609.86349465139
8.076745902514688e-05,26059.178633474556,26069.767696950119,26048.877771222811,284940.53085418663,284922.25666655309,284925.29659828113
8.198296457611515e-05,26057.051915162352,26067.640113382062,26046.751894812907,284241.15053316765,284222.92133176222,284225.95377648552
8.3216762812804456e-05,26054.861517358448,26065.448824414048,26044.562364120182,283526.8492870949,283508.66603149771,283511.69082953461
8.4469129030009341e-05,26052.605558699128,26063.191947917054,26042.307298525779,282797.49200987275,282779.35566834151,282782.37265856733
8.574034266555842e-05,26050.282103794882,26060.867547714031,26039.984763406283,282052.95340280677,282034.86495164665,282037.87397159892
8.7030687362665442e-05,26047.889161774969,26058.473632124245,26037.592768679147,281293.11870094208,281275.07912382658,281278.08000981953
8.8340451033216903e-05,26045.424684798982,26056.008152474184,26035.129267314675,280517.8844186741,280499.8947059199,280502.88729316171
8.9669925922014406e-05,26042.886566535017,26053.469001574871,26032.592153814763,279727.15911340161,279709.22026119387,279712.2043839196
9.1019408671981649e-05,26040.272640603711,26050.854012165553,26029.979262657689,278920.86416583316,278902.97717539838,278905.95266700524
9.2389200390354225e-05,26037.580678988328,26048.160955323001,26027.288366708726,278098.93457530002,278081.10045203153,278084.06714522489
9.3779606715864815e-05,26034.80839041037,26045.387538836509,26024.517175596506,277261.31976825703,277243.53952078562,277246.49724773504
9.5190937886940327e-05,26031.953418670535,26042.531405548125,26021.663334054429,276407.98441788275,276390.25905709498,276393.20764959644
9.6623508810923624e-05,26029.013340954643,26039.590131657897,26018.724420227529,275538.90927246027,275521.23981046607,275524.17910011357
9.8077639134339409e-05,26025.985666104923,26036.561224994515,26015.697943944193,274654.0919899724,274636.47943901428,274639.40925738314
9.9553653314215173e-05,26022.867832855765,26033.442123250232,26012.58134495272,273753.54797606164,273735.99334737519,273738.91352620983
0.00010105188069047723,26019.657208034496,26030.230192181072,26009.371991122924,272837.31122224574,272819.8155248618,272822.72589627677
0.00010257265555943529,26016.351084726954,26026.922723771564,26006.067176612276,271905.43514098605,271887.99938048236,271890.89977716951
0.00010411631724837403,26012.946680408051,26023.516934364437,26002.664119997215,270957.99339392141,270940.61857111956,270943.508826565
0.00010568321019126522,26009.441135037072,26020.009962755372,25999.159962369245,269995.08070928237,269977.76781889208,269980.64776760148
0.00010727368400562197,26005.831509118412,26016.398868252763,25995.551765396493,269016.81368419109,268999.563713404,269002.43319113791
0.00010888809357050691,26002.1147817276,26012.680628703034,25991.836509350447,268023.33156726847,268006.14549430017,268009.00433831604
0.00011052679910571626,25998.287848503358,26008.85213848186,25988.011091098717,267014.79701664241,266997.6758092274,267000.52385852952
0.00011219016625215463,25994.347519605675,26004.910206451357,25984.072322064152,265991.39682817098,265974.34144200908,265977.17853760853
0.00011387856615342041,25990.290517640777,26000.851553884306,25980.016926150423,264953.34262838418,264936.35400554346,264939.1799907235
0.00011559237553861693,25986.113475553611,25996.672812355682,25975.841537635522,263900.87152636895,263883.95059364731,263886.76531423593
0.00011733197680641281,25981.812934488298,25992.370521602312,25971.542699032798,262834.24671853753,262817.39438578417,262820.19769043324
0.00011909775811036432,25977.385341617781,25987.94112735162,25967.116858921756,261753.758039963,261736.97519836546,261739.76693883701
0.00012089011344552412,25972.82704794345,25983.380979120295,25962.560369748415,260659.72245571812,260643.00997605704,260645.79000751273
0.00012270944273635233,25968.134306065847,25978.686327984164,25957.869485596762,259552.48448543507,259535.84321631218,259538.61139760897
0.00012455615192595061,25963.303267927775,25973.853324320393,25953.040359933137,258432.4165541064,258415.84732015026,258418.60351413931
0.00012643065306664001,25958.329982531392,25968.878015523565,25948.069043323783,257299.91926198904,257283.42286204276,257286.16693587022
0.00012833336441190092,25953.210393630387,25963.756343696987,25942.951481128264,256155.42156634311,256138.99877164161,256141.73059705237
0.0001302647105096967,25947.940337399668,25958.484143321402,25937.683511169897,254999.38086765731,254983.03241999765,254985.75187364075
0.00013222512229720275,25942.515540083768,25953.057138902466,25932.260861385119,253832.28299296979,253816.00960288374,253818.71656661562
0.00013421503719696044,25936.931615626723,25947.470942599612,25926.679147454444,252654.64206891417,252638.44441384866,252641.13877503652
0.00013623489921447797,25931.184063285469,25941.72105183854,25920.933870416589,251467.00027718829,251450.87899970153,251453.56065152376
0.00013828515903730119,25925.268265229235,25935.802846909566,25915.020414268962,250269.92748528099,250253.88319126371,250256.55203300546
0.00014036627413557408,25919.179484127952,25929.71158855511,25908.934043557027,249064.02074550086,249048.05400242744,249050.7099397722
0.00014247870886411248,25912.91286073262,25923.442415549034,25902.669900955538,247849.90365562116,247834.01499084436,247836.6579361576
0.00014462293456601552,25906.463411450975,25916.990342271307,25896.223004845182,246628.22557482723,246612.4154739221,246615.04534652678
0.00014679942967783498,25899.826025921844,25910.350256281461,25889.588246888001,245399.66068908386,245383.92959425205,245386.54632069508
0.00014900867983632773,25892.995464592394,25903.516915894801,25882.760389605544,244164.90692058814,244149.25522913365,244151.85874343803
0.00015125117798681548,25885.966356302488,25896.484947765675,25875.734063964082,242924.6846765902,242909.11273947323,242911.70298338076
0.00015352742449317421,25878.733195880006,25889.248844481997,25868.503766971036,241679.73543360003,241664.24355408421,241666.82047727911
0.00015583792724947873,25871.290341752967,25881.802962176313,25861.063859287926,240430.82015382592,240415.40858622719,240417.97214654455
0.00015818320179332879,25863.632013582959,25874.141518158242,25853.408562864832,239178.71753162151,239163.38648016867,239165.93664378455
0.00016056377142087966,25855.752289925811,25866.258588574216,25845.531958601896,237924.22206876613,237908.97168658633,237911.50842818635
0.00016298016730360379,25847.645105925498,25858.148106100482,25837.427984044254,236668.14197854523,236652.97236678371,236655.49566970981
0.00016543292860681115,25839.304251047608,25849.803857675553,25829.090431116318,235411.29691985797,235396.20812694449,235398.71798331634
0.00016792260260995001,25830.723366859373,25841.219482279474,25820.512943902635,234154.5155639466,234139.5075850173,234142.00399582891
0.00017044974482872258,25821.895944863601,25832.388468766752,25811.689016482902,232898.63299779865,232883.70577428601,232886.18874947404
0.00017301491913903399,25812.815324394374,25823.304153761179,25802.611990828125,231644.48796985604,231629.64138925483,231632.11094773706
0.00017561869790280992,25803.474690582574,25813.959719620805,25793.275054767459,230392.91998531364,230378.15388113522,230380.61005081859
0.00017826166209570593,25793.86707240095,25804.348192481681,25783.671240033531,229144.76626005128,229130.08041197219,229132.52322972758
0.00018094440143674051,25783.985340796902,25794.462440390475,25773.793420396254,227900.85854406434,227886.25267828035,227888.68218988355
0.00018366751451987567,25773.822206924335,25784.295171535108,25763.634309895417,226662.01982715819,226647.49361695029,226649.90987698804
0.00018643160894758258,25763.370220484212,25773.838932584986,25753.186461181693,225429.06094162073,225414.61400813848,225417.01707987749
0.00018923730146641217,25752.621768185709,25763.086107151372,25742.442263978555,224202.77707857278,224188.40899184276,224190.79894706197
0.00019208521810461002,25741.569072339611,25752.028914380142,25731.393943676208,222983.94423670793,222969.65451686992,222972.03143565467
0.00019497599431179984,25730.204189596545,25740.659407689665,25720.033560070304,221773.31562414148,221759.10374291631,221761.46771341405
0.00019791027510077157,25718.51900984352,25728.969473666759,25708.353006258913,220571.61803606921,220557.48341845936,220559.8345365955
0.00020088871519139911,25706.505255272838,25716.950831135302,25696.344007711814,219379.54823287827,219365.49025910124,219367.82862825866
0.00020391197915672953,25694.154479637757,25704.595030411609,25683.998121526449,218197.76934520534,218183.78735285817,218186.11308351572
0.00020698074157126531,25681.45806771129,25691.893452762881,25671.30673588697,217026.90733419114,217013.0006206423,217015.31382997672
0.00021009568716148216,25668.407234963652,25678.837310084607,25658.261069741762,215867.54753678199,215853.71536178587,215856.01617323645
0.0002132575109586102,25654.993027476165,25665.417644814472,25644.85217271743,214720.23132736044,214706.47291588574,214708.76145868341
0.00021646691845371449,25641.206322109399,25651.625330100484,25631.070925286822,213585.45292819527,213571.76747345825,213574.04388212058
0.00021972462575511084,25627.037826944656,25637.451070242678,25616.908039210422,212463.65640214994,212450.04306884209,212452.3074826356
0.00022303135974814891,25612.478082018359,25622.885401427804,25602.354058270437,211355.23286174479,211341.69078943814,211343.94335181147
0.00022638785825739962,25597.517460370284,25607.918692777966,25587.399359318508,210260.51792896894,210247.04623568605,210249.28709367526
0.00022979487021128578,25582.146169427266,25592.541147734846,25572.034153658969,209179.7894801627,209166.38726609066,209168.61656970112
0.00023325315580918833,25566.354252744648,25576.742805801925,25556.248488789566,208113.26570978144,208099.93206111022,208102.14996267768
0.00023676348669106768,25550.13159212919,25560.513544668269,25540.032250523662,207061.10354587005,207047.83753873286,207050.04419226642
0.00024032664610963941,25533.467910168038,25543.843082738462,25523.375165517937,206023.39744859008,206010.19815308106,206012.393713595
0.00024394342910513889,25516.352773188675,25526.720982093775,25506.266804231516,205000.17862111449,204987.04510535614,204989.22972819221
0.00024761464268271608,25498.775594676652,25509.136651911278,25488.696584341989,203991.41465959535,203978.34599382931,203980.51983397576
0.00025134110599250224,25480.725639177967,25491.079352367793,25470.653774646511,202997.00966572354,202984.00492639327,202986.16813780466
0.00025512365051238452,25462.192026714449,25472.53819905717,25452.127499475355,202016.8048416028,202003.86311539798,202006.01585032276
0.00025896312023353181,25443.163737741299,25453.502167949693,25433.106743647513,201050.57958225912,201037.69997009041,201039.8423784074
0.00026286037184871356,25423.629618676659,25433.960100924007,25413.580357998006,200098.0530761198,200085.23469698947,200087.36692556407
0.00026681627494345143,25403.578388033879,25413.900711901792,25393.53706550791,199158.88641824218,199146.12841297919,199148.25060504192
0.00027083171219004681,25382.998643188519,25393.312593617542,25372.965468068385,198232.68523499978,198219.98676982668,198222.09906437813
0.00027490757954453109,25361.878867811905,25372.184225055171,25351.854053911607,197319.00281240017,197306.3630822977,197308.46561354864
0.00027904478644657794,25340.207440004764,25350.503979584922,25330.191205740986,196417.34371329227,196404.7619451324,196406.85484198216
0.00028324425602242439,25317.972641164473,25328.260133834265,25307.965209595011,195527.16786153501,195514.64331695018,195516.72670250782
0.00028750692529084772,25295.162665620264,25305.440877326946,25285.164264478604,194647.89506381901,194635.42704178148,194637.50103293761
0.0002918337453722371,25271.765631070957,25282.034322924897,25261.776492796722,193778.90993246011,193766.49777154429,193768.56247859262
0.00029622568170081922,25247.769589860458,25258.028518108556,25237.789951625437,192919.56716518413,192907.21024549013,192909.26577180804
0.00030068371424006997,25223.162541126389,25233.41145713022,25213.192644855699,192069.19713094766,192056.8948756656,192058.94131745255
0.00030520883770137345,25197.932443857131,25208.171094076388,25187.972536245292,191227.11170428415,191214.86358088168,191216.90102696168
0.0003098020617659691,25172.067230892681,25182.295356874482,25162.117563414118,190392.61028476301,190380.41580578859,190382.44433747622
0.00031446441131024165,25145.554823904757,25155.772162278863,25135.615652818364,189564.98593306265,189552.84465655225,189554.86434758443
0.00031919692663439606,25118.383149390535,25128.589431871143,25108.45473573792,188743.53155104409,188731.44308053219,188733.45399706616
0.00032400066369458162,25090.540155714436,25100.735109108922,25080.622765311557,187927.54603026458,187915.51001439826,187917.51221507526
0.0003288766943385016,25062.013831231423,25072.197177456343,25052.10773465276,187116.34029170725,187104.35642347316,187106.34995954711
0.00033382610654457434,25032.792223523647,25042.963679628647,25022.897696079126,186309.24313925605,186297.31115483172,186299.29607036008
0.00033885000466469059,25002.863459781856,25013.022737981904,24992.980781485487,185505.60685069842,185493.72652794287,185495.70286003733
0.00034394950967062767,24972.215768360584,24982.362576076739,24962.345223890523,184704.81243283139,184692.98358943866,184694.95136857237
0.00034912575940416535,24940.837501534264,24950.971541444029,24930.979380184195,183906.27447160525,183894.49696294585,183896.45621331298
0.00035437990883097379,24908.717159479838,24918.838129577001,24898.87175510051,183109.44551409507,183097.71923077694,183099.66997069772
0.00035971313029831701,24875.843415507617,24885.951009172364,24866.011026438566,182313.81992638321,182302.14479156266,182304.08703393134
0.00036512661379663549,24842.205142559869,24852.299048639838,24832.386071550784,181518.93717999558,181507.31314648024,181509.24689924743
0.0003706215672250682,24807.791440993053,24817.871343895418,24797.985995113904,180724.38452921773,180712.81157639367,180714.73684307688
0.00037619921666096745,24772.591667655121,24782.657247450788,24762.800158194972,179929.79905213771,179918.27718276845,179920.19396298565
0.00038186080663347012,24736.595466265673,24746.64639880554,24726.818208619388,179134.86903943156,179123.39827636693,179125.30656638416
0.00038760760040118861,24699.792799100836,24709.828756145151,24690.030112643359,178339.33472636002,178327.91510919784,178329.81490248462
0.00039344088023407828,24662.173979980165,24672.194629341149,24652.426187927682,177542.98837492691,177531.61995666972,177533.51124445591
0.00039936194769954648,24623.729708546343,24633.734714244769,24613.997137803817,176745.67372432264,176734.35656806926,176736.23933989584
0.00040537212395287095,24584.451105821285,24594.440128257556,24574.734086816105,175947.28483833114,175936.01901404347,175937.89325830157
0.0004114727500319837,24544.329751016201,24554.302447156402,24534.628617517199,175147.76438804931,175136.54996942903,175138.41567387886
0.00041766518715669629,24503.357719564039,24513.313743141305,24493.672808485397,174347.10141675972,174335.93847826845,174337.79563053633
0.00042395081703242504,24461.527622334539,24471.466624066525,24451.859273524286,173545.32864094299,173534.21725499659,173536.06584304207
0.00043033104215848688,24418.832645983137,24428.75427380576,24409.181201995627,172742.51934701164,172731.45958137338,172733.29959392414
0.00043680728614103821,24375.266594374101,24385.170493692232,24365.632400226244,171938.78394731213,171927.77586270805,171929.60728965671
0.00044338099401072003,24330.823931008737,24340.709744964013,24321.207333919177,171134.2662612352,171123.30990920786,171125.13274197004
0.0004500536325450836,24285.499822376434,24295.367192132784,24275.901171487974,170329.13958790404,170318.23500891958,170320.04924074921
0.00045682669059587142,24239.290182135843,24249.138747182908,24229.709828220017,169523.6026359793,169512.74985779444,169514.55548405708
0.00046370167942122074,24192.191716018802,24202.021114493597,24182.630011162953,168717.87537376129,168707.07441005862,168708.87142845872
0.0004706801330228659,24144.201967337263,24154.011836364407,24134.659264613547,167912.19485917009,167901.44570846166,167903.2341192262
0.00047776360848841956,24095.319362958293,24105.109339008828,24085.796016074441,167106.81110458128,167096.11374937595,167097.8935553937
0.00048495368633880105,24045.54325959726,24055.312978866379,24036.039622529162,166301.98302612611,166291.33743235958,166293.10863927726
0.00049225197088089334,23994.873990263721,24004.623089067289,23985.390416869595,165497.9745212167,165487.3806379314,165489.1432542078
0.00049966009056551122,23943.312910677869,23953.041025867766,23933.849754293977,164695.05071195611,164684.50847122443,164686.2625081439
0.00050717969835075284,23890.862445458457,23900.56921485679,23881.42005847675,163893.47438602982,163882.98370310458,163884.72917475417
0.00051481247207081963,23837.526133865867,23847.211196717828,23828.104867293394,163093.50266082719,163083.06343450688,163084.80035771581
0.00052256011481039018,23783.308674865832,23792.971672310618,23773.908877866423,162295.38389111898,162284.99600431207,162286.72439855995
0.00053042435528462468,23728.215971261227,23737.856546821084,23718.837990679684,161499.35483575042,161489.01815622096,161490.73804351423
0.00053840694822488854,23672.255172620709,23681.872972707468,23662.899352490069,160705.63809458341,160695.35247586214,160697.0638805842
0.0005465096747702845,23615.434716714928,23625.029391153086,23606.101397747283,159914.43982339738,159904.20510583819,159905.90805457567
0.00055473434286507095,23557.764369151599,23567.335571717926,23548.453888213349,159125.9477316087,159115.76374357511,159117.45826492138
0.00056308278766206829,23499.255260883656,23508.802649861613,23489.967950455844,158340.3293654701,158330.19592463149,158331.88204897213
0.00057155687193213096,23439.919923245681,23449.443161994324,23430.656110870506,157557.73067777237,157547.64759249164,157549.32535177571
0.00058015848647978213,23379.77232015687,23389.271077692807,23370.532327871595,156778.27488389064,156768.24195468472,156769.91138218372
0.00058888955056510782,23318.827877112868,23328.301828703923,23309.612020872039,156002.06160315429,155992.07862421239,155993.7397542682
0.00059775201233199632,23257.103506571912,23266.552334341082,23247.912095659827,155229.16628388577,155219.23304462089,155220.88591238993
0.00060674784924282107,23194.617629328033,23204.041022866208,23185.450965762539,154459.63990985238,154449.75619647402,154451.40083766752
0.00061587906851967166,23131.390191450406,23140.787848435884,23122.248569380154,153693.50898525424,153683.67458234119,153685.3110329645
0.00062514770759221881,23067.442676357401,23076.814303180341,23058.32638145435,152930.7757945722,152920.99048662873,152922.61878272437
0.00063455583455232034,23002.798111585937,23012.143423975562,22993.707420435036,152171.41893257038,152161.68250554777,152163.30268294463
0.00064410554861547354,22937.48106980943,22946.799793461469,22928.416249298141,151415.39409840864,151405.70634117647,151407.31843524551
0.00065379898058920698,22871.51766365597,22880.809534858228,22862.478970365708,150662.63514615467,150652.99585190392,150654.5998973276
0.00066363829334852129,22804.935533877258,22814.200300130233,22795.923213479633,149913.05538196932,149903.46434953279,149905.06038008575
0.00067362568231849041,22737.763830423148,22747.001251052825,22728.778117083526,149166.54909589692,149157.00613097014,149158.59417931881
0.0006837633759641204,22670.033185984175,22679.24303274426,22661.074301776014,148422.99331357158,148413.49822982162,148415.07832734048
0.00069405363628758027,22601.775681576764,22610.957739236841,22592.843835909378,147682.24975029117,147672.80237034059,147674.37454695051
0.00070449875933292143,22533.024803762666,22542.178870678792,22524.120192825943,146944.16694691667,146934.76710318908,146936.33138721745
0.00071510107569838744,22463.815393116121,22472.941281780633,22454.938199345695,146208.58256398092,146199.23009940103,146200.78651746732
0.00072586295105643334,22394.183583580438,22403.28112114712,22385.333975147012,145475.32580737671,145466.02057591124,145467.5691528382
0.00073678678668157786,22324.166732389334,22333.235761169795,22315.344862715356,144744.21995609417,144734.96182313448,144736.5025818852
0.0007478750199861893,22253.803340267594,22262.843718195603,22245.009347575935,144015.08495985804,144005.87380243291,144007.40676407708
0.00075913012506434495,22183.132961673844,22192.144562732799,22174.366968571827,143287.7400722118,143278.57577903243,143280.10096273909
0.00077055461324386856,22112.196104900147,22121.178819510162,22103.458218003052,142562.00648277483,142552.88895411097,142554.40637717088
0.00078215103364667521,22041.034121904944,22049.98785726494,22032.324431503213,141837.70991110057,141828.63905848918,141830.14873636392
0.00079392197375755631,21969.689087823601,21978.613768204519,21961.007667597652,141114.68312389875,141105.65886969183,141107.16081608934
0.00080587006000151665,21898.203670176023,21907.099237160903,21889.55057696288,140392.76833740782,140383.79061416601,140385.28484114248
0.00081799795832980169,21826.620987874394,21835.487400540991,21817.996261490152,139671.81946746923,139662.88821721013,139664.37473529507
0.00083030837481474953,21754.984460223935,21763.821695266008,21746.388123345714,138951.70419138533,138942.81936470131,138944.29818304535
0.00084280405625358919,21683.337646207194,21692.145697990552,21674.769704319006,138232.30578796726,138223.46734302281,138224.93846956413
0.00085548779078132501,21611.724074447542,21620.502954996751,21603.184515853231,137513.52472524732,137504.73262667665,137506.19606832493
0.0008683624084928523,21540.187064358237,21548.936803270706,21531.675860265241,136795.2799691557,136786.53418687498,136787.98994970878
0.00088143078207442811,21468.769539100289,21477.490183384522,21460.286643777297,136077.50999092794,136068.81049888374,136070.2585883587
0.00089469582744464485,21397.513831095828,21406.205444930318,21389.059182107652,135360.17345608267,135351.52023095547,135352.96065211992
0.00090816050440505839,21326.461480969716,21335.124145380167,21318.034999491203,134643.24958333853,134634.64260322429,134636.0753609383
0.00092182781730059966,21255.653030922142,21264.286843374965,21247.254622134435,133926.73816774695,133918.17741083639,133919.6025099908
0.00093570081568992503,21185.127813668965,21193.732887578608,21176.75736723865,133210.65926841006,133202.1447116886,133203.56215742143
0.00094978259502586347,21114.923738217065,21123.500202366587,21106.581128860438,132495.05256733714,132486.58418532528,132487.99398323041
0.00096407629734609546,21045.077073876735,21053.625071750375,21036.762162009378,131779.97641206591,131771.55417562235,131772.9563319477
