r_bohr,rho_e_bohr3__Ni_qm1_mult2_ning2022,rho_e_bohr3__Ni_q0_mult3_nist,rho_e_bohr3__Ni_qp1_mult2_nist,rho_e_bohr3__Pd_qm1_mult2_ning2022,rho_e_bohr3__Pd_q0_mult1_nist,rho_e_bohr3__Pd_qp1_mult2_nist
0.00097858511197422668,20975.622234040231,20984.141923068313,20967.334866512094,131065.50656050441,131057.13043570904,131058.52495754228
0.00099331227623142108,20906.59156138156,20915.083112097927,20898.331572296935,130351.73465188587,130343.40459902032,130344.79149445746
0.0010082610761587313,20838.01511624876,20846.478711362251,20829.782327870031,129638.7664326162,129630.48240525951,129631.86168355434
0.0010234348472503106,20769.920470128309,20778.356303510489,20761.714693861351,128926.7197700314,128918.48171428246,128919.85338597529
0.001038836975197654,20702.332506156883,20710.740781748496,20694.153543615248,128215.72249055255,128207.53034439156,128208.89442141443
0.0010544708966450354,20635.273228735739,20643.654159375968,20627.120872880227,127505.91008136516,127497.76377416239,127499.12026991956
0.0010703400999563268,20568.761584366544,20577.115390549334,20560.635620715511,126797.42329649824,126789.32274867635,126790.67167809987
0.0010864481259933445,20502.813295869306,20511.140204432646,20494.713503774627,126090.40570904076,126082.35083189428,126083.69221147281
0.0011027985689059134,20437.440712162206,20445.740954916073,20429.366866144424,125385.0012511903,125376.99194686298,125378.32579464452
0.0011193950769338254,20372.652675774043,20380.926488074714,20364.604546910043,124681.35178295118,124673.38794456905,124674.7142801376
0.001136241353220863,20308.454410224425,20316.702029503242,20300.431767579532,123979.59472863366,123971.67624058982,123972.99508501685
0.001153341156641069,20244.847429336696,20253.069093591657,20236.85004143259,123279.86081794035,123271.98755632443,123273.29893209643
0.0011706983026374637,20181.829470445882,20190.025416706518,20173.857106754826,122582.27196547372,122574.44379863705,122575.74772956039
0.0011883166640733721,20119.394453324399,20127.56491609992,20111.446885779711,121886.9393190569,121879.15610830377,121880.45261938832
0.0012062001720965659,20057.532466472952,20065.677676194795,20049.609470984829,121193.96150346291,121186.22310385271,121187.51222117766
0.0012243528170164176,19996.229782207003,20004.349963677836,19988.331140172322,120503.4230820915,120495.72934334101,120497.01109390307
0.0012427786491942471,19935.468901718596,19943.564272579519,19927.594401512724,119815.39325495191,119807.74402241949,119809.01843396862
0.0012614817799470673,19875.22863100058,19883.299400229418,19867.378069439263,119129.9248070795,119122.31992281746,119123.5870236802
0.0012804663824649387,19815.484188194518,19823.530554647768,19807.657371953035,118447.0533173305,118439.49262118807,118440.75244008328
0.0012997366927421236,19756.20734256284,19764.229493574258,19748.404089540265,117766.79663343163,117759.27996419059,117760.53253003964
0.0013192970105222483,19697.366584896474,19705.364694944954,19689.586725512425,117089.1546152479,117081.68181177505,117082.92715350888
0.0013391517002577067,19638.927328753249,19646.901558212681,19631.170707164973,116414.10914451524,116406.68004691412,116407.91819328068
0.0013593051920834794,19580.852141489333,19588.802635472508,19573.118616717416,115741.62439578153,115734.2388465266,115735.46982590127
0.0013797619828056305,19523.101003599251,19531.027890906989,19515.390450550512,115071.64736000272,115064.30520503869,115065.52904524124
0.0014005266369046662,19465.631594429327,19473.534986616276,19457.943904806907,114404.10860916565,114396.80969895961,114398.02642707771
0.001421603787553994,19408.399601884914,19416.279592450905,19400.734684975629,113738.92328742731,113731.66747795495,113732.87712017988
0.0014429981376537203,19351.359053319455,19359.215717035633,19343.716836650252,113075.99231157071,113068.77946522702,113069.98204670212
0.0014647144608799947,19294.462664387473,19302.296056764309,19286.843094244028,112415.20376108028,112408.03374750039,112409.22929218345
0.0014867576027501469,19237.66220227303,19245.472359175925,19230.065244074427,111756.43443581331,111749.30713259314,111750.49566313688
0.0015091324817038639,19180.908859378374,19188.695796795269,19173.334497904147,111099.55155711788,111092.46685042615,111093.64838807608
0.0015318440902006279,19124.153633289214,19131.917347252729,19116.601872755982,110444.41458632669,110437.37237140024,110438.54693591272
0.0015548974958336681,19067.347708628913,19075.08817529356,19059.818572616103,109790.87713287293,109783.87731438916,109785.0449239696
0.0015782978424606917,19010.4428362832,19018.16001215703,19002.936367508657,109138.78892285856,109131.83141518266,109132.99208644444
0.0016020503513516165,18953.391705429232,18961.085527756426,18945.907965377766,108487.99779781894,108481.0825251223,108482.23627306872
0.0016261603223535783,18896.148303838818,18903.818691128909,18888.687372248314,107838.35171270004,107831.47860895112,107832.62544697686
0.0016506331350734831,18838.668262052681,18846.315114749556,18831.230236264084,107189.70070175995,107182.86971058944,107184.00965050459
0.0016754742500783427,18780.90917723834,18788.532378520911,18773.494171417595,106541.89878127616,106535.1098557199,106536.24290779396
0.0017006892101136758,18722.830912847723,18730.430329552255,18715.439057089265,105894.8057586176,105888.05886074486,105889.18503376973
0.0017262836413402577,18664.39587057742,18671.971354230496,18657.027309900215,105248.28891847224,105241.58401890486,105242.70332027682
0.0017522632545894682,18605.569231595829,18613.120619545134,18598.224124843997,104602.2245588197,104595.56163615451,104596.67407197237
0.001778633846637535,18546.319164528068,18553.846281157756,18538.997683189456,103956.49935161625,103949.87839176002,103950.98396693738
0.0018054013014989641,18486.616998268339,18494.119656284485,18479.319325224751,103311.0115060955,103304.4325015262,103305.53121991703
0.0018325715917394177,18426.437358305098,18433.915360076408,18419.163686528787,102665.67171606442,102659.13466503167,102660.22652956549
0.0018601507798083694,18365.758265881756,18373.211404820609,18358.508797092763,102020.40387651684,102013.90878219801,102014.99379502318
0.0018881450193918019,18304.561199955162,18311.989261923496,18297.336143254346,101375.14555925092,101368.69242887631,101369.77059150822
0.0019165605567852601,18242.831122540294,18250.233887265826,18235.630693032377,100729.84824184419,100723.43708580863,100724.50839928066
0.0019454037322875852,18180.556468622002,18187.933711110207,18173.380886042876,100084.47728923096,100078.10812020762,100079.17258522133
0.001974680981615606,18117.729102359837,18125.080594287734,18110.578589721204,99439.011692105123,99432.684524175624,99433.742141249008
0.0020043988373401223,18054.344241791092,18061.669752870519,18047.219024055132,98793.443571314245,98787.158419132116,98788.209188742156
0.0020345639303435132,17990.400354641908,17997.699653940141,17983.300657437321,98147.77746219968,98141.534340199665,98142.578262917188
0.0020651829912992671,17925.899028173269,17933.171885380558,17918.825076562884,97502.029397321065,97495.828318988351,97496.865395602974
0.0020962628521737784,17860.844816213634,17868.0910028484,17853.796833522883,96856.225810078919,96850.066787288655,96851.097018922635
0.0021278104477507583,17795.245066660369,17802.464357203906,17788.223273373798,96210.402285287302,96204.285327724312,96205.30871593245
0.0021598328171785752,17729.109732766625,17736.301905721222,17722.114345499707,95564.602185659023,95558.527300327114,95559.543847182038
0.0021923371055408776,17662.451171478257,17669.616010342783,17655.482402028778,94918.875185372308,94912.842376196844,94913.852084359023
0.0022253305654508742,17595.283931948768,17602.42122610829,17588.341986432195,94273.27574332396,94267.285010853258,94268.28788362394
0.0022588205586695875,17527.624537156582,17534.734082682764,17520.709615228061,93627.861549317488,93621.912890523046,93622.908931881539
0.0022928145577484631,17459.491261286341,17466.572861647277,17452.603555450853,92982.691976275149,92976.785384452509,92977.774599075929
0.0023273201476967146,17390.903905233288,17397.957371911772,17384.043600244746,92337.82657062111,92331.962035386678,92332.94442865398
0.0023623450276737466,17321.883572260882,17328.90872528121,17315.050844610454,91693.323611303189,91687.501118683314,91688.476696664118
0.002397897012707045,17252.452445504212,17259.449113868279,17245.647462996603,91049.238765562419,91043.458298168887,91044.427067597193
0.0024339840354359386,17182.633568679586,17189.601590713533,17175.856490096321,90405.623866624461,90399.885403907887,90400.847372143209
0.0024706141478815879,17112.450631049007,17119.389854662153,17105.70160589704,89762.525835049251,89756.829353621404,89757.784528598422
0.0025077955232436088,17041.927757408961,17048.838040267186,17035.206925752598,89119.985761670716,89114.331235685444,89115.279625853174
0.0025455364577237549,16971.089303634395,16977.970513250013,16964.396796008219,88478.038165975013,88472.425567556013,88473.367181808979
0.0025838453723770159,16899.959658119111,16906.811671859843,16893.295595519776,87836.71043954388,87831.139739247592,87832.074586852119
0.0026227308149906047,16828.563049315726,16835.385754334911,16821.92754327002,87196.022479917869,87190.49364721954,87191.421737734316
0.0026622014619912,16756.923359493019,16763.716652584146,16750.316512199828,86555.986516028686,86550.499519819045,86551.420863014675
0.0027022661203808915,16685.063944794445,16691.827732172012,16678.48584933814,85916.607122298417,85911.161931378592,85912.076537156972
0.0027429337297022842,16613.007461693916,16619.741658703548,16606.458202326583,85277.881414683972,85272.477998247254,85273.385876563058
0.0027842133640331493,16540.775699998125,16547.480230758512,16534.255352487962,84639.799418423092,84634.437746513067,84635.338907298079
0.0028261142340110998,16468.389422631,16475.064219610504,16461.898054674366,84002.344594068854,83997.024638001647,83997.919091096002
0.0028686456888887524,16395.868212547106,16402.513216077805,16389.405884241325,83365.49450560991,83360.216238354653,83361.103993443452
0.0029118172186198021,16323.230327247915,16329.845484980346,16316.79709162164,82729.221612106601,82723.985008613236,82724.866075172264
0.0029556384559764849,16250.492561509145,16257.077827810999,16244.088465107279,82093.494162323186,82088.299199792804,82089.173587043828
0.0030001191786989383,16177.670119060505,16184.225454363048,16171.295202579935,81458.2771703334,81453.12382842545,81453.991545300392
0.0030452693116768633,16104.77649408433,16111.301864180361,16098.430793056648,80823.533449003953,80818.421709975984,80819.282765093332
0.0030910989291640751,16031.823363508058,16038.318738806163,16025.506909024949,80189.224677629682,80184.1545264093,80185.008928060532
0.0031376182570263169,15958.820491154785,15965.285845894346,15952.533310631388,79555.312479800632,79550.283903986448,79551.131660134444
0.0031848376750229506,15885.775644877955,15892.210956310484,15879.517762848966,78921.759487804229,78916.772477598977,78917.613595887335
0.0032327677191229878,15812.694527840838,15819.099775383416,15806.465966783831,78288.530370523891,78283.584918601235,78284.41940637349
0.0032814190838559251,15739.580725103522,15745.955889470497,15733.381506283318,77655.592802861371,77650.68890417002,77651.516768500136
0.0033308026246980081,15666.435666649113,15672.780728968839,15660.265810976745,77022.918356173061,77018.056007683481,77018.877255414845
0.0033809293604944077,15593.258607916297,15599.573548840026,15587.118136815498,76390.483291071054,76385.662491471303,76386.477129264356
0.0034318104759177991,15520.046628806418,15526.331427617009,15513.935565080395,75758.269236161461,75753.489985509179,75754.298019895548
0.003483457323963989,15446.794652000604,15453.049285728837,15440.713020691388,75126.263738852518,75121.526038191805,75122.3274756342
0.0035358814284851053,15373.495481257556,15379.719923814217,15367.44331049,74494.460677231575,74489.764528183165,74490.559375140336
0.0035890944867608536,15300.13986016665,15306.334081498888,15294.117181968981,73862.860525137163,73858.205929471558,73858.994192464714
0.0036431083721085228,15226.716551606176,15232.880516886338,15220.723402698797,73231.470465870458,73226.857425074224,73227.639110755408
0.0036979351365322762,15153.212437906073,15159.346106761723,15147.248860450498,72600.304353462067,72595.732868305873,72596.507983525575
0.0037535870134122471,15079.612641441523,15085.715967234846,15073.678683741275,71969.382523931956,71964.852594051394,71965.621145924611
0.0038100764202341686,15005.900665091678,15011.973594256466,14999.996382237368,71338.731462488329,71334.243085986163,71335.005081953757
0.0038674159613600817,14932.058551692709,14938.101023136489,14926.184006143551,70708.383336018305,70703.936509095991,70704.691956982802
0.0039256184308406787,14858.067061299622,14864.079005878528,14852.222323394612,70078.375403428683,70073.970120056474,70074.719028122126
0.0039846968152700375,14783.905864754868,14789.887204827572,14778.091013146957,69448.749319327413,69444.385570958548,69445.127947941874
0.0040446642966832855,14709.553751748434,14715.504400815251,14703.768873756044,68819.550349096156,68815.228124431611,68815.963979586129
0.004105534255497899,14634.988851251544,14640.908713683686,14629.234043122502,68190.826515528432,68186.545800335924,68187.275143457766
0.0041673202734992115,14560.188861922445,14566.07783278544,14554.464229006408,67562.627698824304,67558.388475814732,67559.111317260642
0.0042300361368709091,14485.131289823166,14490.989254797571,14479.436946649674,66935.004712787355,66930.806961550086,66931.523312246514
0.0042936958392711302,14409.793690561524,14415.620525962473,14404.129760821945,66308.008380540705,66303.852077538104,66304.561948980743
0.0043583135849548033,14334.153912787031,14339.949485683414,14328.520529219797,65681.68863293597,65677.573751554592,65678.277155799311
0.0044239037919430275,14258.190339831719,14263.954508264025,14252.587644011717,65056.09365207782,65052.020162734108,65052.717112379745
0.0044904810952401649,14181.882126202989,14187.614739497851,14176.310268237165,64431.269081059028,64427.236951355066,64427.927459518178
0.0045580603500992665,14105.209425610265,14110.910324788121,14099.668563742707,63807.257319120166,63803.266514043426,63803.950594326816
0.0046266566353367206,14028.15360724421,14033.822625515317,14022.643907375572,63184.096919083,63180.14740124419,63180.825067699843
0.0046962852566967781,13950.697457130704,13956.334420473391,13945.219092257656,62561.822101126265,62557.913831027108,62558.585098115189
0.0047669617502666458,13872.825361550171,13878.430089364078,13867.378511132341,61940.462393857262,61936.595330180164,61937.260212725087
0.004838701885943042,13794.523469747601,13800.095775573245,13789.108319009927,61320.042410275462,61316.21651018683,61316.875023332257
0.0049115216709509271,13715.779833455032,13721.319525750527,13710.396572634882,60700.581762727015,60696.796982184154,60697.449141348348
0.0049854373534151111,13636.584521103156,13642.091404067438,13631.233344652315,60082.095117402045,60078.35141145598,60078.997232288661
0.0050604654259856887,13556.929705003702,13562.403579435459,13551.61081075577,59464.592385431868,59460.889708516552,59461.529206859472
0.0051366226295180353,13476.809720232681,13482.250384413388,13471.523308547316,58848.079044294675,58844.417350494223,58845.050542345911
0.005213925956808107,13396.221094424996,13401.628345014124,13390.967367320325,58232.556580110089,58228.935823396881,58229.562724883886
0.0052923926563840313,13315.16254819226,13320.536181122749,13309.94170847735,57618.023038582127,57614.443173018153,57615.063800372795
0.0053720402363547663,13233.634966386651,13238.974777748816,13228.447216805347,57004.473669887346,57000.934649783274,57001.549019329963
0.00545288646831659,13151.641340940188,13156.947127842326,13146.48688333766,56391.901650762324,56388.40343078952,56389.011558939543
0.0055349493913184654,13069.186686498295,13074.458247893117,13064.065721021136,55780.298865447709,55776.841400699202,55777.443303954948
0.005618247315887088,12986.27793052782,12991.515067994173,12981.190654867638,55169.656726032736,55166.239972030497,55166.835666999847
0.0057027988281124148,12902.923779999737,12908.126298470164,12897.870388689655,54559.967012119429,54556.590924767741,54557.180428187494
0.005788622793794768,12819.134567115772,12824.302275541406,12814.115250887948,53951.222709594105,53947.887245078338,53948.470573848055
0.0058757383626543537,12734.922076858913,12740.054788804289,12729.937022070339,53343.418828650421,53340.123943283106,53340.701114507792
0.0059641649726040356,12650.299359392497,12655.39689355424,12645.348747525073,52736.553182032949,52733.298832048953,52733.86986309143
0.0060539223540865047,12565.280530508036,12570.342711152456,12560.36453774745,52130.627105732288,52127.413247038858,52127.978155578967
0.0061450305344767269,12479.880563426683,12484.907220742964,12474.999360323625,51525.646106042434,51522.472693926378,51523.031498028176
0.0062375098425505437,12394.115075294347,12399.106045661094,12389.268826509971,50921.620418928578,50918.487407728448,50919.04012591303
0.0063313809130206193,12308.000111678262,12312.955237842667,12303.188975814832,50318.565470014233,50315.472812762586,50316.019464085883
0.0064266646911406537,12221.551932280208,12226.471063450532,12216.776061796079,49716.502226118915,49713.449874162325,49713.99047829592
0.0065233824373787897,12134.786800934307,12139.66979278715,12130.046342141744,49115.457432104449,49112.445334708507,49112.979912022645
0.0066215557321614455,12047.72078276398,12052.567497369693,12043.015875906825,48515.463729745854,48512.491833692533,48513.020405339696
0.0067212064806885475,11960.369551143793,11965.179856813858,11955.700330551012,47916.559658369762,47913.627907555143,47914.150495552502
0.0068223569178211211,11872.748206854954,11877.521977916291,11868.114801165148,47318.789540018348,47315.89787505765,47316.414502366919
0.0069250296130425396,11784.87111154888,11789.608228051144,11780.273644000092,46722.20325482011,46719.351612667175,46719.862303271068
0.0070292474754944465,11696.751737350167,11701.452084712542,11692.190326128559,46126.855915012638,46124.044228600433,46124.549007573543
0.0071350337590883502,11608.402534145498,11613.066002750242,11603.877292785743,45532.807448582505,45530.03564649036,45530.534540064036
0.0072424120676942653,11519.834815824543,11524.461300564981,11515.345853654409,44940.122105693576,44937.390111845496,44937.883147465218
0.0073514063604073736,11431.058666468172,11435.648066259419,11426.606089089397,44348.867902907237,44346.175636305765,44346.662842680671
0.0074620409568940159,11342.082867220764,11346.635084481451,11337.666777017959,43759.116021596099,43756.463396094463,43756.944803237442
0.0075743405428180107,11252.914844337851,11257.42978445163,11248.535341006991,43170.940177876895,43168.327101990872,43168.802741250067
0.0076883301753487513,11163.560638668439,11168.038209433911,11159.217819756483,42584.415981804777,42581.84235856474,42582.312262644948
0.0078040352887522027,11074.024896611447,11078.465007689236,11069.718858058468,41999.620303470139,41997.086030313352,41997.550233288159
0.0079214817000659108,10984.310882374863,10988.713444740541,10980.041719050394,41416.630663024938,41414.135631725832,41414.594169039883
0.0080406956148595492,10894.420511162658,10898.785436574006,10890.188317387785,40835.524660547497,40833.068757183406,40833.521665646214
0.0081617036330821468,10804.354402714071,10808.681603200866,10800.159272761417,40256.379460084994,40253.962565034075,40254.409882804684
0.0082845327549972043,10714.111954421542,10718.401341805797,10709.953982985207,39679.271340232568,39676.893328199272,39677.335094763388
0.0084092103872072388,10623.69143305266,10627.942918506895,10619.570715680937,39104.275321283421,39101.936061346845,39102.372317486617
0.0085357643487690097,10533.090083899773,10537.303577550269,10529.00671738376,38531.464876403057,38529.164232082272,38529.595019840541
0.0086642228774006392,10442.304255976233,10446.479666557716,10438.258338687916,37960.911731515873,37958.649560847713,37959.074923486689
0.0087946146357822733,10351.329541671936,10355.466776239515,10347.321173846296,37392.685755745581,37390.461911367529,37390.881893323764
0.0089269687179515753,10260.160929076399,10264.259892779724,10256.190213032371,36826.854941406113,36824.669270640014,36825.083917476484
0.0090613146557953269,10168.792964977578,10172.853560901607,10164.860005273873,36263.485469800347,36261.337814730869,36261.747173087424
0.0091976824256388579,10077.21992635393,10081.242055429433,10073.324829876419,35702.641856518974,35700.532054062249,35700.936171605368
0.0093361024549346461,9985.4359980017762,9989.4195589881201,9981.5788739800591,35144.387167636567,35142.315049594072,35142.713974966959
0.0094766056290514437,9893.43545378606,9897.3803433275007,9889.6164137379292,34588.783296229936,34586.748689324719,34587.142472098902
0.0096192232981657001,9801.2128388753918,9805.1189516312188,9797.4319964789465,34035.891287056482,34033.894012948113,34034.282703576951
0.0097639872842567241,9708.7631502310378,9712.6303790786878,9705.0206211251498,33485.771696064294,33483.811571340964,33484.195221116359
0.0099109298882069409,9616.0820125675964,9619.910248876693,9612.3779140827392,32938.484970690726,32936.561806837221,32936.94046784973
0.010060083897009181,9523.1658469976974,9526.9549809721357,9519.5002978200828,32394.091836642241,32392.20543998354,32392.579165086398
0.010211482591082422,9430.0120296194364,9433.7619507030067,9426.3851493925649,31852.653677044571,31850.80384866579,31851.172691443287
0.010365159751697465,9336.6190374050075,9340.3296347455362,9333.0309462738005,31314.232890479343,31312.419426123575,31312.783440863983
0.010521149668514545,9242.9865789060568,9246.6577418716897,9239.4373970095403,30778.893215452175,30777.115905398361,30777.475147071375
0.010679487147234355,9149.1157075045776,9152.7473262450185,9145.6055544242481,30246.700010231722,30244.958639155899,30245.313163394407
0.010840207517364062,9055.0089152079163,9058.6008812526961,9051.5379093794727,29717.720478701154,29716.014825523969,29716.36468861036
0.011003346640100361,8960.6702053072386,8964.2224121924228,8957.2384634040754,29192.023834814037,29190.353672539233,29190.698931395535
0.011168940916331159,8866.1051425879723,8869.6174865021057,8862.7127788854377,28669.681400388399,28668.046495936003,28668.3872081175
0.011337027294757529,8771.3208801895944,8774.7932606294198,8767.9680059190432,28150.766633228166,28149.166747266892,28149.502970959282
0.011507643280138032,8676.3261626525509,8679.758483078982,8673.0128853548431,27635.355084863029,27633.789971646653,27634.121765665477
0.011680826941657152,8581.1313051530142,8584.5234736376133,8577.8577280406535,27123.524289478497,27121.993696690035,27122.321120482495
0.011856616921419462,8485.7481493992564,8489.1000792519881,8482.5143707363859,26615.35358779307,26613.857256400992,26614.18037004918
0.012035052443071825,8390.189997135165,8393.5016075043259,8386.9961096441257,26110.923891661954,26109.461555791928,26109.780420017407
0.012216173320555333,8294.4715226549943,8297.7427390911362,8291.317612957715,25610.317396993465,25608.888783819009,25609.203459987515
0.012400019966988796,8198.6086661659156,8201.8394211420436,8195.4948142674311,25113.617254090153,25112.222083744255,25112.532633870982
0.012586633403686088,8102.6185102293193,8105.8087436108453,8099.54478905008,24620.907205730655,24619.545191240344,24619.851677994455
0.012776055269309219,8006.5191418581016,8009.6688013168623,8003.4856168203505,24132.271204154011,24130.942051399306,24131.244538108062
0.012968327829158943,7910.3295031348189,7913.4385445028984,7907.3362318075451,23647.793018570628,23646.496426267746,23646.794976919395
0.01316349398460542,7814.0692334367586,7817.1376209969658,7811.1162652421526,23167.555844882176,23166.291504590801,23166.586183836585
0.013361597282660663,7717.7585065037983,7720.7862132149985,7714.8458824871232,22691.641928961712,22690.409525115676,22690.700398270237
0.013562681925695179,7621.417865658188,7624.4048733151267,7618.5456183214419,22220.132214122248,22218.931424081369,22219.218557121705
0.013766792781300611,7525.0680604823347,7528.0143598108689,7522.2362136809188,21753.106022324959,21751.936516446105,21752.219976009335
0.013973975392301023,7428.7298881808283,7431.6354788707995,7425.9384570810726,21290.640777280627,21289.502219005197,21289.782072384791
0.014184275986914843,7332.4240427012373,7335.2889333804997,7329.6730337955123,20832.811775933722,20831.703821888856,20831.980137029554
0.014397741489069527,7236.1709744690097,7238.9951826232209,7233.4603856438862,20379.692012949083,20378.614313058715,20378.887158550198
0.01461441952887166,7139.990763312393,7142.7743151563009,7137.3205839644706,19931.352060808011,19930.304258410913,19930.573703480542
0.014834358453234648,7043.9030068234197,7046.6459371301489,7041.2732180165112,19487.860006049981,19486.841738021485,19487.107852525871
0.015057607336666102,6947.9267260293018,6950.6290779250148,6945.3373006859147,19049.281440132865,19048.292337006602,19048.555191422336
0.015284215992217806,6852.0802898461307,6854.7421145778535,6849.5311929656273,18615.679501406092,18614.719187493596,18614.978852907087
0.015514234982600484,6756.3813593641171,6759.0027160490581,6753.8725482596383,18187.114962876694,18186.183056382019,18186.43960447847
0.015747715631465587,6660.8468525815624,6663.4278079464275,6658.3782771275173,17763.64635885238,17762.742471980026,17762.995975031277
0.015984710034857109,6565.4929297722538,6568.033557890938,6563.0645326541826,17345.330142230916,17344.453881285339,17344.704412136609
0.016225271072835751,6470.3349992484091,6472.835381286588,6467.9467162070287,16932.220863215378,16931.371828691768,16931.619460746857
0.016469452421277779,6375.3877428759824,6377.8479668505643,6373.0395029378105,16524.371359602479,16523.549146268633,16523.79395347321
0.016717308563851681,6280.6651603177716,6283.0853208788376,6278.3568860048526,16121.832948530617,16121.03714550012,16121.279202322858
0.016968894804175079,6186.1806306291091,6188.5608288712892,6183.9122381411562,15724.655609695532,15723.885800493921,15724.125181904603
0.017224267278154352,6091.9469895144503,6094.2873328240303,6089.7183888773416,15332.888150529838,15332.143913155171,15332.380694599447
0.017483482966510189,5997.9766202752007,6000.2772222182984,5995.7877154506659,14946.578344672555,14945.859251652875,14946.093509022718
0.017746599707491671,5904.2815562422256,5906.5425364984758,5902.1322451943315,14565.773036195258,14565.078654645506,14565.310464244936
0.018013676209781435,5810.873592292809,5813.0950766379337,5808.7637670080294,14190.518203450099,14189.848095131671,14190.07753363673
0.018284772065595277,5717.7644029022913,5719.9465232420271,5715.6939493608515,13820.858978006709,13820.212699392816,13820.439843805281
0.01855994776397896,5624.9656640778285,5627.1085585341498,5622.9344621750897,13456.839615890189,13456.216718240359,13456.441645834351
0.01883926470430481,5532.489176464811,5534.5929895147401,5530.4970998826648,13098.503420151939,13097.903449599113,13098.12623786011
0.01912278520997171,5440.3469869076216,5442.4118695733887,5438.3939029368776,12745.892615630783,12745.315113283987,12745.535839839507
0.019410572542311304,5348.5515057854609,5350.5776158738654,5346.6372751012586,12399.048178528996,12398.492680594782,12398.711423136509
0.019702690914703155,5257.1156175316646,5259.1031199192867,5255.240093925062,12058.009625072627,12057.475662997529,12057.692499194449
0.019999205506902651,5166.0527818800065,5168.0018488400419,5164.2158119497999,11722.814764985036,11722.301865621524,11722.516873023982
0.020300182479584514,5075.3771235654349,5077.2879351308202,5073.5785463751499,11393.499426734996,11393.007112532436,11393.220368466977
0.020605688989104903,4985.1035084356809,4986.9762527924513,4983.3431551415197,11070.097162477035,11069.624951698497,11069.836533154132
0.020915793202485957,4895.2476042035778,4897.0824781076772,4893.5252976596985,10752.638941252935,10752.186348218782,10752.396331724605
0.021230564312625873,4805.8259243836255,4807.6231335938191,4804.141478731779,10441.15283935482,10440.719374712649,10440.927836207655
0.02155007255373757,4716.8558543062427,4718.6156140252251,4715.2090745570367,10135.663736748385,10135.248907768806,10135.455922464713
0.021874389217019969,4628.3556584819835,4630.0781937977354,4626.7463400954985,9836.1930281290788,9835.7963390261903,9836.0019812640439
0.02220358666656521,4540.3444689906864,4542.030015309836,4538.7723974639748,9542.7583565515488,9542.3793088262901,9542.5836519282111
0.022537738355504836,4452.8422549865045,4454.4910584516156,4451.3072054556633,9255.3733766620699,9255.0114694665954,9255.2145855836152
0.022876918842399365,4365.8697738305527,4367.4820917135366,4364.3715106946293,8974.0475534127072,8973.7022839332058,8973.9042438909455
0.023221203807874496,4279.4485047783946,4281.0246058425928,4277.9867813520286,8698.7860007970085,8698.4568646525968,8698.6577377958602
0.02357067007150734,4193.600566547947,4195.1407313721347,4192.1751247490547,8429.5893636710025,8429.2758553257172,8429.4757093637381
0.023925395608967111,4108.3486204643787,4109.8531417225449,4106.9591905424559,8166.4537441714265,8166.155357356869,8166.3542582105438
0.024285459569413814,4023.7157612112414,4025.1849439029947,4022.3620615210079,7909.3706726792798,7909.0869008249992,7909.2849124777513
0.024650942293158375,3939.7253975013805,3941.1595591287273,3938.4071343255409,7658.3271217599513,7658.0574584292453,7658.2546427828083
0.025021925329588964,3856.4011252078503,3857.8005958952563,3855.1179926316813,7413.3055601008255,7413.0494994296296,7413.2459161661282
0.025398491455366868,3773.766595657451,3775.1317182131206,3772.5182754968987,7174.2840422191011,7174.0410793560795,7174.2367858075741
0.025780724692896433,3691.8453818813623,3693.1765117989125,3690.6315436651275,6941.236328668856,6941.0059602150777,6941.2010112416328
0.026168710329072552,3610.6608456358772,3611.9583510367193,3609.4811466409487,6714.1320306774023,6713.9137551244276,6714.1082030015714
0.026562534934310669,3530.2360079496102,3531.5002694674572,3529.0900932886034,6492.936772608613,6492.7300907741901,6492.9239850903286
0.02696228638186321,3450.5934258243151,3451.8248364343099,3449.4809285819347,6277.6123654031271,6277.4167808641314,6277.6101684284313
0.027368053867426263,3371.7550775173445,3372.9540423132867,3370.6756189324769,6068.1169841807277,6067.9320037032303,6068.1249284641226
0.027779927929041767,3293.7422585711929,3294.9091944951465,3292.695448260245,5864.4053434991411,5864.2304774659215,5864.4229804402539
0.028198000467299228,3216.5754904380087,3217.7108259673678,3215.5609266545398,5666.4288643262989,5666.2636271624187,5666.4557463748606
0.028622364765841003,3140.2744431839528,3141.3786179815215,3139.2917131091126,5474.1358275663069,5473.9797381633107,5474.1715085957258
0.029053115512176625,3064.8578733607583,3065.931337893845,3063.9065534187384,5287.4715099423647,5287.324092082149,5287.5155456321136
0.029490348818810401,2990.3435777128343,2991.3867928475624,2989.4232339053883,5106.3782991394182,5106.239081918573,5106.4302473662738
0.029934162244686455,2916.7483629597364,2917.7617995367968,2915.8585512138143,4930.7957862912908,4930.6643045467972,4930.855207529261
0.03038465481695703,2844.0880314680253,2845.0721698660418,2843.2282979908459,4760.6608351099221,4760.5366298470517,4760.727292838611
0.030841927053078349,2772.3773822170751,2773.3327119093424,2771.547263853211,4595.9076281475946,4595.7902469704932,4595.9806892683155
0.031306080983238546,2701.6302260799193,2702.5572451899707,2700.8292506655425,4436.467691804969,4436.3566893503939,4436.5469270637113
0.031777220173123628,2631.8594140936902,2632.7586289544479,2631.0871008037088,4282.2699027043409,4282.1648410786056,4282.3548871205157
0.032255449747025988,2563.0768770934501,2563.948801814121,2562.3327367780394,4133.2404789022767,4133.14092812119,4133.3307922016529
