z,symbol,charge,electron_count,configuration
74,W,44,30,[Ar] 3d10 4s2
74,W,45,29,[Ar] 3d10 4s1
74,W,46,28,[Ar] 3d10
74,W,47,27,[Ar] 3d9
74,W,48,26,[Ar] 3d8
74,W,49,25,[Ar] 3d7
74,W,50,24,[Ar] 3d6
74,W,51,23,[Ar] 3d5
74,W,52,22,[Ar] 3d4
74,W,53,21,[Ar] 3d3
74,W,54,20,[Ar] 3d2
74,W,55,19,[Ar] 3d1
74,W,56,18,[Ne] 3s2 3p6
74,W,57,17,[Ne] 3s2 3p5
74,W,58,16,[Ne] 3s2 3p4
74,W,59,15,[Ne] 3s2 3p3
74,W,60,14,[Ne] 3s2 3p2
74,W,61,13,[Ne] 3s2 3p1
74,W,62,12,[Ne] 3s2
74,W,63,11,[Ne] 3s1
74,W,64,10,1s2 2s2 2p6
74,W,65,9,1s2 2s2 2p5
74,W,66,8,1s2 2s2 2p4
74,W,67,7,1s2 2s2 2p3
74,W,68,6,1s2 2s2 2p2
74,W,69,5,1s2 2s2 2p1
74,W,70,4,1s2 2s2
74,W,71,3,1s2 2s1
74,W,72,2,1s2
74,W,73,1,1s1
75,Re,0,75,[Xe] 4f14 5d5 6s2
75,Re,1,74,[Xe] 4f14 5d5 6s1
75,Re,2,73,[Xe] 4f14 5d5
75,Re,3,72,[Xe] 4f14 5d4
75,Re,4,71,[Xe] 4f14 5d3
75,Re,5,70,[Xe] 4f14 5d2
75,Re,6,69,[Xe] 4f14 5d1
75,Re,7,68,[Xe] 4f14
75,Re,8,67,[Cd] 4f14 5p5
75,Re,9,66,[Cd] 4f14 5p4
75,Re,10,65,[Cd] 4f14 5p3
75,Re,11,64,[Cd] 4f14 5p2
75,Re,12,63,[Cd] 4f13 5p2
75,Re,13,62,[Cd] 4f14
75,Re,14,61,[Cd] 4f13
75,Re,15,60,[Cd] 4f12
75,Re,16,59,[Cd] 4f11
75,Re,17,58,[Kr] 4d10 4f12
75,Re,18,57,[Kr] 4d10 4f11
75,Re,19,56,[Kr] 4d10 4f10
75,Re,20,55,[Kr] 4d10 4f9
75,Re,21,54,[Kr] 4d10 4f8
75,Re,22,53,[Kr] 4d10 4f7
75,Re,23,52,[Kr] 4d10 4f6
75,Re,24,51,[Kr] 4d10 4f5
75,Re,25,50,[Kr] 4d10 4f4
75,Re,26,49,[Kr] 4d10 4f3
75,Re,27,48,[Kr] 4d10 4f2
75,Re,28,47,[Kr] 4d10 4f1
75,Re,29,46,[Kr] 4d10
75,Re,30,45,[Kr] 4d9
75,Re,31,44,[Kr] 4d8
75,Re,32,43,[Kr] 4d7
75,Re,33,42,[Kr] 4d6
75,Re,34,41,[Kr] 4d5
75,Re,35,40,[Kr] 4d4
75,Re,36,39,[Kr] 4d3
75,Re,37,38,[Kr] 4d2
75,Re,38,37,[Kr] 4d1
75,Re,39,36,[Ar] 3d10 4s2 4p6
75,Re,40,35,[Ar] 3d10 4s2 4p5
75,Re,41,34,[Ar] 3d10 4s2 4p4
75,Re,42,33,[Ar] 3d10 4s2 4p3
75,Re,43,32,[Ar] 3d10 4s2 4p2
75,Re,44,31,[Ar] 3d10 4s2 4p1
75,Re,45,30,[Ar] 3d10 4s2
75,Re,46,29,[Ar] 3d10 4s1
75,Re,47,28,[Ar] 3d10
75,Re,48,27,[Ar] 3d9
75,Re,49,26,[Ar] 3d8
75,Re,50,25,[Ar] 3d7
75,Re,51,24,[Ar] 3d6
75,Re,52,23,[Ar] 3d5
75,Re,53,22,[Ar] 3d4
75,Re,54,21,[Ar] 3d3
75,Re,55,20,[Ar] 3d2
75,Re,56,19,[Ar] 3d1
75,Re,57,18,[Ne] 3s2 3p6
75,Re,58,17,[Ne] 3s2 3p5
75,Re,59,16,[Ne] 3s2 3p4
75,Re,60,15,[Ne] 3s2 3p3
75,Re,61,14,[Ne] 3s2 3p2
75,Re,62,13,[Ne] 3s2 3p1
75,Re,63,12,[Ne] 3s2
75,Re,64,11,[Ne] 3s1
75,Re,65,10,1s2 2s2 2p6
75,Re,66,9,1s2 2s2 2p5
75,Re,67,8,1s2 2s2 2p4
75,Re,68,7,1s2 2s2 2p3
75,Re,69,6,1s2 2s2 2p2
75,Re,70,5,1s2 2s2 2p1
75,Re,71,4,1s2 2s2
75,Re,72,3,1s2 2s1
75,Re,73,2,1s2
75,Re,74,1,1s1
76,Os,0,76,[Xe] 4f14 5d6 6s2
76,Os,1,75,[Xe] 4f14 5d6 6s1
76,Os,2,74,[Xe] 4f14 5d6
76,Os,3,73,[Xe] 4f14 5d5
76,Os,4,72,[Xe] 4f14 5d4
76,Os,5,71,[Xe] 4f14 5d3
76,Os,6,70,[Xe] 4f14 5d2
76,Os,7,69,[Xe] 4f14 5d1
76,Os,8,68,[Xe] 4f14
76,Os,9,67,[Cd] 4f14 5p5
76,Os,10,66,[Cd] 4f14 5p4
76,Os,11,65,[Cd] 4f14 5p3
76,Os,12,64,[Cd] 4f14 5p2
76,Os,13,63,[Cd] 4f13 5p2
76,Os,14,62,[Cd] 4f14
76,Os,15,61,[Cd] 4f13
76,Os,16,60,[Cd] 4f12
76,Os,17,59,[Kr] 4d10 4f12 5s1
76,Os,18,58,[Kr] 4d10 4f12
76,Os,19,57,[Kr] 4d10 4f11
76,Os,20,56,[Kr] 4d10 4f10
76,Os,21,55,[Kr] 4d10 4f9
76,Os,22,54,[Kr] 4d10 4f8
76,Os,23,53,[Kr] 4d10 4f7
76,Os,24,52,[Kr] 4d10 4f6
76,Os,25,51,[Kr] 4d10 4f5
76,Os,26,50,[Kr] 4d10 4f4
76,Os,27,49,[Kr] 4d10 4f3
76,Os,28,48,[Kr] 4d10 4f2
76,Os,29,47,[Kr] 4d10 4f1
76,Os,30,46,[Kr] 4d10
76,Os,31,45,[Kr] 4d9
76,Os,32,44,[Kr] 4d8
76,Os,33,43,[Kr] 4d7
76,Os,34,42,[Kr] 4d6
76,Os,35,41,[Kr] 4d5
76,Os,36,40,[Kr] 4d4
76,Os,37,39,[Kr] 4d3
76,Os,38,38,[Kr] 4d2
76,Os,39,37,[Kr] 4d1
76,Os,40,36,[Ar] 3d10 4s2 4p6
76,Os,41,35,[Ar] 3d10 4s2 4p5
76,Os,42,34,[Ar] 3d10 4s2 4p4
76,Os,43,33,[Ar] 3d10 4s2 4p3
76,Os,44,32,[Ar] 3d10 4s2 4p2
76,Os,45,31,[Ar] 3d10 4s2 4p1
76,Os,46,30,[Ar] 3d10 4s2
76,Os,47,29,[Ar] 3d10 4s1
76,Os,48,28,[Ar] 3d10
76,Os,49,27,[Ar] 3d9
76,Os,50,26,[Ar] 3d8
76,Os,51,25,[Ar] 3d7
76,Os,52,24,[Ar] 3d6
76,Os,53,23,[Ar] 3d5
76,Os,54,22,[Ar] 3d4
76,Os,55,21,[Ar] 3d3
76,Os,56,20,[Ar] 3d2
76,Os,57,19,[Ar] 3d1
76,Os,58,18,[Ne] 3s2 3p6
76,Os,59,17,[Ne] 3s2 3p5
76,Os,60,16,[Ne] 3s2 3p4
76,Os,61,15,[Ne] 3s2 3p3
76,Os,62,14,[Ne] 3s2 3p2
76,Os,63,13,[Ne] 3s2 3p1
76,Os,64,12,[Ne] 3s2
76,Os,65,11,[Ne] 3s1
76,Os,66,10,1s2 2s2 2p6
76,Os,67,9,1s2 2s2 2p5
76,Os,68,8,1s2 2s2 2p4
76,Os,69,7,1s2 2s2 2p3
76,Os,70,6,1s2 2s2 2p2
76,Os,71,5,1s2 2s2 2p1
76,Os,72,4,1s2 2s2
76,Os,73,3,1s2 2s1
76,Os,74,2,1s2
76,Os,75,1,1s1
77,Ir,0,77,[Xe] 4f14 5d7 6s2
77,Ir,1,76,[Xe] 4f14 5d7 6s1
77,Ir,2,75,[Xe] 4f14 5d7
77,Ir,3,74,[Xe] 4f14 5d6
77,Ir,4,73,[Xe] 4f14 5d5
77,Ir,5,72,[Xe] 4f14 5d4
77,Ir,6,71,[Xe] 4f14 5d3
77,Ir,7,70,[Xe] 4f14 5d2
77,Ir,8,69,[Xe] 4f14 5d1
77,Ir,9,68,[Xe] 4f14
77,Ir,10,67,[Cd] 4f14 5p5
77,Ir,11,66,[Cd] 4f14 5p4
77,Ir,12,65,[Cd] 4f14 5p3
77,Ir,13,64,[Cd] 4f14 5p2
77,Ir,14,63,[Cd] 4f14 5p1
77,Ir,15,62,[Cd] 4f14
77,Ir,16,61,[Cd] 4f13
77,Ir,17,60,[Cd] 4f12
77,Ir,18,59,[Kr] 4d10 4f12 5s1
77,Ir,19,58,[Kr] 4d10 4f12
77,Ir,20,57,[Kr] 4d10 4f11
77,Ir,21,56,[Kr] 4d10 4f10
77,Ir,22,55,[Kr] 4d10 4f9
77,Ir,23,54,[Kr] 4d10 4f8
77,Ir,24,53,[Kr] 4d10 4f7
77,Ir,25,52,[Kr] 4d10 4f6
77,Ir,26,51,[Kr] 4d10 4f5
77,Ir,27,50,[Kr] 4d10 4f4
77,Ir,28,49,[Kr] 4d10 4f3
77,Ir,29,48,[Kr] 4d10 4f2
77,Ir,30,47,[Kr] 4d10 4f1
77,Ir,31,46,[Kr] 4d10
77,Ir,32,45,[Kr] 4d9
77,Ir,33,44,[Kr] 4d8
77,Ir,34,43,[Kr] 4d7
77,Ir,35,42,[Kr] 4d6
77,Ir,36,41,[Kr] 4d5
77,Ir,37,40,[Kr] 4d4
77,Ir,38,39,[Kr] 4d3
77,Ir,39,38,[Kr] 4d2
77,Ir,40,37,[Kr] 4d1
77,Ir,41,36,[Ar] 3d10 4s2 4p6
77,Ir,42,35,[Ar] 3d10 4s2 4p5
77,Ir,43,34,[Ar] 3d10 4s2 4p4
77,Ir,44,33,[Ar] 3d10 4s2 4p3
77,Ir,45,32,[Ar] 3d10 4s2 4p2
77,Ir,46,31,[Ar] 3d10 4s2 4p1
77,Ir,47,30,[Ar] 3d10 4s2
77,Ir,48,29,[Ar] 3d10 4s1
77,Ir,49,28,[Ar] 3d10
77,Ir,50,27,[Ar] 3d9
77,Ir,51,26,[Ar] 3d8
77,Ir,52,25,[Ar] 3d7
77,Ir,53,24,[Ar] 3d6
77,Ir,54,23,[Ar] 3d5
77,Ir,55,22,[Ar] 3d4
77,Ir,56,21,[Ar] 3d3
77,Ir,57,20,[Ar] 3d2
77,Ir,58,19,[Ar] 3d1
77,Ir,59,18,[Ne] 3s2 3p6
77,Ir,60,17,[Ne] 3s2 3p5
77,Ir,61,16,[Ne] 3s2 3p4
77,Ir,62,15,[Ne] 3s2 3p3
77,Ir,63,14,[Ne] 3s2 3p2
77,Ir,64,13,[Ne] 3s2 3p1
77,Ir,65,12,[Ne] 3s2
77,Ir,66,11,[Ne] 3s1
77,Ir,67,10,1s2 2s2 2p6
77,Ir,68,9,1s2 2s2 2p5
77,Ir,69,8,1s2 2s2 2p4
77,Ir,70,7,1s2 2s2 2p3
77,Ir,71,6,1s2 2s2 2p2
77,Ir,72,5,1s2 2s2 2p1
77,Ir,73,4,1s2 2s2
77,Ir,74,3,1s2 2s1
77,Ir,75,2,1s2
77,Ir,76,1,1s1
78,Pt,0,78,[Xe] 4f14 5d9 6s1
78,Pt,1,77,[Xe] 4f14 5d9
78,Pt,2,76,[Xe] 4f14 5d8
78,Pt,3,75,[Xe] 4f14 5d7
78,Pt,4,74,[Xe] 4f14 5d6
78,Pt,5,73,[Xe] 4f14 5d5
78,Pt,6,72,[Xe] 4f14 5d4
78,Pt,7,71,[Xe] 4f14 5d3
78,Pt,8,70,[Xe] 4f14 5d2
78,Pt,9,69,[Xe] 4f14 5d1
78,Pt,10,68,[Xe] 4f14
78,Pt,11,67,[Cd] 4f14 5p5
78,Pt,12,66,[Cd] 4f14 5p4
78,Pt,13,65,[Cd] 4f14 5p3
78,Pt,14,64,[Cd] 4f14 5p2
78,Pt,15,63,[Cd] 4f14 5p1
78,Pt,16,62,[Cd] 4f14
78,Pt,17,61,[Cd] 4f13
78,Pt,18,60,[Cd] 4f12
78,Pt,19,59,[Kr] 4d10 4f12 5s1
78,Pt,20,58,[Kr] 4d10 4f12
78,Pt,21,57,[Kr] 4d10 4f11
78,Pt,22,56,[Kr] 4d10 4f10
78,Pt,23,55,[Kr] 4d10 4f9
78,Pt,24,54,[Kr] 4d10 4f8
78,Pt,25,53,[Kr] 4d10 4f7
78,Pt,26,52,[Kr] 4d10 4f6
78,Pt,27,51,[Kr] 4d10 4f5
78,Pt,28,50,[Kr] 4d10 4f4
78,Pt,29,49,[Kr] 4d10 4f3
78,Pt,30,48,[Kr] 4d10 4f2
78,Pt,31,47,[Kr] 4d10 4f1
78,Pt,32,46,[Kr] 4d10
78,Pt,33,45,[Kr] 4d9
78,Pt,34,44,[Kr] 4d8
78,Pt,35,43,[Kr] 4d7
78,Pt,36,42,[Kr] 4d6
78,Pt,37,41,[Kr] 4d5
78,Pt,38,40,[Kr] 4d4
78,Pt,39,39,[Kr] 4d3
78,Pt,40,38,[Kr] 4d2
78,Pt,41,37,[Kr] 4d1
78,Pt,42,36,[Ar] 3d10 4s2 4p6
78,Pt,43,35,[Ar] 3d10 4s2 4p5
78,Pt,44,34,[Ar] 3d10 4s2 4p4
78,Pt,45,33,[Ar] 3d10 4s2 4p3
78,Pt,46,32,[Ar] 3d10 4s2 4p2
78,Pt,47,31,[Ar] 3d10 4s2 4p1
78,Pt,48,30,[Ar] 3d10 4s2
78,Pt,49,29,[Ar] 3d10 4s1
78,Pt,50,28,[Ar] 3d10
78,Pt,51,27,[Ar] 3d9
78,Pt,52,26,[Ar] 3d8
78,Pt,53,25,[Ar] 3d7
78,Pt,54,24,[Ar] 3d6
78,Pt,55,23,[Ar] 3d5
78,Pt,56,22,[Ar] 3d4
78,Pt,57,21,[Ar] 3d3
78,Pt,58,20,[Ar] 3d2
78,Pt,59,19,[Ar] 3d1
78,Pt,60,18,[Ne] 3s2 3p6
78,Pt,61,17,[Ne] 3s2 3p5
78,Pt,62,16,[Ne] 3s2 3p4
78,Pt,63,15,[Ne] 3s2 3p3
78,Pt,64,14,[Ne] 3s2 3p2
78,Pt,65,13,[Ne] 3s2 3p1
78,Pt,66,12,[Ne] 3s2
78,Pt,67,11,[Ne] 3s1
78,Pt,68,10,1s2 2s2 2p6
78,Pt,69,9,1s2 2s2 2p5
78,Pt,70,8,1s2 2s2 2p4
78,Pt,71,7,1s2 2s2 2p3
78,Pt,72,6,1s2 2s2 2p2
78,Pt,73,5,1s2 2s2 2p1
78,Pt,74,4,1s2 2s2
78,Pt,75,3,1s2 2s1
78,Pt,76,2,1s2
78,Pt,77,1,1s1
79,Au,0,79,[Xe] 4f14 5d10 6s1
79,Au,1,78,[Xe] 4f14 5d10
79,Au,2,77,[Xe] 4f14 5d9
79,Au,3,76,[Xe] 4f14 5d8
79,Au,4,75,[Xe] 4f14 5d7
79,Au,5,74,[Xe] 4f14 5d6
79,Au,6,73,[Xe] 4f14 5d5
79,Au,7,72,[Xe] 4f14 5d4
79,Au,8,71,[Xe] 4f14 5d3
79,Au,9,70,[Xe] 4f14 5d2
79,Au,10,69,[Xe] 4f14 5d1
79,Au,11,68,[Xe] 4f14
79,Au,12,67,[Cd] 4f14 5p5
79,Au,13,66,[Cd] 4f14 5p4
79,Au,14,65,[Cd] 4f14 5p3
79,Au,15,64,[Cd] 4f14 5p2
79,Au,16,63,[Cd] 4f14 5p1
79,Au,17,62,[Cd] 4f14
79,Au,18,61,[Cd] 4f13
79,Au,19,60,[Cd] 4f12
79,Au,20,59,[Kr] 4d10 4f12 5s1
79,Au,21,58,[Kr] 4d10 4f12
79,Au,22,57,[Kr] 4d10 4f11
79,Au,23,56,[Kr] 4d10 4f10
79,Au,24,55,[Kr] 4d10 4f9
79,Au,25,54,[Kr] 4d10 4f8
79,Au,26,53,[Kr] 4d10 4f7
79,Au,27,52,[Kr] 4d10 4f6
79,Au,28,51,[Kr] 4d10 4f5
79,Au,29,50,[Kr] 4d10 4f4
79,Au,30,49,[Kr] 4d10 4f3
79,Au,31,48,[Kr] 4d10 4f2
79,Au,32,47,[Kr] 4d10 4f1
79,Au,33,46,[Kr] 4d10
79,Au,34,45,[Kr] 4d9
79,Au,35,44,[Kr] 4d8
79,Au,36,43,[Kr] 4d7
79,Au,37,42,[Kr] 4d6
79,Au,38,41,[Kr] 4d5
79,Au,39,40,[Kr] 4d4
79,Au,40,39,[Kr] 4d3
79,Au,41,38,[Kr] 4d2
79,Au,42,37,[Kr] 4d1
79,Au,43,36,[Ar] 3d10 4s2 4p6
79,Au,44,35,[Ar] 3d10 4s2 4p5
79,Au,45,34,[Ar] 3d10 4s2 4p4
79,Au,46,33,[Ar] 3d10 4s2 4p3
79,Au,47,32,[Ar] 3d10 4s2 4p2
79,Au,48,31,[Ar] 3d10 4s2 4p1
79,Au,49,30,[Ar] 3d10 4s2
79,Au,50,29,[Ar] 3d10 4s1
79,Au,51,28,[Ar] 3d10
79,Au,52,27,[Ar] 3d9
79,Au,53,26,[Ar] 3d8
79,Au,54,25,[Ar] 3d7
79,Au,55,24,[Ar] 3d6
79,Au,56,23,[Ar] 3d5
79,Au,57,22,[Ar] 3d4
79,Au,58,21,[Ar] 3d3
79,Au,59,20,[Ar] 3d2
79,Au,60,19,[Ar] 3d1
79,Au,61,18,[Ne] 3s2 3p6
79,Au,62,17,[Ne] 3s2 3p5
79,Au,63,16,[Ne] 3s2 3p4
79,Au,64,15,[Ne] 3s2 3p3
79,Au,65,14,[Ne] 3s2 3p2
79,Au,66,13,[Ne] 3s2 3p1
79,Au,67,12,[Ne] 3s2
79,Au,68,11,[Ne] 3s1
79,Au,69,10,1s2 2s2 2p6
79,Au,70,9,1s2 2s2 2p5
79,Au,71,8,1s2 2s2 2p4
79,Au,72,7,1s2 2s2 2p3
79,Au,73,6,1s2 2s2 2p2
79,Au,74,5,1s2 2s2 2p1
79,Au,75,4,1s2 2s2
79,Au,76,3,1s2 2s1
79,Au,77,2,1s2
79,Au,78,1,1s1
80,Hg,0,80,[Xe] 4f14 5d10 6s2
80,Hg,1,79,[Xe] 4f14 5d10 6s1
80,Hg,2,78,[Xe] 4f14 5d10
80,Hg,3,77,[Xe] 4f14 5d9
80,Hg,4,76,[Xe] 4f14 5d8
80,Hg,5,75,[Xe] 4f14 5d7
80,Hg,6,74,[Xe] 4f14 5d6
80,Hg,7,73,[Xe] 4f14 5d5
80,Hg,8,72,[Xe] 4f14 5d4
80,Hg,9,71,[Xe] 4f14 5d3
80,Hg,10,70,[Xe] 4f14 5d2
80,Hg,11,69,[Xe] 4f14 5d1
80,Hg,12,68,[Xe] 4f14
80,Hg,13,67,[Cd] 4f14 5p5
80,Hg,14,66,[Cd] 4f14 5p4
80,Hg,15,65,[Cd] 4f14 5p3
80,Hg,16,64,[Cd] 4f14 5p2
80,Hg,17,63,[Cd] 4f14 5p1
80,Hg,18,62,[Cd] 4f14
80,Hg,19,61,[Cd] 4f13
80,Hg,20,60,[Kr] 4d10 4f13 5s1
80,Hg,21,59,[Kr] 4d10 4f13
80,Hg,22,58,[Kr] 4d10 4f12
80,Hg,23,57,[Kr] 4d10 4f11
80,Hg,24,56,[Kr] 4d10 4f10
80,Hg,25,55,[Kr] 4d10 4f9
80,Hg,26,54,[Kr] 4d10 4f8
80,Hg,27,53,[Kr] 4d10 4f7
80,Hg,28,52,[Kr] 4d10 4f6
80,Hg,29,51,[Kr] 4d10 4f5
80,Hg,30,50,[Kr] 4d10 4f4
80,Hg,31,49,[Kr] 4d10 4f3
80,Hg,32,48,[Kr] 4d10 4f2
80,Hg,33,47,[Kr] 4d10 4f1
80,Hg,34,46,[Kr] 4d10
80,Hg,35,45,[Kr] 4d9
80,Hg,36,44,[Kr] 4d8
80,Hg,37,43,[Kr] 4d7
80,Hg,38,42,[Kr] 4d6
80,Hg,39,41,[Kr] 4d5
80,Hg,40,40,[Kr] 4d4
80,Hg,41,39,[Kr] 4d3
80,Hg,42,38,[Kr] 4d2
80,Hg,43,37,[Kr] 4d1
80,Hg,44,36,[Ar] 3d10 4s2 4p6
80,Hg,45,35,[Ar] 3d10 4s2 4p5
80,Hg,46,34,[Ar] 3d10 4s2 4p4
80,Hg,47,33,[Ar] 3d10 4s2 4p3
80,Hg,48,32,[Ar] 3d10 4s2 4p2
80,Hg,49,31,[Ar] 3d10 4s2 4p1
80,Hg,50,30,[Ar] 3d10 4s2
80,Hg,51,29,[Ar] 3d10 4s1
80,Hg,52,28,[Ar] 3d10
80,Hg,53,27,[Ar] 3d9
80,Hg,54,26,[Ar] 3d8
80,Hg,55,25,[Ar] 3d7
80,Hg,56,24,[Ar] 3d6
80,Hg,57,23,[Ar] 3d5
80,Hg,58,22,[Ar] 3d4
80,Hg,59,21,[Ar] 3d3
80,Hg,60,20,[Ar] 3d2
80,Hg,61,19,[Ar] 3d1
80,Hg,62,18,[Ne] 3s2 3p6
80,Hg,63,17,[Ne] 3s2 3p5
80,Hg,64,16,[Ne] 3s2 3p4
80,Hg,65,15,[Ne] 3s2 3p3
80,Hg,66,14,[Ne] 3s2 3p2
80,Hg,67,13,[Ne] 3s2 3p1
80,Hg,68,12,[Ne] 3s2
80,Hg,69,11,[Ne] 3s1
80,Hg,70,10,1s2 2s2 2p6
80,Hg,71,9,1s2 2s2 2p5
80,Hg,72,8,1s2 2s2 2p4
80,Hg,73,7,1s2 2s2 2p3
80,Hg,74,6,1s2 2s2 2p2
80,Hg,75,5,1s2 2s2 2p1
80,Hg,76,4,1s2 2s2
80,Hg,77,3,1s2 2s1
80,Hg,78,2,1s2
80,Hg,79,1,1s1
81,Tl,0,81,[Hg] 6p1
81,Tl,1,80,[Xe] 4f14 5d10 6s2
81,Tl,2,79,[Xe] 4f14 5d10 6s1
81,Tl,3,78,[Xe] 4f14 5d10
81,Tl,4,77,[Xe] 4f14 5d9
81,Tl,5,76,[Xe] 4f14 5d8
81,Tl,6,75,[Xe] 4f14 5d7
81,Tl,7,74,[Xe] 4f14 5d6
81,Tl,8,73,[Xe] 4f14 5d5
81,Tl,9,72,[Xe] 4f14 5d4
81,Tl,10,71,[Xe] 4f14 5d3
81,Tl,11,70,[Xe] 4f14 5d2
81,Tl,12,69,[Xe] 4f14 5d1
81,Tl,13,68,[Xe] 4f14
81,Tl,14,67,[Cd] 4f14 5p5
81,Tl,15,66,[Cd] 4f14 5p4
81,Tl,16,65,[Cd] 4f14 5p3
81,Tl,17,64,[Cd] 4f14 5p2
81,Tl,18,63,[Cd] 4f14 5p1
81,Tl,19,62,[Cd] 4f14
81,Tl,20,61,[Cd] 4f13
81,Tl,21,60,[Kr] 4d10 4f13 5s1
81,Tl,22,59,[Kr] 4d10 4f13
81,Tl,23,58,[Kr] 4d10 4f12
81,Tl,24,57,[Kr] 4d10 4f11
81,Tl,25,56,[Kr] 4d10 4f10
81,Tl,26,55,[Kr] 4d10 4f9
81,Tl,27,54,[Kr] 4d10 4f8
81,Tl,28,53,[Kr] 4d10 4f7
81,Tl,29,52,[Kr] 4d10 4f6
81,Tl,30,51,[Kr] 4d10 4f5
81,Tl,31,50,[Kr] 4d10 4f4
81,Tl,32,49,[Kr] 4d10 4f3
81,Tl,33,48,[Kr] 4d10 4f2
81,Tl,34,47,[Kr] 4d10 4f1
81,Tl,35,46,[Kr] 4d10
81,Tl,36,45,[Kr] 4d9
81,Tl,37,44,[Kr] 4d8
81,Tl,38,43,[Kr] 4d7
81,Tl,39,42,[Kr] 4d6
81,Tl,40,41,[Kr] 4d5
81,Tl,41,40,[Kr] 4d4
81,Tl,42,39,[Kr] 4d3
81,Tl,43,38,[Kr] 4d2
81,Tl,44,37,[Kr] 4d1
81,Tl,45,36,[Ar] 3d10 4s2 4p6
81,Tl,46,35,[Ar] 3d10 4s2 4p5
81,Tl,47,34,[Ar] 3d10 4s2 4p4
81,Tl,48,33,[Ar] 3d10 4s2 4p3
81,Tl,49,32,[Ar] 3d10 4s2 4p2
81,Tl,50,31,[Ar] 3d10 4s2 4p1
81,Tl,51,30,[Ar] 3d10 4s2
81,Tl,52,29,[Ar] 3d10 4s1
81,Tl,53,28,[Ar] 3d10
81,Tl,54,27,[Ar] 3d9
81,Tl,55,26,[Ar] 3d8
81,Tl,56,25,[Ar] 3d7
81,Tl,57,24,[Ar] 3d6
81,Tl,58,23,[Ar] 3d5
81,Tl,59,22,[Ar] 3d4
81,Tl,60,21,[Ar] 3d3
81,Tl,61,20,[Ar] 3d2
81,Tl,62,19,[Ar] 3d1
81,Tl,63,18,[Ne] 3s2 3p6
81,Tl,64,17,[Ne] 3s2 3p5
81,Tl,65,16,[Ne] 3s2 3p4
81,Tl,66,15,[Ne] 3s2 3p3
81,Tl,67,14,[Ne] 3s2 3p2
81,Tl,68,13,[Ne] 3s2 3p1
81,Tl,69,12,[Ne] 3s2
81,Tl,70,11,[Ne] 3s1
81,Tl,71,10,1s2 2s2 2p6
81,Tl,72,9,1s2 2s2 2p5
81,Tl,73,8,1s2 2s2 2p4
81,Tl,74,7,1s2 2s2 2p3
81,Tl,75,6,1s2 2s2 2p2
81,Tl,76,5,1s2 2s2 2p1
81,Tl,77,4,1s2 2s2
81,Tl,78,3,1s2 2s1
81,Tl,79,2,1s2
81,Tl,80,1,1s1
82,Pb,0,82,[Hg] 6p2
82,Pb,1,81,[Hg] 6p1
82,Pb,2,80,[Xe] 4f14 5d10 6s2
82,Pb,3,79,[Xe] 4f14 5d10 6s1
82,Pb,4,78,[Xe] 4f14 5d10
82,Pb,5,77,[Xe] 4f14 5d9
82,Pb,6,76,[Xe] 4f14 5d8
82,Pb,7,75,[Xe] 4f14 5d7
82,Pb,8,74,[Xe] 4f14 5d6
82,Pb,9,73,[Xe] 4f14 5d5
82,Pb,10,72,[Xe] 4f14 5d4
82,Pb,11,71,[Xe] 4f14 5d3
82,Pb,12,70,[Xe] 4f14 5d2
82,Pb,13,69,[Xe] 4f14 5d1
82,Pb,14,68,[Xe] 4f14
82,Pb,15,67,[Cd] 4f14 5p5
82,Pb,16,66,[Cd] 4f14 5p4
82,Pb,17,65,[Cd] 4f14 5p3
82,Pb,18,64,[Cd] 4f14 5p2
82,Pb,19,63,[Cd] 4f14 5p1
82,Pb,20,62,[Cd] 4f14
82,Pb,21,61,[Cd] 4f13
82,Pb,22,60,[Kr] 4d10 4f13 5s1
82,Pb,23,59,[Kr] 4d10 4f13
82,Pb,24,58,[Kr] 4d10 4f12
82,Pb,25,57,[Kr] 4d10 4f11
82,Pb,26,56,[Kr] 4d10 4f10
82,Pb,27,55,[Kr] 4d10 4f9
82,Pb,28,54,[Kr] 4d10 4f8
82,Pb,29,53,[Kr] 4d10 4f7
82,Pb,30,52,[Kr] 4d10 4f6
82,Pb,31,51,[Kr] 4d10 4f5
82,Pb,32,50,[Kr] 4d10 4f4
82,Pb,33,49,[Kr] 4d10 4f3
82,Pb,34,48,[Kr] 4d10 4f2
82,Pb,35,47,[Kr] 4d10 4f1
82,Pb,36,46,[Kr] 4d10
82,Pb,37,45,[Kr] 4d9
82,Pb,38,44,[Kr] 4d8
82,Pb,39,43,[Kr] 4d7
82,Pb,40,42,[Kr] 4d6
82,Pb,41,41,[Kr] 4d5
82,Pb,42,40,[Kr] 4d4
82,Pb,43,39,[Kr] 4d3
82,Pb,44,38,[Kr] 4d2
82,Pb,45,37,[Kr] 4d1
82,Pb,46,36,[Ar] 3d10 4s2 4p6
82,Pb,47,35,[Ar] 3d10 4s2 4p5
82,Pb,48,34,[Ar] 3d10 4s2 4p4
82,Pb,49,33,[Ar] 3d10 4s2 4p3
82,Pb,50,32,[Ar] 3d10 4s2 4p2
82,Pb,51,31,[Ar] 3d10 4s2 4p1
82,Pb,52,30,[Ar] 3d10 4s2
82,Pb,53,29,[Ar] 3d10 4s1
82,Pb,54,28,[Ar] 3d10
82,Pb,55,27,[Ar] 3d9
82,Pb,56,26,[Ar] 3d8
