state_id,symbol,z,charge,electron_count,multiplicity,state_category,state_role,r_iso_0.003_e_bohr3_bohr,r_iso_0.001_e_bohr3_bohr,r_iso_0.0001_e_bohr3_bohr,r_iso_0.003_e_bohr3_angstrom,r_iso_0.001_e_bohr3_angstrom,r_iso_0.0001_e_bohr3_angstrom
H_qm1_mult1_ning2022,H,1,-1,2,1,ning2022_monoanion_reference,bound_experimental,3.014944514150476,4.070280205328417,6.051925195324431,1.595439929025449,2.1538995266493814,3.2025408954553756
H_q0_mult2_nist,H,1,0,1,2,nist_reference,reference,2.332423350841185,2.902821344104591,4.128081337560556,1.2342652834431675,1.536106902622965,2.1844865685910206
He_q0_mult1_nist,He,2,0,2,1,nist_reference,reference,2.1480128315384666,2.53579358726016,3.3740656936514113,1.1366794391773813,1.3418841779320445,1.7854786731699497
He_qp1_mult2_nist,He,2,1,1,2,nist_reference,reference_uncertain,1.6994402422703347,1.9841442124980246,2.5841619624945085,0.8993050475009343,1.049963900399034,1.3674796198344668
Li_qm1_mult1_ning2022,Li,3,-1,4,1,ning2022_monoanion_reference,bound_experimental,3.039550048403655,5.004741028233894,8.73687132824396,1.6084606170143247,2.6483948986126244,4.623353201498528
Li_q0_mult2_nist,Li,3,0,3,2,nist_reference,reference,2.6991331595062054,4.1686458488045135,6.469638573035821,1.428319757203296,2.2059523835127415,3.4235852956295605
Li_qp1_mult1_nist,Li,3,1,2,1,nist_reference,reference_uncertain,1.615635223915022,1.846037780646887,2.333878308198653,0.8549573416279952,0.9768811239842837,1.2350352137195755
Be_qm1_mult2_formal,Be,4,-1,5,2,formal_anion_reference,formal_monoanion,3.610810686660322,4.64402317269666,8.797328655888416,1.9107587282656553,2.45751122989652,4.655345841520069
Be_q0_mult1_nist,Be,4,0,4,1,nist_reference,reference,3.362242401536309,4.129170343367725,5.685431308098987,1.7792220564247885,2.185062845646715,3.0086006824004166
Be_qp1_mult2_nist,Be,4,1,3,2,nist_reference,reference,2.7958771941473506,3.4311319579309707,4.6610243134238,1.4795144956262003,1.8156768397380605,2.466507846128677
Be_qp2_mult1_nist,Be,4,2,2,1,nist_reference,reference_uncertain,1.3038400513756427,1.4667979451389277,1.810114145485432,0.6899624418505867,0.7761960455668693,0.957871154924048
B_qm2_mult4_formal,B,5,-2,7,4,formal_anion_reference,formal_multianion,3.7531688338529285,5.691912926582164,8.66204262801305,1.9860914155463576,3.0120306071914817,4.583755558614837
B_qm1_mult3_ning2022,B,5,-1,6,3,ning2022_monoanion_reference,bound_experimental,3.6132346359178125,4.599848981328851,7.223559671213345,1.9120414269731045,2.4341352545146067,3.8225431596040695
B_q0_mult2_nist,B,5,0,5,2,nist_reference,reference,3.25709050364493,3.91472696855836,5.403528564422388,1.7235780683774715,2.071584298668469,2.8594241747557305
B_qp1_mult1_nist,B,5,1,4,1,nist_reference,reference,2.8441343355169035,3.32728343988964,4.309247234426507,1.505051075102292,1.760722570604539,2.280355432605285
B_qp2_mult2_nist,B,5,2,3,2,nist_reference,reference,2.427934461499833,2.8519810866643494,3.6939801806581762,1.2848075865917588,1.5092033969891474,1.9547701291316537
B_qp3_mult1_nist,B,5,3,2,1,nist_reference,reference_uncertain,1.0997538988844338,1.225621835030853,1.4905276742034017,0.5819647008913645,0.6485711442834435,0.7887532774086915
C_qm3_mult2_formal,C,6,-3,9,2,formal_anion_reference,formal_multianion,4.546218019832254,6.312328776882353,8.047201757488805,2.4057549718917914,3.3403405364533487,4.258395781601646
C_qm2_mult3_formal,C,6,-2,8,3,formal_anion_reference,formal_multianion,3.758905311252309,5.557337312232404,7.569256154461189,1.98912702865697,2.940816258934318,4.005477860428139
C_qm1_mult4_ning2022,C,6,-1,7,4,ning2022_monoanion_reference,bound_experimental,3.460348322118672,4.278067171753402,6.162661952997671,1.8311374738516346,2.2638556540041503,3.261140264025342
C_q0_mult3_nist,C,6,0,6,3,nist_reference,reference,3.089172625532998,3.6481984826030796,4.896022253711197,1.6347197539774494,1.9305434978444542,2.5908634007379114
